MAPID;NAME;CATEGORY1;CATEGORY2;ADDRESS;SHORT_DESCRIPTION;URL;URL2;URL3;Geom;Geo Local Area
GCP002;Southeast False Creek Neighbourhood Ener;City projects;Climate-Leadership;;City's first neighbourhood energy system serving the Olympic Village and soon to be Great Northern Way areas.;http://vancouver.ca/home-property-development/neighbourhood-energy-utility.aspx;;http://www.greenbuildingaudiotours.com/buildings/sefc_neighbourhood_energy_utility;"{""type"": ""Point"", ""coordinates"": [-123.114480365604, 49.2671751297035]}";Mount Pleasant
GCP008;LEED Platinum Building Certified in 2010;City projects;Green-Buildings;51 W 1st AV;City of Vancouver Housing - Net Zero Building (SEFC Parcel 9);http://www.thechallengeseries.ca/chapter-07/net-zero/;;;"{""type"": ""Point"", ""coordinates"": [-123.1046728, 49.27020319]}";Mount Pleasant
GCP011;LEED Platinum Neighbourhood Certified in;Private projects;Green-Buildings;12 Athletes Way;Southeast False Creek Neighbourhood;http://greenbuildingbrain.org/items/southeast_false_creek_olympic_village;;http://recollective.ca/projects/vancouver-olympic-village/;"{""type"": ""Point"", ""coordinates"": [-123.1053979, 49.27154122]}";Mount Pleasant
GCP012;LEED Gold Building Certified 2012;Private projects;Green-Buildings;1866 Main Mall;UBC Renew - Buchanan Complex;http://www.projectservices.lbs.ubc.ca/portfolio/renewal/buchanan-block-a.htm;;;"{""type"": ""Point"", ""coordinates"": [-123.2548825, 49.26730312]}";
GCP018;LEED Gold Building Certified 2011;Private projects;Green-Buildings;2177 Wbrook Mall;UBC Renew Friedman Building;http://recollective.ca/projects/ubc-friedman-building/;;;"{""type"": ""Point"", ""coordinates"": [-123.2460724, 49.26536007]}";
GCP019;LEED Gold for Commercial Interiors 2011;Private projects;Green-Buildings;507 W Broadway;City of Vancouver Engineering Services;http://edgesustainability.com/?portfolio=city-of-vancouver-engineering;;;"{""type"": ""Point"", ""coordinates"": [-123.1154173, 49.26336597]}";Fairview
GCP023;LEED Gold Building Certified 2010;Private projects;Green-Buildings;199 W 1st AV;SEFC Parcel 2 (Millennium Water / City of Vancouver Housing);http://www.millenniumdevelopment.com/Olympic-Village/;;http://www.gbig.org/activities/cagbc-10522;"{""type"": ""Point"", ""coordinates"": [-123.1018564, 49.27014774]}";Mount Pleasant
GCP027;LEED Gold Building Certified 2010;Private projects;Green-Buildings;181 Athletes Way;Millennium Water - 181 Athletes Way (Parcel 4);http://www.millenniumdevelopment.com/Olympic-Village/;;http://www.gbig.org/activities/cagbc-10514;"{""type"": ""Point"", ""coordinates"": [-123.1069329, 49.27155227]}";Mount Pleasant
GCP041;City Studio;City Studio Project;Lighter-Footprint;1800 Spyglass Place;A multi-disciplinary applied program for post-secondary students to work on Greenest City Action Plan projects;http://citystudiovancouver.com/;;;"{""type"": ""Point"", ""coordinates"": [-123.1153227, 49.27054701]}";Fairview
GCP042;BikeLab;City Studio Project;Green-Transportation;1455 Quebec St;Spring 2013 City Studio Project - 1 of 2 bike repair stations.;http://citystudiovancouver.com/projects/bikelab-repair-stations/;;;"{""type"": ""Point"", ""coordinates"": [-123.1029187, 49.27327827]}";Downtown
GCP044;New Bike pumps;City projects;Green-Transportation;Hawks Ave. and Union St;First of 2 bike pumps installed in 2013.;http://vancouver.ca/streets-transportation/bicycle-parking-racks-and-corrals.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.0875518, 49.27750791]}";Strathcona
GCP047;BiodiverCity;City Studio Project;Access-to-Nature;1800 Spyglass Pl;Spring 2013 City Studio Project - Garden of food sources for a range of pollinators;http://citystudiovancouver.com/projects/biodivercity-pollinator-garden/;;;"{""type"": ""Point"", ""coordinates"": [-123.1153869, 49.27031023]}";Fairview
GCP048;Walking Local;City Studio Project;Local-Food;Grandview-Woodlands neighbourhood;Spring 2013 City Studio Project - Grandview-Woodland signage pilot project highlighting community landmarks.;http://citystudiovancouver.com/projects/walking-local/;;;"{""type"": ""Point"", ""coordinates"": [-123.0703196, 49.26919804]}";Grandview-Woodland
GCP053;The Stoop;City Studio Project;Zero-Waste;2525 Main St;Fall 2012 City Studio Project - Creating value in waste wood.;http://citystudiovancouver.com/projects/1999/;;;"{""type"": ""Point"", ""coordinates"": [-123.101142116365, 49.2624460298107]}";Mount Pleasant
GCP054;Marpole Orphaned Spaces;City Studio Project;Access-to-Nature;Marpole neighbourhood;Fall 2012 City Studio Project - Mapping orphaned public spaces in the neighbourhood of Marpole.;http://citystudiovancouver.com/projects/marpoles-orphaned-spaces/;;;"{""type"": ""Point"", ""coordinates"": [-123.1305442, 49.21067815]}";Marpole
GCP055;VanbirdCity;City Studio Project;Access-to-Nature;1800 Spyglass Pl;Spring 2012 City Studio Project - Education program  to increase awareness about the importance of birds in Vancouver;http://citystudiovancouver.com/projects/vancouver-bird-project/;;;"{""type"": ""Point"", ""coordinates"": [-123.1163102, 49.27022462]}";Fairview
GCP058;Community Conversations;City Studio Project;Lighter-Footprint;Grandview-Woodlands neighbourhood;Spring 2012 City Studio Project - Community engagement mentorship program to research and promote dialogue within communities in support of the Access to Nature goal;http://citystudiovancouver.com/projects/community-conversations/;;;"{""type"": ""Point"", ""coordinates"": [-123.0703391, 49.26917757]}";Grandview-Woodland
GCP060;The Long Table;City Studio Project;Lighter-Footprint;All neighbourhoods;Fall 2011 City Studio Project - A mobile place where Vancouverites can meet, talk, and collaborate on greenest city goals;http://citystudiovancouver.com/projects/the-long-table-series-2/;;;"{""type"": ""Point"", ""coordinates"": [-123.1159134, 49.27035974]}";Fairview
GCP061;mApples;City Studio Project;Local-Food;Mount Pleasant neighbourhood;Fall 2011 City Studio Project - A food asset map of Mount Pleasant.;http://citystudiovancouver.com/projects/mapples/;;;"{""type"": ""Point"", ""coordinates"": [-123.1076755, 49.25829553]}";Mount Pleasant
GCP062;Parks in Streets;City Studio Project;Access-to-Nature;1800 Spyglass Pl;Fall 2011 City Studio Project. Research on potential for temporary park places.;http://citystudiovancouver.com/projects/parks-in-streets/;;;"{""type"": ""Point"", ""coordinates"": [-123.1153285, 49.27051621]}";Fairview
GCP070;Jericho Beach restoration;City projects;Access-to-Nature;;2012 restoration of the Jericho Marginal Wharf facility, restoring biodiversity and natural space.;http://vancouver.ca/parks-recreation-culture/restoring-jericho-beach.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.201779, 49.27672]}";West Point Grey
GCP072;450m Habitat skirt under convention cent;Private projects;Access-to-Nature;1055 Canada Pl;Inter-tidal zone created by shelves and shallow recesses designed to encourage marine life.;http://www.canada.com/vancouversun/news/westcoastnews/story.html?id=9ec602d7-8eaa-4747-ab9c-4ba867a0d297;;;"{""type"": ""Point"", ""coordinates"": [-123.1118861, 49.28798136]}";Downtown
GCP077;Community orchards;City projects;Local-Food;404 E 51st Avenue;At Sunset Park, 29 fruit trees were planted in 2009.;http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=189;;;"{""type"": ""Point"", ""coordinates"": [-123.0964194, 49.22240409]}";Sunset
GCP080;Community orchards;City projects;Local-Food;7188 MacDonald St;At McCleery Golf Course, 15 fruit trees.;http://votevision.ca/news/vancouver%E2%80%99s-urban-orchard-expand-city-parks;;http://vancouver.ca/parks-recreation-culture/mccleery-golf-course.aspx;"{""type"": ""Point"", ""coordinates"": [-123.1679186, 49.22098217]}";Kerrisdale
GCP081;Community orchards;Private projects;Local-Food;500 block of East 23rd Ave;Tupper Neighbourhood Greenway;http://www.mgabc.org/content/tupper-neighborhood-greenway-healing-community;;;"{""type"": ""Point"", ""coordinates"": [-123.0967905, 49.25019867]}";Riley Park
GCP085;Community orchards;City projects;Local-Food;3201 New Brighton Rd;At New Brighton Park, 50 fruit trees.;http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=75;;;"{""type"": ""Point"", ""coordinates"": [-123.0415246, 49.29059541]}";Hastings-Sunrise
GCP086;Community orchards;City projects;Local-Food;801 W 22nd Av;At Douglas Park, 13 fruit and nut trees.;http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=175;;;"{""type"": ""Point"", ""coordinates"": [-123.1225026, 49.25200582]}";South Cambie
GCP087;Community orchards;Private projects;Local-Food;2750 E 29th Av;At Slocan Park, In partnership with the Renfrew-Collingwood Food Security Institute.;http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=161;;;"{""type"": ""Point"", ""coordinates"": [-123.048776987766, 49.2442170116662]}";Renfrew-Collingwood
GCP092;Community orchards;City projects;Local-Food;3161 Ontario Street;At Mt Pleasant Park, 10 fruit trees planted in 2012.;http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=139;;;"{""type"": ""Point"", ""coordinates"": [-123.1053985, 49.25743743]}";Mount Pleasant
GCP093;Community orchards;City projects;Local-Food;1025 Boundary Rd;At Adanac Park, 8 fruit trees planted in 2011.;http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=65;;;"{""type"": ""Point"", ""coordinates"": [-123.0236808, 49.27575349]}";Hastings-Sunrise
GCP100;Copely Community Orchard;Private projects;Local-Food;3590 Copley St;A community orchard run by the Environmental Youth Alliance in its second season with 70 fruit trees.;http://www.copleycommunityorchard.com/;;;"{""type"": ""Point"", ""coordinates"": [-123.0574886, 49.25127347]}";Kensington-Cedar Cottage
GCP105;Strathcona Business Improvement Associat;Greenest City Fund Project;Green-Economy;1222 E Hastings St;2012 Greenest City Community grant fund project. For the Development of a Green hub for surrounding businesses to become more environmentally sustainable.;http://vancouver.ca/news-calendar/city-and-vancouver-foundation-announce-winners-of-greenest-city-community-grants-for-2012.aspx;;http://www.strathconagreenzone.com/;"{""type"": ""Point"", ""coordinates"": [-123.078216, 49.28128602]}";Strathcona
GCP106;S.U.C.C.E.S.S. greening local  businesse;Greenest City Fund Project;Green-Economy;#214-181 Keefer Place;2012 Greenest City  Community grant fund project. A youth-led project to help green the organization and local businesses.;http://www.successbc.ca/;;;"{""type"": ""Point"", ""coordinates"": [-123.1078933, 49.27983474]}";Downtown
GCP109;Sole Food Farms - urban farms;Private projects;Local-Food;Carrall and Pacific;1 of 4 Sole Food Urban Farms producing local produce and providing jobs for people with barriers.;http://solefoodfarms.com/;;;"{""type"": ""Point"", ""coordinates"": [-123.1047819, 49.27663747]}";Downtown
GCP110;Sole Food Farms - urban farms;Private projects;Local-Food;Main and 1st;1 of 4 Sole Food Urban Farms producing local produce and providing jobs for people with barriers.;http://solefoodfarms.com/;;;"{""type"": ""Point"", ""coordinates"": [-123.100487004041, 49.2726309938827]}";Mount Pleasant
GCP111;Sole Food Farms - urban farms;Private projects;Local-Food;East 1st and Clark;1 of 4 Sole Food Urban Farms producing local produce and providing jobs for people with barriers.;http://solefoodfarms.com/;;;"{""type"": ""Point"", ""coordinates"": [-123.077672, 49.26989365]}";Strathcona
GCP113;Food Scraps Drop off at Farmers Markets;Private projects;Local-Food;4601 Ontario St;Winter Farmers Market Saturdays, November 3, 2012 - April 27, 2013;http://foodscrapsdropspot.tumblr.com/;;;"{""type"": ""Point"", ""coordinates"": [-123.106655998137, 49.2445840127076]}";Riley Park
GCP114;Food Scraps Drop off at Farmers Markets;Private projects;Local-Food;1019 Broughton St;Gordon Neighbourhood House Saturdays 10am-12pm;http://foodscrapsdropspot.tumblr.com/;;;"{""type"": ""Point"", ""coordinates"": [-123.133759987603, 49.2855044861057]}";West End
GCP120;Farmers Markets;Private projects;Local-Food;2690 Larch St;Kitsilano Farmers Market  Sundays, May 12 - October 20, 2013.;http://www.eatlocal.org/;;;"{""type"": ""Point"", ""coordinates"": [-123.1624597, 49.26166642]}";Kitsilano
GCP123;David Thompson Elementary School;Greenest City Fund Project;Zero-Waste;1755 E 55th Av;2012 Greenest City Generation Green grant project. Dream Green Peer Mentoring Program – South Vancouver Neighbourhood House.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;http://go.vsb.bc.ca/schools/thompson/Pages/default.aspx;http://www.eya.ca/splash.php;"{""type"": ""Point"", ""coordinates"": [-123.0715241, 49.22134866]}";Victoria-Fraserview
GCP129;Windermere Organic Garden Committee;Greenest City Fund Project;Local-Food;3155 E 27 Av;2012 Greenest City Community grant fund project. To help build Windermere Secondary Community Garden.;http://vancouver.ca/news-calendar/city-and-vancouver-foundation-announce-winners-of-greenest-city-community-grants-for-2012.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.036666995955, 49.2462861133489]}";Renfrew-Collingwood
GCP135;My World in a Garden - Sister Walls;Greenest City Fund Project;Local-Food;1500, 701 West Georgia Street;2012 Greenest City Generation Green grant project.  My World in a Garden - Sister Walls.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.083254007023, 49.2813369856582]}";Strathcona
GCP138;Windermere Secondary;Greenest City Fund Project;Local-Food;3155 E 27 Av;2012 Greenest City Generation Green grant project.  To expand and add to an organic garden to enable students to produce enough food to sell to the school cafeteria.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;http://intered.vsb.bc.ca/content/windermere-secondary-school;"{""type"": ""Point"", ""coordinates"": [-123.036666995955, 49.2462861133489]}";Renfrew-Collingwood
GCP143;Windermere Organic Garden Project;Greenest City Fund Project;Local-Food;3155 E 27 Av;South Van - Collingwood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.03663, 49.24629921]}";Renfrew-Collingwood
GCP145;The Moss is greener on the other wall;Greenest City Fund Project;Lighter-Footprint;South Van - Collingwood;South Van - Collingwood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.039068995531, 49.2442600121719]}";Renfrew-Collingwood
GCP147;Climate Change Conference;Greenest City Fund Project;Lighter-Footprint;South Van - Collingwood;South Van - Collingwood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.0390070073, 49.2442730081473]}";Renfrew-Collingwood
GCP148;Sir Wilfrid Laurier School Garden;Greenest City Fund Project;Access-to-Nature;590 65 Avenue West;South Van - Collingwood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.1199234, 49.25859148]}";Fairview
GCP154;Pollinating our Communities;Greenest City Fund Project;Local-Food;Cedar Cottage, Kensington and Hastings-Sunrise;Kensington, Cedar Cottage - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.059388003483, 49.2581299902344]}";Kensington-Cedar Cottage
GCP156;Community Seasonal Food Celebrations;Greenest City Fund Project;Local-Food;Cedar Cottage, Kensington and Hastings-Sunrise;Kensington, Cedar Cottage - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.059399999861, 49.2581199952638]}";Kensington-Cedar Cottage
GCP157;Neighbourhood Harvest and Seed Trade;Greenest City Fund Project;Local-Food;Cedar Cottage, Kensington and Hastings-Sunrise;Kensington, Cedar Cottage - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.0593200086, 49.258199992293]}";Kensington-Cedar Cottage
GCP158;Garden School;Greenest City Fund Project;Local-Food;Cedar Cottage, Kensington and Hastings-Sunrise;Kensington, Cedar Cottage - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.0589514, 49.25848356]}";Kensington-Cedar Cottage
GCP166;Public art intersection;Greenest City Fund Project;Lighter-Footprint;West End;West End Neighbourhood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.133709988878, 49.285509991453]}";West End
GCP169;Recycling hard plastics;Greenest City Fund Project;Zero-Waste;West End;West End Neighbourhood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.133769988474, 49.2855899935869]}";West End
GCP170;Community Garden;Greenest City Fund Project;Local-Food;West End;West End Neighbourhood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.133759992341, 49.285520000529]}";West End
GCP174;Roof top garden;Greenest City Fund Project;Local-Food;West End;West End Neighbourhood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.133759984533, 49.2855699917596]}";West End
GCP178;Street garden irrigation;Greenest City Fund Project;Local-Food;West End;West End Neighbourhood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.133730987357, 49.2855199930838]}";West End
GCP179;Bike Co-op and Immigrant Services Societ;Greenest City Fund Project;Green-Transportation;333 Terminal Av;West End Neighbourhood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;http://www.issbc.org/;"{""type"": ""Point"", ""coordinates"": [-123.0957992, 49.27218401]}";Strathcona
GCP180;Butt out ashtrays;Greenest City Fund Project;Lighter-Footprint;West End;West End Neighbourhood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.133754975807, 49.2855929872129]}";West End
GCP182;Cycling initiative;Greenest City Fund Project;Green-Transportation;West End;West End Neighbourhood - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.133751993299, 49.2855399949972]}";West End
GCP190;Neighbourhood Composter;Greenest City Fund Project;Zero-Waste;Kitsilano;Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.157249979055, 49.2652599912512]}";Kitsilano
GCP205;Community zero waste educational art pro;Greenest City Fund Project;Zero-Waste;Kitsilano;Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.157239984189, 49.26528999175]}";Kitsilano
GCP206;Shared Composter for the Cypress Communi;Greenest City Fund Project;Zero-Waste;Kitsilano;Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.157266980518, 49.2651799898088]}";Kitsilano
GCP215;Online Food Project & Event;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100030002708, 49.2470300058059]}";Riley Park
GCP222;Restaurant Herb Garden;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100110015174, 49.2470000036739]}";Riley Park
GCP226;Boulevard Garden;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.1000520034, 49.2470000000936]}";Riley Park
GCP227;Playground & Garden;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100110013175, 49.2470300039556]}";Riley Park
GCP233;Local Food Project;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100010014058, 49.2470500081299]}";Riley Park
GCP236;Community Honey Extraction;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100060010333, 49.2470500026516]}";Riley Park
GCP238;Bike Rack & Community Garden;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100069996907, 49.247010013229]}";Riley Park
GCP240;Community Kitchen & Garden Project;Greenest City Fund Project;Local-Food;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100129999807, 49.2470400102274]}";Riley Park
GCP241;Rain Barrel Installation;Greenest City Fund Project;Lighter-Footprint;Mount Pleasant, Little Mountain;Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.100045005185, 49.2470810131424]}";Riley Park
GCP243;Community Herb Garden  and Celebration;Greenest City Fund Project;Local-Food;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.090789992586, 49.2796599986643]}";Strathcona
GCP248;The Mavis McMullen Growing Community Pro;Greenest City Fund Project;Local-Food;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.090749999409, 49.2796499861976]}";Strathcona
GCP257;EAST WEST Park Garden Project;Greenest City Fund Project;Local-Food;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.0907271, 49.27954477]}";Strathcona
GCP258;Urban Seed Project: Truck Farm;Greenest City Fund Project;Local-Food;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.;Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project;http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx;;;"{""type"": ""Point"", ""coordinates"": [-123.090753997778, 49.2796210024297]}";Strathcona
GCP261;Electric Vehicle Charging Station;City projects;Clean-Air;455 W 10th Avenue;EasyPark Lot 57. 4 EV plugs. Open 24/7. $1/hour. No maximum. Includes charge and parking. Four stalls but one is reserved for Modo Car Coop 24/7.  Part of FCM funded trial.;http://www.plugshare.com/?location=2857;;;"{""type"": ""Point"", ""coordinates"": [-123.1138813, 49.26225757]}";Mount Pleasant
GCP263;Electric Vehicle Charging Station;Private projects;Clean-Air;216 W 2nd Avenue;At the Downtown Nissan. Open to Nissan LEAFs 24/7, should not be blocked after hours, call ahead during business hours to ensure cars being serviced aren't already using it.;http://www.plugshare.com/?location=5447;;;"{""type"": ""Point"", ""coordinates"": [-123.110076, 49.2688799]}";Mount Pleasant
GCP264;Electric Vehicle Charging Station;City projects;Clean-Air;1 Athletes Way;Creekside Community Center. Single spot on P1 opposite pay station. Labeled for EV parking with 120V outlet. Must pay to park. Gates locked 1:00am to 6:00am as per sign.;http://www.plugshare.com/?location=5465;;;"{""type"": ""Point"", ""coordinates"": [-123.10539, 49.2716396]}";Mount Pleasant
GCP268;Electric Vehicle Charging Station;Private projects;Clean-Air;3228 Ross Drive;"U-Hill Sec. 2 charging stations are available to the public during non school hours; weekdays 5:00pm to 7:30am and weekends. Located in the NE corner of the U-Hill Sec parking lot.";http://www.plugshare.com/?location=14875;;;"{""type"": ""Point"", ""coordinates"": [-123.2401761, 49.25390538]}";
GCP270;Electric Vehicle Charging Station;Private projects;Clean-Air;290 SW Marine Dr;Southside Nissan. Station only available during store hours. Located at the front (northeast) corner of the dealership.;http://www.plugshare.com/?location=5465;;;"{""type"": ""Point"", ""coordinates"": [-123.1127524, 49.21108684]}";Marpole
