FOLDERYEAR;LicenceRSN;LicenceNumber;LicenceRevisionNumber;BusinessName;BusinessTradeName;Status;IssuedDate;ExpiredDate;BusinessType;BusinessSubType;Unit;UnitType;House;Street;City;Province;Country;PostalCode;LocalArea;NumberofEmployees;FeePaid;ExtractDate;Geom
18;3206456;18-621626;00;Edge Yuandian Enterprise Ltd;Edge Yuandian Tea & Juice Bar;Issued;2018-10-25T22:49:53+02:00;2018-12-31;Ltd Service Food Establishment;;106;Unit;950;W BROADWAY;Vancouver;BC;CA;V5Z 1K7;Fairview;3;187;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.125712555646, 49.2630770115648]}"
18;3206460;18-621630;00;;;Cancelled;;;Short-Term Rental;;;;;;Vancouver;BC;;;Downtown;000;;2020-11-01T11:32:32+01:00;
18;3206485;18-621653;00;Roadmap Travel Ltd;;Issued;2018-09-19T20:26:34+02:00;2018-12-31;Travel Agent;;250;Unit;997;SEYMOUR ST;Vancouver;BC;CA;V6B 3M1;Downtown;2;104;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.122056018925, 49.2789639460617]}"
18;3206493;18-621661;00;Marie E L Walker (Marie Walker);Aunt Lucie's Cleaning;Issued;2018-09-19T20:37:13+02:00;2018-12-31;Janitorial Services;;;;;;Vancouver;BC;CA;;Downtown;1;114;2020-11-01T11:32:32+01:00;
18;3206507;18-621675;00;Aries Health (Canada) Ltd;Aries Health;Issued;2018-10-05T18:16:23+02:00;2018-12-31;Wholesale Dealer - Food;;;;;;Vancouver;BC;CA;;Victoria-Fraserview;1;185;2020-11-01T11:32:32+01:00;
18;3206511;18-621679;00;Dr. Arun Jagdeo Inc;;Issued;2018-11-02T18:22:02+01:00;2018-12-31;Health Services;Psychiatrist;507;Unit;550;W BROADWAY;Vancouver;BC;CA;V5Z 0E9;Fairview;1;104;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.116555459207, 49.2629292228399]}"
18;3206516;18-621684;00;(Arun Jagdeo);;Pending;;;Office;Consultant;507;Unit;550;W BROADWAY;Vancouver;BC;CA;V5Z 0E9;Fairview;1;104;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.116555459207, 49.2629292228399]}"
18;3206528;18-621696;00;(Matthew Troy);;Issued;2018-09-22T02:08:20+02:00;;Exhibitions/Shows/Concerts;Other;609;Unit;609;GORE AV;Vancouver;BC;CA;V6A 2P3;Mount Pleasant;000;156;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.097559932553, 49.2791696201124]}"
18;3206543;18-621711;00;Hastings Club Hospitality Corp;;Issued;2018-09-20T18:28:04+02:00;2018-10-28;Temp Liquor Licence Amendment;Chg of Hours;;;1489;E HASTINGS ST;Vancouver;BC;CA;V5L 1S4;Grandview-Woodland;000;92;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.075308927745, 49.2816068939298]}"
18;3206548;18-621716;00;STS Innovation Canada Inc;;Issued;2018-09-20T00:36:24+02:00;2018-12-31;Financial Services;Accountant/Auditor;616;Unit;602;W HASTINGS ST;Vancouver;BC;CA;V6B 1P2;Downtown;2;104;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.113430920192, 49.284625628455]}"
18;3206953;18-622121;00;Kultura Forming Ltd;;Issued;2018-09-20T19:36:21+02:00;2018-12-31;Contractor - Special Trades;Other;140;Unit;4395;FRASER ST;Vancouver;BC;CA;V5V 4G4;Riley Park;16;114;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.090602384727, 49.2457142026607]}"
18;3206977;18-473114;01;1063037 BC Ltd;A&W Main St;Issued;2018-09-20T22:30:41+02:00;2018-12-31;Ltd Service Food Establishment;;110;Unit;1399;MAIN ST;Vancouver;BC;CA;V6A 4G2;Downtown;000;10;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.100606913172, 49.2731779045144]}"
18;3206978;18-465332;01;TAGG Creative Inc;;Cancelled;;;Production Company;Video Production;600;Unit;401;W GEORGIA ST;Vancouver;BC;CA;V6B 5A1;Downtown;1;;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.114675044765, 49.2812916157877]}"
18;3206992;18-622159;00;Kim F U Montilla (Kim Montilla);Collingwood Waste & Recycling Disposal;Issued;2018-09-20T21:26:13+02:00;2018-12-31;Scavenging;;;;;;Vancouver;BC;CA;;Victoria-Fraserview;2;153;2020-11-01T11:32:32+01:00;
18;3207000;18-447039;01;LifeLabs BC Inc;LifeLabs BC LP;Cancelled;;;Health Services;Sample Collection;204;Unit;180;KEEFER ST;Vancouver;BC;CA;V6A 4E9;Downtown;7;;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.101335160541, 49.278968908765]}"
18;3207110;18-622275;00;;;Cancelled;2018-09-21T08:46:26+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;;;Hastings-Sunrise;000;72;2020-11-01T11:32:32+01:00;
18;3207386;18-622551;00;;;Issued;2018-09-21T17:19:11+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;;;Downtown;000;72;2020-11-01T11:32:32+01:00;
18;3207397;18-622562;00;Chen T Shen (Chen Shen);;Issued;2018-10-12T17:56:56+02:00;2018-12-31;Apartment House Strata;;2707;Unit;1008;CAMBIE ST;Vancouver;BC;CA;V6B 6J7;Downtown;000;86;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.117795849043, 49.2750639353198]}"
18;3207402;18-622567;00;William R Mcclellan & Anne E Mcclellan;;Issued;2018-09-21T18:37:18+02:00;2018-12-31;Apartment House Strata;;2403;Unit;977;MAINLAND ST;Vancouver;BC;CA;V6B 1T2;Downtown;000;127;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.118542506393, 49.2775710117723]}"
18;3207408;18-622573;00;Kenneth W Morgan (Kenneth Morgan);;Pending;;;Duplex;;;;;;Vancouver;BC;CA;;Kitsilano;000;56;2020-11-01T11:32:32+01:00;
18;3207423;18-622588;00;;;Issued;2018-09-21T19:31:02+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;;;Grandview-Woodland;000;72;2020-11-01T11:32:32+01:00;
18;3207429;18-622594;00;;;Issued;2018-09-21T19:47:05+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;CA;;Kerrisdale;000;72;2020-11-01T11:32:32+01:00;
18;3207430;18-622595;00;Elizabeth A Fisher (Elizabeth Fisher);Good Food For All;Issued;2018-09-21T23:39:12+02:00;2018-09-22;Exhibitions/Shows/Concerts;Other;;;2646;GLEN DRIVE;Vancouver;BC;CA;V5T 4B5;Strathcona;000;40;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.08109065131, 49.2606776340115]}"
18;3207452;18-622617;00;Pei H Chen (Pei Chen);Lemonni;Issued;2018-10-30T21:03:13+01:00;2018-12-31;Retail Dealer;Furnishings;;;990;NICOLA ST;Vancouver;BC;CA;V6G 2C8;West End;1;116;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.133922298075, 49.2865535172979]}"
18;3207455;18-622620;00;Hiu F Wong (Hiu Wong);;Issued;2018-09-21T21:41:22+02:00;2018-12-31;Personal Services;Inspection/Testing;;;;;Vancouver;BC;CA;;Killarney;1;104;2020-11-01T11:32:32+01:00;
18;3207457;18-622622;00;Emily L Delaney (Emily Delaney);Big Cats Anonymous;Pending;;;Retail Dealer;Other;;;;;Vancouver;BC;CA;;Hastings-Sunrise;1;;2020-11-01T11:32:32+01:00;
18;3207465;18-622630;00;Remedy Loans Ltd;;Issued;2018-11-15T23:58:12+01:00;2018-12-31;Money Services;Money Lending Service;404;Unit;999;CANADA PLACE;Vancouver;BC;CA;V6C 3E1;Downtown;1;15;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.112430882112, 49.2878273304586]}"
18;3207477;18-622642;00;Chiu Wai Cheung (Chiu Wai Cheung);Vic Louis Design;Issued;2018-09-21T23:24:40+02:00;2018-12-31;Office;Interior Design/Decorator;;;;;Vancouver;BC;CA;;Downtown;1;104;2020-11-01T11:32:32+01:00;
18;3207504;18-622669;00;Amanda M R Negri (Amanda Negri);Must Love Dogs Dog Care;Pending;;;Animal Services;Animal Daycare;;;;;Vancouver;BC;CA;;Mount Pleasant;1;;2020-11-01T11:32:32+01:00;
18;3207508;18-622673;00;Scarrow Holdings Ltd & Leah L Hsu;;Issued;2018-09-22T00:37:03+02:00;2018-12-31;Multiple Dwelling;;;;;;Vancouver;BC;CA;;Kitsilano;000;125;2020-11-01T11:32:32+01:00;
18;3207523;18-437878;01;Secret Lantern Society;;Issued;2018-10-19T18:31:41+02:00;2018-12-31;Community Association;;;;454;W BROADWAY;Vancouver;BC;CA;V5Y 1R3;Mount Pleasant;2;23;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.114004000095, 49.2628886185353]}"
18;3207536;18-622701;00;;;Issued;2018-09-22T02:39:55+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;;;Renfrew-Collingwood;000;72;2020-11-01T11:32:32+01:00;
18;3207842;18-623007;00;;;Issued;2018-09-23T01:28:41+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;;;Kitsilano;000;72;2020-11-01T11:32:32+01:00;
18;3208383;18-623547;00;1015056 BC Ltd;;Issued;2018-10-17T20:15:25+02:00;2018-12-31;Office;Real Estate Development/Investment;1620;Unit;200;BURRARD ST;Vancouver;BC;CA;V6C 3LC;Downtown;2;104;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.115170326863, 49.2876781463009]}"
18;3208396;18-623560;00;Bearing Lithium Corp;;Pending;;;Office;Mining Exploration;503;Unit;905;W PENDER ST;Vancouver;BC;CA;V6C 1L6;Downtown;2;56;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.116688991492, 49.2861910793969]}"
18;3208399;18-623563;00;Ralph A Dickie (Ralph Dickie);;Cancelled;;;Apartment House Strata;;1106;Unit;1723;ALBERNI ST;Vancouver;BC;CA;V6G 3G9;West End;000;;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.133090526223, 49.2917128019782]}"
18;3208410;18-623574;00;Tazim Pyarali Kassam (Tazim Kassam);;Pending;;;Apartment House Strata;;702;Unit;1288;ALBERNI ST;Vancouver;BC;CA;V6E 4N5;West End;000;86;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.126740274084, 49.2868700441287]}"
18;3208416;18-623580;00;Kam W Leung & Lai H Yik & Thi K C Dinh;;Issued;2018-10-11T17:52:29+02:00;2018-12-31;One-Family Dwelling;;;;;;Vancouver;BC;CA;;Renfrew-Collingwood;000;125;2020-11-01T11:32:32+01:00;
18;3208431;18-623595;00;(Eva Horackova-Gach);Luxe A Permanent Cosmetics;Pending;;;Beauty Services;Make-up;;;1057;CAMBIE ST;Vancouver;BC;CA;V6B 5L7;Downtown;1;56;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.118921676565, 49.2758784477609]}"
18;3208434;18-623598;00;Origin Properties Ltd;;Issued;2018-09-24T21:29:03+02:00;2018-12-31;Office;Real Estate Development/Investment;202;Unit;1477;W PENDER ST;Vancouver;BC;CA;V6G 2S6;Downtown;4;104;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.128048712434, 49.2899636860931]}"
18;3208467;18-623631;00;Kyra Anastasia Michele Audain (Kyra Audain);;Issued;2018-09-24T22:47:50+02:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Riley Park;000;73;2020-11-01T11:32:32+01:00;
18;3208471;18-623634;00;David Paul Edwards (David Edwards);Edwards Psychotherapy & Counselling;Issued;2018-09-24T23:12:20+02:00;2018-12-31;Health Services;Counselling;200;Unit;1892;W BROADWAY;Vancouver;BC;CA;V6J 1Y9;Kitsilano;1;92;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.14790315211, 49.263426870986]}"
18;3208478;18-623641;00;Boyu Education Consulting Ltd;;Issued;2018-10-25T22:33:55+02:00;2018-12-31;Office;Consultant;416;Unit;2150;W BROADWAY;Vancouver;BC;CA;V6K 4L9;Kitsilano;3;104;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.154117930265, 49.2635294973264]}"
18;3208480;18-623643;00;Pennyfarthing Properties Grayson North Ltd;;Issued;2018-09-25T00:32:17+02:00;2018-12-31;Office;Real Estate Development/Investment;100;Unit;1450;CREEKSIDE DRIVE;Vancouver;BC;CA;V6J 5B3;Fairview;1;104;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.139846423532, 49.2714555950335]}"
18;3208506;18-608772;01;Ji Eun Jeong Shin (Ji Eun Shin);Studying in Canada;Issued;2018-09-25T01:18:47+02:00;2018-12-31;Referral Services;;206;Unit;850;W HASTINGS ST;Vancouver;BC;CA;V6C 1E1;Downtown;1;23;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.115919426108, 49.2862337084847]}"
18;3208509;18-623672;00;Existential Eating Inc;Existential Eating;Pending;;;Caterer;;150;Unit;1507;POWELL ST;Vancouver;BC;CA;V5L 5C3;Grandview-Woodland;1;56;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.073615685949, 49.283636765839]}"
18;3208529;18-623691;00;;;Issued;2018-09-25T03:06:39+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;;;Downtown;000;72;2020-11-01T11:32:32+01:00;
18;3208543;18-623705;00;;;Issued;2018-09-25T08:15:57+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;;;Victoria-Fraserview;000;72;2020-11-01T11:32:32+01:00;
18;3208796;18-623958;00;Candy Anfield Memorial Foundation;;Issued;2018-10-02T00:57:44+02:00;2018-12-31;Soliciting For Charity;;;;2120;CAMBIE ST;Vancouver;BC;CA;V5Z 4N6;Mount Pleasant;000;10;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.113669075514, 49.2663709652788]}"
18;3208799;18-623961;00;Wave Developments Limited;;Issued;2018-09-26T17:49:48+02:00;2018-12-31;Office;Real Estate Development/Investment;1108;Unit;1166;ALBERNI ST;Vancouver;BC;CA;V6E 3Z3;West End;4;201;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.125682236504, 49.2861554000034]}"
18;3208802;18-623964;00;552080 Investments Ltd;;Issued;2018-09-26T17:42:35+02:00;2018-12-31;Office;Real Estate Development/Investment;1108;Unit;1166;ALBERNI ST;Vancouver;BC;CA;V6E 3Z3;West End;4;201;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.125682236504, 49.2861554000034]}"
18;3208804;18-470358;01;Rothmans Benson & Hedges Inc;89 Smithe St Shop;Issued;2018-10-23T17:53:59+02:00;2018-12-31;Retail Dealer;Other;503;Unit;602;W HASTINGS ST;Vancouver;BC;CA;V6B 1P2;Downtown;6;23;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.113430920192, 49.284625628455]}"
18;3208805;18-623967;00;Gelato Kings Holding Ltd;Uno Gelato;Cancelled;;;Restaurant Class 1;No Liquor Service;;;601;STAMP'S LANDING;Vancouver;BC;CA;V5Z 3Z1;Fairview;000;;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.118796579948, 49.269075997963]}"
18;3208815;18-623977;00;(Chengjun Zhang);Jun Renovation Company;Issued;2018-09-25T19:25:52+02:00;2018-12-31;Contractor;Alterations & Repairs;;;;;Vancouver;BC;CA;;Kensington-Cedar Cottage;1;114;2020-11-01T11:32:32+01:00;
18;3208834;18-476523;01;Transat Tours Canada Inc;;Issued;2018-10-17T21:25:00+02:00;2018-12-31;Travel Agent;;;;2175;W 41ST AV;Vancouver;BC;CA;V6M 1Z6;Arbutus-Ridge;11;23;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.157158068589, 49.2348578520714]}"
18;3208842;18-624003;00;Gold & Gold;;Issued;2018-09-25T09:00:00+02:00;2018-09-25;Exhibitions/Shows/Concerts;Concert: 2000+ people;;;;;Vancouver;BC;CA;;Downtown;000;223;2020-11-01T11:32:32+01:00;
18;3208853;18-624014;00;1175357 BC Ltd;Chi House;Issued;2018-10-16T21:14:56+02:00;2018-12-31;Restaurant Class 1;With Liquor Service;;;4063;MAIN ST;Vancouver;BC;CA;V5V 3P5;Riley Park;25;145;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.101437392494, 49.2492416364863]}"
18;3208867;18-623630;01;;;Issued;2018-09-25T22:42:21+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;CA;;Fairview;000;10;2020-11-01T11:32:32+01:00;
18;3208872;18-624033;00;(Jonas Freudenberger);;Issued;2018-09-25T22:57:15+02:00;2018-12-31;Production Company;Film Production;;;;;Vancouver;BC;CA;;Hastings-Sunrise;1;104;2020-11-01T11:32:32+01:00;
18;3208877;18-624038;00;Pilco Group Holding Canada Ltd;;Issued;2018-09-27T19:53:40+02:00;2018-09-29;Exhibitions/Shows/Concerts;Concert: 2000+ people;203;Unit;815;HORNBY ST;Vancouver;BC;CA;V6Z 2E6;Downtown;000;223;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.122552391411, 49.2825746435834]}"
18;3208878;18-624039;00;Lydia Rhianne Hentschel (Lydia Hentschel);Lydia Rhianne Photography;Issued;2018-09-25T23:26:59+02:00;2018-12-31;Photographer;;;;;;Vancouver;BC;CA;;Shaughnessy;000;104;2020-11-01T11:32:32+01:00;
18;3208883;18-624044;00;Pilco Group Holding Canada Ltd;;Issued;2018-09-27T19:52:07+02:00;2018-10-02;Exhibitions/Shows/Concerts;Other;203;Unit;815;HORNBY ST;Vancouver;BC;CA;V6Z 2E6;Downtown;000;165;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.122552391411, 49.2825746435834]}"
18;3208892;18-624053;00;Dimex Properties Inc;;Issued;2018-09-26T00:09:09+02:00;2018-12-31;Contractor;Building;610;Unit;1155;W PENDER ST;Vancouver;BC;CA;V6E 2P4;Downtown;4;114;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.121792814441, 49.288244690183]}"
18;3208915;18-624076;00;MetaOptima Technology Inc;;Pending;;;Computer Services;Software;2255 + 2260;Unit;1055;W GEORGIA ST;Vancouver;BC;CA;V6E 3P3;Downtown;30;;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.121942956538, 49.2854191488256]}"
18;3209188;18-624349;00;(Ximiao Zhi);JZ Education;Issued;2018-10-01T22:15:10+02:00;2018-12-31;Referral Services;;;;;;Vancouver;BC;CA;;South Cambie;1;92;2020-11-01T11:32:32+01:00;
18;3209192;18-624353;00;(Rui Zhang);;Pending;;;Beauty Services;Other;;;8263;OAK ST;Vancouver;BC;CA;V6P 4A8;Marpole;1;56;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.130574857505, 49.2110328369021]}"
18;3209197;18-624358;00;;;Issued;2018-09-26T18:55:20+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;;;Kitsilano;000;72;2020-11-01T11:32:32+01:00;
18;3209219;18-624380;00;Kinwa K Bluesky (Kinwa Bluesky);Kinwa Bluesky;Issued;2018-09-26T20:19:34+02:00;2018-12-31;Office;Consultant;;;;;Vancouver;BC;CA;;;1;104;2020-11-01T11:32:32+01:00;
18;3209253;18-624413;00;Mellombar Northern Style Outfitters Inc;Wee Vikings;Issued;2018-09-26T22:26:18+02:00;2018-12-31;Retail Dealer;Clothing/Shoes;;;;;Vancouver;BC;CA;;Riley Park;2;104;2020-11-01T11:32:32+01:00;
18;3209259;18-624419;00;(Michael Nikles);;Issued;2018-10-12T23:44:30+02:00;2018-12-31;Apartment House Strata;;1702;Unit;4815;ELDORADO MEWS;Vancouver;BC;CA;V5R 0B2;Renfrew-Collingwood;000;86;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.057580458268, 49.2412211301184]}"
18;3209268;18-490754;02;Ecom Appraisals Inc;Ecom Real Estate Services;Issued;2018-10-03T23:59:09+02:00;2018-12-31;Real Estate Dealer;;350;Unit;1650;W 2ND AV;Vancouver;BC;CA;V6J 4R3;Fairview;5;23;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.141975698179, 49.2694691975643]}"
18;3209292;18-624452;00;;;Issued;2018-09-27T01:23:35+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;CA;;Kerrisdale;000;72;2020-11-01T11:32:32+01:00;
18;3209310;18-624470;00;;;Issued;2018-09-27T03:28:30+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;;;Sunset;000;72;2020-11-01T11:32:32+01:00;
18;3209319;18-624479;00;;;Issued;2018-09-27T05:43:56+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;;;Downtown;000;72;2020-11-01T11:32:32+01:00;
18;3209571;18-624731;00;Wainui Construction Ltd;;Issued;2018-09-27T18:05:31+02:00;2018-12-31;Contractor;Alterations & Repairs;;;;;Vancouver;BC;CA;;Kensington-Cedar Cottage;1;114;2020-11-01T11:32:32+01:00;
18;3209600;18-496739;01;Timothy Gary Arsenault (Timothy Arsenault);Bridge Fly Fishing Products;Issued;2018-09-27T20:11:54+02:00;2018-12-31;Wholesale  Dealer;;;;;;Vancouver;BC;CA;;Riley Park;1;10;2020-11-01T11:32:32+01:00;
18;3209619;18-456937;02;Jeffrey S Witten Law Corporation;McComb Witten Marcoux Lawyers;Issued;2018-09-27T21:08:59+02:00;2018-12-31;Office;Barrister & Solicitor;210;Unit;2730;COMMERCIAL DRIVE;Vancouver;BC;CA;V5N 5P4;Kensington-Cedar Cottage;1;10;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.069403250896, 49.2601896006064]}"
18;3209631;18-624791;00;Kylen D J Sabey & Stephen Fox;Archaeofox;Pending;;;Instruction;Other;;;808;RICHARDS ST;Vancouver;BC;CA;V6B 3A7;Downtown;2;56;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.117863392012, 49.279737404724]}"
18;3209654;18-624814;00;Fraser Street Project Nominee Inc;;Issued;2018-09-27T23:20:56+02:00;2018-12-31;Duplex;;;;;;Vancouver;BC;CA;;Riley Park;000;194;2020-11-01T11:32:32+01:00;
18;3209664;18-624824;00;Rachna Holdings Inc;Kinara;Issued;2019-01-04T17:33:39+01:00;2018-12-31;Restaurant Class 1;With Liquor Service;;;1326;DAVIE ST;Vancouver;BC;CA;V6E 1N6;West End;4;145;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.135828229813, 49.2829748203805]}"
18;3209670;18-624830;00;Christopher G Streng & Sean E Corbishley;;Issued;2018-09-28T00:08:49+02:00;2018-12-31;Apartment House Strata;;1201;uNIT;1177;HORNBY ST;Vancouver;BC;CA;V6Z 2E9;Downtown;000;74;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.128064738975, 49.2788370062956]}"
18;3209676;18-624836;00;;;Issued;2018-09-28T00:31:51+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;CA;;Mount Pleasant;000;72;2020-11-01T11:32:32+01:00;
18;3209686;18-624846;00;Man Up Productions;;Issued;2018-09-28T20:07:13+02:00;;Exhibitions/Shows/Concerts;Other;;;1133;Keefer Street;Vancouver;BC;CA;V6A 1Z2;Strathcona;000;156;2020-11-01T11:32:32+01:00;
18;3209689;18-624849;00;;;Issued;2018-09-28T01:21:00+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;;;Downtown;000;72;2020-11-01T11:32:32+01:00;
18;3209729;18-624889;00;;;Issued;2018-10-02T22:08:22+02:00;2018-12-31;Short-Term Rental;;;;;;Vancouver;BC;;;West End;000;72;2020-11-01T11:32:32+01:00;
18;3209980;18-625140;00;Eugene Shmitsman Denturist Inc;;Issued;2018-10-03T19:04:00+02:00;2018-12-31;Health Services;Denturist;;;2057;COMMERCIAL DRIVE;Vancouver;BC;CA;V5N 4B1;Grandview-Woodland;4;104;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.070043842975, 49.266345982249]}"
18;3210015;18-625175;00;ANS Electrical Installations Ltd;;Issued;2018-09-28T20:55:46+02:00;2018-12-31;Electrical Contractor;;;;;;Vancouver;BC;CA;;;000;104;2020-11-01T11:32:32+01:00;
18;3210034;18-625192;00;Day And Night Midwifery Inc;On The Drive Midwives;Issued;2018-10-04T18:06:41+02:00;2018-12-31;Health Services;Midwife;208;Unit;2555;COMMERCIAL DRIVE;Vancouver;BC;CA;V5N 4C1;Kensington-Cedar Cottage;000;92;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.070152221079, 49.2620090229057]}"
18;3210053;18-625211;00;(Rosita White);;Cancelled;;;One-Family Dwelling;;;;;;Vancouver;BC;CA;;Kensington-Cedar Cottage;000;;2020-11-01T11:32:32+01:00;
18;3210056;18-625214;00;China Orr & Michael Dabiri;;Issued;2018-09-28T22:44:59+02:00;2018-12-31;Secondary Suite - Permanent;;;;;;Vancouver;BC;CA;;Riley Park;000;73;2020-11-01T11:32:32+01:00;
18;3210356;18-625514;00;(Parisa Khorsand);;Issued;2018-10-15T17:48:50+02:00;2018-12-31;Apartment House Strata;;1608;Unit;1351;CONTINENTAL ST;Vancouver;BC;CA;V6Z 0C6;Downtown;000;86;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.128980460502, 49.2762665760689]}"
18;3210359;18-625517;00;Yan Xia Huang (Yan Huang);;Issued;2018-09-29T18:53:56+02:00;2018-12-31;One-Family Dwelling;;;;;;Vancouver;BC;CA;;Dunbar-Southlands;000;125;2020-11-01T11:32:32+01:00;
18;3210362;18-625520;00;Wei L Liu & Xun L Liu;;Issued;2018-09-29T19:00:06+02:00;2018-12-31;Apartment House Strata;;3002;Unit;668;CITADEL PARADE;Vancouver;BC;CA;V6B 1W6;Downtown;000;127;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.110767363434, 49.2783964878753]}"
18;3210367;18-625525;00;(Daniel Adanski);;Pending;;;Apartment House Strata;;208;Unit;1189;HOWE ST;Vancouver;BC;CA;V6Z 2X4;Downtown;000;;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.126970379203, 49.278315198046]}"
18;3210380;18-432379;01;JSONAR Canada Inc;;Issued;2018-09-29T20:00:56+02:00;2018-12-31;Computer Services;Software;410;Unit;700;W PENDER ST;Vancouver;BC;CA;V6C 1G8;Downtown;25;23;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.115619724804, 49.2848045499607]}"
18;3210397;18-625555;00;Monica T Ty (Monica Ty);;Issued;2018-10-16T20:15:05+02:00;2018-12-31;Apartment House Strata;;1607;Unit;788;RICHARDS ST;Vancouver;BC;CA;V6B 3A4;Downtown;000;86;2020-11-01T11:32:32+01:00;"{""type"": ""Point"", ""coordinates"": [-123.117195562817, 49.2803898298095]}"
