Incident Number,Highest Offense Description,Highest Offense Code,Family Violence,Occurred Date Time,Occurred Date,Occurred Time,Report Date Time,Report Date,Report Time,Location Type,Address,Zip Code,Council District,APD Sector,APD District,PRA,Census Tract,Clearance Status,Clearance Date,UCR Category,Category Description,X-coordinate,Y-coordinate,Latitude,Longitude,Location
20192241028,AUTO THEFT,700,N,08/10/2019 01:00:00 AM,08/10/2019,100,08/12/2019 02:10:00 PM,08/12/2019,1410,PARKING LOTS / GARAGE,10707 LAKE CREEK PKWY,78750,6,AD,6,827,204.05,N,09/29/2019,240,Auto Theft,3092956,3092956,30.45475017,-97.80558843,"(30.45475017, -97.80558843)"
2017981382,BURGLARY OF RESIDENCE,500,N,04/07/2017 09:30:00 PM,04/07/2017,2130,04/08/2017 07:00:00 PM,04/08/2017,1900,RESIDENCE / HOME,3717 COLORADO HIGH AVE,78744,2,HE,6,498,,N,04/08/2017,220,Burglary,3128750,3128750,30.20169394,-97.69887364,"(30.20169394, -97.69887364)"
20182480137,DISTURBANCE - OTHER,3401,N,09/05/2018 03:30:00 AM,09/05/2018,330,09/05/2018 03:40:00 AM,09/05/2018,340,STREETS / HWY / ROAD / ALLEY,E. 6TH AND BRAZOS STREETS,,,,,,,,,,,,,,,
20191321615,FAMILY DISTURBANCE,3400,N,05/12/2019 08:36:00 PM,05/12/2019,2036,05/12/2019 08:36:00 PM,05/12/2019,2036,RESIDENCE / HOME,3464 WILLOWRUN DR,78704,3,DA,2,480,,,,,,3111329,3111329,30.22516168,-97.75340804,"(30.22516168, -97.75340804)"
20063480220,VIOL OF PARK CURFEW,3217,N,12/14/2006 03:14:00 AM,12/14/2006,314,12/14/2006 03:14:00 AM,12/14/2006,314,GOVERNMENT / PUBLIC BUILDING,1800 NASH HERNANDEZ SR RD,78702,3,CH,1,420,,C,01/20/2007,,,3118850,3118850,30.24971076,-97.72892619,"(30.24971076, -97.72892619)"
20143490364,THEFT OF TRAILER,613,N,12/12/2014 03:00:00 PM,12/12/2014,1500,12/15/2014 07:33:00 AM,12/15/2014,733,PARKING LOTS / GARAGE,9715 BURNET RD,78758,7,AD,1,218,,N,12/17/2014,23H,Theft,3119162,3119162,30.38119531,-97.72438524,"(30.38119531, -97.72438524)"
2003924632635,BURGLARY OF VEHICLE,601,N,02/21/2003 10:00:00 PM,02/21/2003,2200,02/26/2003 11:34:00 AM,02/26/2003,1134,STREETS / HWY / ROAD / ALLEY,500 BLOCK E 4TH ST,78701,9,GE,2,382,,N,,23F,Theft,3115657,3115657,30.265062,-97.73862887,"(30.265062, -97.73862887)"
20153381941,PUBLIC INTOXICATION,2300,N,12/04/2015 10:34:00 PM,12/04/2015,2234,12/05/2015 04:35:00 AM,12/05/2015,435,PARKING LOTS / GARAGE,1611 DUNGAN LN,78754,1,ED,5,755,,C,12/27/2015,,,3135683,3135683,30.35079494,-97.67281495,"(30.35079494, -97.67281495)"
2004872025,POSS OF ALCOHOL - AGE 17 TO 20,2209,N,03/27/2004 11:29:00 PM,03/27/2004,2329,03/27/2004 11:29:00 PM,03/27/2004,2329,STREETS / HWY / ROAD / ALLEY,500 BLOCK E 4TH ST,78701,9,GE,2,382,,C,04/02/2004,,,3115657,3115657,30.265062,-97.73862887,"(30.265062, -97.73862887)"
20151380984,DISTURBANCE - OTHER,3401,N,05/18/2015 04:12:00 PM,05/18/2015,1612,05/18/2015 04:12:00 PM,05/18/2015,1612,OTHER / UNKNOWN,1307 NUECES ST,78701,9,BA,2,374,,N,05/21/2015,,,3113447,3113447,30.27712804,-97.74530764,"(30.27712804, -97.74530764)"
20183101715,WARRANT ARREST NON TRAFFIC,3442,N,11/06/2018 09:26:00 PM,11/06/2018,2126,11/06/2018 09:26:00 PM,11/06/2018,2126,STREETS / HWY / ROAD / ALLEY,716 CONGRESS AVE,78701,9,GE,1,380,,,,,,3114394,3114394,30.26967028,-97.74250692,"(30.26967028, -97.74250692)"
20045039682,THEFT,600,N,07/26/2004 08:00:00 AM,07/26/2004,800,08/18/2004 03:50:00 PM,08/18/2004,1550,RESIDENCE / HOME,8700 CREST RIDGE CIR,78750,6,AD,8,181,,N,08/31/2004,23H,Theft,3099851,3099851,30.43630683,-97.78418731,"(30.43630683, -97.78418731)"
20143060411,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,11/02/2014 02:45:00 AM,11/02/2014,245,11/02/2014 02:53:00 AM,11/02/2014,253,RESIDENCE / HOME,3606 THOMPSON ST,78702,3,CH,2,423,,N,12/04/2014,,,3128612,3128612,30.26613233,-97.6975525,"(30.26613233, -97.6975525)"
20042071747,FAMILY DISTURBANCE,3400,N,07/25/2004 09:45:00 PM,07/25/2004,2145,07/25/2004 09:45:00 PM,07/25/2004,2145,HOTEL / MOTEL / ETC.,2501 S I 35 NB SVC RD,78741,3,HE,2,482,,,,,,3114864,3114864,30.23143404,-97.74204401,"(30.23143404, -97.74204401)"
20072760210,DWI,2100,N,10/03/2007 03:10:00 AM,10/03/2007,310,10/03/2007 03:10:00 AM,10/03/2007,310,STREETS / HWY / ROAD / ALLEY,2800 N MOPAC EXPY NB,78703,10,BA,3,355,,C,10/03/2007,,,3109098,3109098,30.3029836,-97.75839914,"(30.3029836, -97.75839914)"
20131191750,DWI 2ND,2102,N,04/29/2013 10:00:00 PM,04/29/2013,2200,04/30/2013 02:29:00 AM,04/30/2013,229,STREETS / HWY / ROAD / ALLEY,5600 S IH 35 SVRD SB,78745,3,DA,3,515,,C,05/11/2013,,,3108326,3108326,30.1998133,-97.76359327,"(30.1998133, -97.76359327)"
20191391566,POSS CONTROLLED SUB/NARCOTIC,1800,N,05/19/2019 07:29:00 PM,05/19/2019,1929,05/19/2019 07:29:00 PM,05/19/2019,1929,STREETS / HWY / ROAD / ALLEY,5053 E SH 71 WB,78617,,88,88,524,24.33,C,05/20/2019,,,3170683,3170683,30.18880985,-97.56646513,"(30.18880985, -97.56646513)"
20205005151,THEFT,600,N,01/18/2020 09:11:00 AM,01/18/2020,911,02/06/2020 09:11:00 AM,02/06/2020,911,RESIDENCE / HOME,1330 SHORE DISTRICT DR,78741,3,HE,2,441,,N,03/04/2020,23H,Theft,3119387,3119387,30.24391464,-97.72738144,"(30.24391464, -97.72738144)"
20191601418,WARRANT ARREST NON TRAFFIC,3442,N,06/09/2019 06:51:00 PM,06/09/2019,1851,06/09/2019 06:51:00 PM,06/09/2019,1851,STREETS / HWY / ROAD / ALLEY,TILLERY ST / STOKES DR,78702,3,CH,2,423,8.01,C,06/09/2019,,,3126894,3126894,30.26419077,-97.70304886,"(30.26419077, -97.70304886)"
20052050512,WARRANT ARREST NON TRAFFIC,3442,N,07/24/2005 04:17:00 AM,07/24/2005,417,07/24/2005 04:17:00 AM,07/24/2005,417,STREETS / HWY / ROAD / ALLEY,90 RED RIVER ST,78701,9,GE,3,408,,,,,,3115532,3115532,30.2610897,-97.73913166,"(30.2610897, -97.73913166)"
20182160372,SUSPICIOUS PERSON,3403,N,08/04/2018 06:36:00 AM,08/04/2018,636,08/04/2018 06:36:00 AM,08/04/2018,636,PARKING LOTS / GARAGE,2900 CENTURY PARK BLVD,78727,7,AD,3,828,,N,08/20/2018,,,3127947,3127947,30.43524519,-97.69503812,"(30.43524519, -97.69503812)"
201062131,INTER EMERG PHONECALL FAM/DATE,2712,Y,01/06/2010 11:43:00 PM,01/06/2010,2343,01/06/2010 11:43:00 PM,01/06/2010,2343,RESIDENCE / HOME,1606 PLEASANT CV,78754,1,ED,3,253,,,,,,3134961,3134961,30.34343708,-97.67530737,"(30.34343708, -97.67530737)"
20191541351,FAMILY DISTURBANCE,3400,N,06/03/2019 04:42:00 PM,06/03/2019,1642,06/03/2019 04:42:00 PM,06/03/2019,1642,RESIDENCE / HOME,1044 CAMINO LA COSTA,78752,4,ID,1,280,18.12,N,06/10/2019,,,3127415,3127415,30.32504886,-97.69973801,"(30.32504886, -97.69973801)"
20191590556,ASSAULT BY CONTACT FAM/DATING,902,Y,06/08/2019 08:46:00 AM,06/08/2019,846,06/08/2019 08:46:00 AM,06/08/2019,846,RESIDENCE / HOME,701 WOODWARD ST,78704,3,DA,2,480,23.08,N,06/10/2019,,,3111727,3111727,30.22538095,-97.75214167,"(30.22538095, -97.75214167)"
20042040004,CUSTODY ARREST TRAFFIC WARR,3722,N,07/22/2004 12:05:00 AM,07/22/2004,5,07/22/2004 12:05:00 AM,07/22/2004,5,STREETS / HWY / ROAD / ALLEY,11200 N MOPAC EXPY NB,78758,7,AD,2,201,,C,08/31/2004,,,3117721,3117721,30.40218218,-97.72838951,"(30.40218218, -97.72838951)"
20191621426,BURGLARY OF RESIDENCE,500,N,06/11/2019 05:00:00 PM,06/11/2019,1700,06/11/2019 06:02:00 PM,06/11/2019,1802,RESIDENCE / HOME,6934 E BEN WHITE BLVD SVRD WB,78741,3,HE,5,459,23.12,N,06/12/2019,220,Burglary,3127153,3127153,30.21566282,-97.70355009,"(30.21566282, -97.70355009)"
20191611684,POSSESSION OF MARIJUANA,1803,N,06/10/2019 08:30:00 PM,06/10/2019,2030,06/10/2019 08:30:00 PM,06/10/2019,2030,PARKING LOTS / GARAGE,1910 W BEN WHITE BLVD EB,78745,5,DA,4,488,20.04,,,,,3100410,3100410,30.22973464,-97.78786905,"(30.22973464, -97.78786905)"
2005881632,DWI,2100,N,03/29/2005 07:15:00 PM,03/29/2005,1915,03/29/2005 07:15:00 PM,03/29/2005,1915,STREETS / HWY / ROAD / ALLEY,2800 S I 35 NB SVC RD,78741,3,HE,2,482,,C,06/25/2007,,,3114225,3114225,30.22792895,-97.7441619,"(30.22792895, -97.7441619)"
20133192064,ASSAULT ON PUBLIC SERVANT,903,N,11/15/2013 09:36:00 PM,11/15/2013,2136,11/15/2013 09:36:00 PM,11/15/2013,2136,STREETS / HWY / ROAD / ALLEY,400 BLOCK N IH 35 SVRD NB,78702,3,CH,1,410,,,,,,3116876,3116876,30.26406291,-97.73479344,"(30.26406291, -97.73479344)"
20071831823,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,07/02/2007 08:00:00 PM,07/02/2007,2000,07/02/2007 09:10:00 PM,07/02/2007,2110,RESIDENCE / HOME,5200 AVENUE H,78751,9,ID,6,653,,C,07/03/2007,,,3121044,3121044,30.31597845,-97.72018238,"(30.31597845, -97.72018238)"
20132751667,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,10/02/2013 05:30:00 PM,10/02/2013,1730,10/02/2013 08:46:00 PM,10/02/2013,2046,BANKS / SAVINGS & LOAN,1402 SAHARA AVE,78745,2,FR,4,509,,O,10/08/2013,,,3098830,3098830,30.20862097,-97.79342853,"(30.20862097, -97.79342853)"
2009520329,DWI,2100,N,02/21/2009 02:01:00 AM,02/21/2009,201,02/21/2009 02:01:00 AM,02/21/2009,201,STREETS / HWY / ROAD / ALLEY,4200 BLOCK N IH 35 NB,78751,9,BA,5,332,,C,02/26/2009,,,3122172,3122172,30.29900021,-97.71706683,"(30.29900021, -97.71706683)"
20191331969,FAMILY DISTURBANCE,3400,N,05/13/2019 10:39:00 PM,05/13/2019,2239,05/13/2019 10:39:00 PM,05/13/2019,2239,RESIDENCE / HOME,1602 CATTLE TRL,78748,5,FR,3,536,,N,10/18/2019,,,3092313,3092313,30.18176512,-97.814765,"(30.18176512, -97.814765)"
20103281361,THEFT BY SHOPLIFTING,607,N,11/24/2010 04:15:00 PM,11/24/2010,1615,11/24/2010 04:15:00 PM,11/24/2010,1615,DEPARTMENT / DISCOUNT STORE,6001 AIRPORT BLVD,78752,4,ID,8,279,,C,12/01/2010,23C,Theft,3122318,3122318,30.32511846,-97.71589573,"(30.32511846, -97.71589573)"
20205009379,CRED CARD ABUSE - OTHER,1106,N,02/19/2020 02:42:00 PM,02/19/2020,1442,03/05/2020 02:42:00 PM,03/05/2020,1442,RESIDENCE / HOME,10614 GOLDEN QUAIL DR,78758,4,ED,2,219,,N,03/05/2020,,,3126282,3126282,30.38051981,-97.70181719,"(30.38051981, -97.70181719)"
20191580392,FAMILY DISTURBANCE,3400,N,06/07/2019 06:54:00 AM,06/07/2019,654,06/07/2019 06:54:00 AM,06/07/2019,654,RESIDENCE / HOME,1647 RUTLAND DR,78758,4,ED,2,236,18.2,,,,,3122927,3122927,30.37378575,-97.71264307,"(30.37378575, -97.71264307)"
20195024197,BURGLARY OF VEHICLE,601,N,06/13/2019 12:47:00 AM,06/13/2019,47,06/13/2019 11:59:00 AM,06/13/2019,1159,STREETS / HWY / ROAD / ALLEY,3221 STEVENSON AVE,78703,10,BA,7,352,16.04,N,06/13/2019,23F,Theft,3103991,3103991,30.29786757,-97.77472219,"(30.29786757, -97.77472219)"
20042131977,FAMILY DISTURBANCE,3400,N,07/31/2004 10:08:00 PM,07/31/2004,2208,07/31/2004 10:08:00 PM,07/31/2004,2208,PARKING LOTS / GARAGE,2711 S CONGRESS AVE,78704,3,DA,2,479,,,08/17/2004,,,3110368,3110368,30.2345525,-97.75620105,"(30.2345525, -97.75620105)"
20191620750,BURGLARY OF RESIDENCE,500,N,06/11/2019 11:57:00 AM,06/11/2019,1157,06/11/2019 11:57:00 AM,06/11/2019,1157,RESIDENCE / HOME,1102 FIESTA ST,78702,3,CH,2,423,8.01,N,06/12/2019,220,Burglary,3125928,3125928,30.26567192,-97.70606925,"(30.26567192, -97.70606925)"
20073211744,DWI,2100,N,11/17/2007 06:43:00 PM,11/17/2007,1843,11/17/2007 06:43:00 PM,11/17/2007,1843,STREETS / HWY / ROAD / ALLEY,1724 COLONY CREEK DR,78758,4,ED,2,235,,C,11/21/2007,,,3122365,3122365,30.36943499,-97.71454389,"(30.36943499, -97.71454389)"
20195024052,FRAUD - OTHER,1199,N,01/20/2019 08:46:00 PM,01/20/2019,2046,06/12/2019 01:08:00 PM,06/12/2019,1308,RESIDENCE / HOME,3803 KANDY DR,78749,8,DA,7,86,17.76,N,06/14/2019,,,3084918,3084918,30.21102884,-97.83741902,"(30.21102884, -97.83741902)"
20132242005,ROBBERY BY ASSAULT,303,N,08/12/2013 11:35:00 PM,08/12/2013,2335,08/12/2013 11:35:00 PM,08/12/2013,2335,STREETS / HWY / ROAD / ALLEY,1400 BLOCK RUTHERFORD LN,78753,4,ED,3,251,,N,09/22/2013,120,Robbery,3131877,3131877,30.33835057,-97.68522649,"(30.33835057, -97.68522649)"
20175010424,MISAPPLY FIDUCIARY PROP,1201,N,07/01/2016 12:00:00 AM,07/01/2016,0,03/13/2017 03:31:00 PM,03/13/2017,1531,COMMERCIAL / OFFICE BUILDING,151 S 1ST ST,78704,9,DA,1,439,13.05,N,06/14/2019,23H,Theft,3112740,3112740,30.26094404,-97.74798143,"(30.26094404, -97.74798143)"
20191561956,FAMILY DISTURBANCE,3400,N,06/05/2019 11:25:00 PM,06/05/2019,2325,06/05/2019 11:28:00 PM,06/05/2019,2328,RESIDENCE / HOME,1206 DOBIE DR,78753,4,ED,7,241,18.33,N,06/14/2019,,,3134243,3134243,30.35738501,-97.67720013,"(30.35738501, -97.67720013)"
20071441326,TERRORISTIC THREAT,2704,N,05/24/2007 04:26:00 PM,05/24/2007,1626,05/24/2007 04:26:00 PM,05/24/2007,1626,RESIDENCE / HOME,11908 ARABIAN TRL,78759,10,AD,7,190,,,06/26/2007,,,3109691,3109691,30.42455565,-97.75326939,"(30.42455565, -97.75326939)"
20111440504,VIOL STATE LAW - OTHER,3399,N,05/24/2011 08:07:00 AM,05/24/2011,807,05/24/2011 10:16:00 AM,05/24/2011,1016,STREETS / HWY / ROAD / ALLEY,100 BLOCK N IH 35 SB,78701,9,CH,1,848,,,,,,3116293,3116293,30.26093643,-97.73672471,"(30.26093643, -97.73672471)"
20183052037,DRIVING WHILE INTOX / FELONY,2109,N,11/01/2018 11:58:00 PM,11/01/2018,2358,11/02/2018 02:46:00 AM,11/02/2018,246,STREETS / HWY / ROAD / ALLEY,100 BLOCK N IH 35 SB,78701,9,CH,1,848,,C,11/02/2018,,,3116293,3116293,30.26093643,-97.73672471,"(30.26093643, -97.73672471)"
20055007587,THEFT,600,N,02/14/2005 09:30:00 AM,02/14/2005,930,02/14/2005 06:02:00 PM,02/14/2005,1802,COMMERCIAL / OFFICE BUILDING,7112 ED BLUESTEIN BLVD SVRD SB,78723,1,CH,4,299,,,04/13/2005,23H,Theft,3138859,3138859,30.31255869,-97.66380113,"(30.31255869, -97.66380113)"
20081102516,DWI,2100,N,04/19/2008 11:49:00 PM,04/19/2008,2349,04/19/2008 11:49:00 PM,04/19/2008,2349,STREETS / HWY / ROAD / ALLEY,7400 BENNETT AVE,78752,4,ID,1,265,,C,04/20/2008,,,3127591,3127591,30.33355052,-97.69894789,"(30.33355052, -97.69894789)"
20161870365,FAMILY DISTURBANCE,3400,N,07/05/2016 03:28:00 AM,07/05/2016,328,07/05/2016 03:28:00 AM,07/05/2016,328,RESIDENCE / HOME,5566 TIERRA ALTA CIR,78617,2,HE,7,611,,N,07/09/2016,,,3150745,3150745,30.17345626,-97.63001886,"(30.17345626, -97.63001886)"
20105012528,THEFT,600,N,03/13/2010 11:00:00 PM,03/13/2010,2300,03/14/2010 01:16:00 PM,03/14/2010,1316,RESIDENCE / HOME,300 E 35TH ST,78705,9,BA,1,346,,N,03/15/2010,23H,Theft,3117270,3117270,30.29873623,-97.73261108,"(30.29873623, -97.73261108)"
20105050925,FRAUD - OTHER,1199,N,08/03/2009 12:00:00 PM,08/03/2009,1200,09/24/2010 04:20:00 PM,09/24/2010,1620,RESIDENCE / HOME,6109 CHARIS CT,78735,8,DA,5,56,,N,10/05/2010,,,3082877,3082877,30.26251493,-97.84255449,"(30.26251493, -97.84255449)"
20095030832,HARASSMENT,2703,N,05/01/2009 12:00:00 AM,05/01/2009,0,06/01/2009 10:09:00 PM,06/01/2009,2209,RESIDENCE / HOME,5503 ROSE HILL CIR,78745,5,DA,3,507,,N,06/02/2009,,,3098748,3098748,30.21435199,-97.79353751,"(30.21435199, -97.79353751)"
20113181141,WARRANT ARREST NON TRAFFIC,3442,N,11/14/2011 04:15:00 PM,11/14/2011,1615,11/14/2011 04:15:00 PM,11/14/2011,1615,STREETS / HWY / ROAD / ALLEY,600 E GRADY DR,78753,4,ED,1,240,,C,11/16/2011,,,3132942,3132942,30.37204461,-97.68092312,"(30.37204461, -97.68092312)"
20205009221,FORGERY AND PASSING,1000,N,03/04/2020 10:30:00 AM,03/04/2020,1030,03/04/2020 02:19:00 PM,03/04/2020,1419,RESIDENCE / HOME,5101 DOE VALLEY LN,78759,10,AD,7,196,,N,03/05/2020,,,3108047,3108047,30.39148974,-97.75936989,"(30.39148974, -97.75936989)"
20152560207,DATING DISTURBANCE,2400,N,09/13/2015 02:25:00 AM,09/13/2015,225,09/13/2015 02:25:00 AM,09/13/2015,225,RESIDENCE / HOME,11160 JOLLYVILLE RD,78759,10,AD,7,177,,,,,,3111404,3111404,30.40879976,-97.74825548,"(30.40879976, -97.74825548)"
20065045858,CRIMINAL MISCHIEF,1400,N,08/30/2006 02:00:00 PM,08/30/2006,1400,08/30/2006 09:20:00 PM,08/30/2006,2120,RESIDENCE / HOME,1804 MIRIAM AVE,78702,1,CH,3,393,,,,,,3124071,3124071,30.28053158,-97.71154956,"(30.28053158, -97.71154956)"
20191620335,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,06/11/2019 06:39:00 AM,06/11/2019,639,06/11/2019 06:39:00 AM,06/11/2019,639,RESIDENCE / HOME,7330 BLUFF SPRINGS RD,78744,2,FR,8,529,24.27,C,06/11/2019,,,3106388,3106388,30.17952332,-97.77026779,"(30.17952332, -97.77026779)"
20045040204,THEFT BY SHOPLIFTING,607,N,08/21/2004 04:20:00 AM,08/21/2004,420,08/21/2004 04:28:00 PM,08/21/2004,1628,COMMERCIAL / OFFICE BUILDING,801 W 6TH ST,78703,9,GE,1,373,,,09/15/2004,23C,Theft,3111780,3111780,30.27019475,-97.75077554,"(30.27019475, -97.75077554)"
20122002032,FAMILY DISTURBANCE,3400,N,07/18/2012 11:34:00 PM,07/18/2012,2334,07/18/2012 11:34:00 PM,07/18/2012,2334,RESIDENCE / HOME,8416 ALUM ROCK DR,78747,2,FR,7,600,,N,07/26/2012,,,3116459,3116459,30.15415028,-97.73906812,"(30.15415028, -97.73906812)"
20135051961,THEFT,600,N,11/10/2013 04:00:00 PM,11/10/2013,1600,11/11/2013 11:57:00 AM,11/11/2013,1157,RESIDENCE / HOME,2502 CASCADE DR,78757,7,BA,6,258,,N,11/14/2013,23H,Theft,3115685,3115685,30.35069508,-97.73623659,"(30.35069508, -97.73623659)"
20191530508,DISTURBANCE - OTHER,3401,N,06/02/2019 07:18:00 AM,06/02/2019,718,06/02/2019 07:18:00 AM,06/02/2019,718,STREETS / HWY / ROAD / ALLEY,13100 VILLA PARK DR,78729,6,AD,4,1641,204.09,N,06/12/2019,,,3104229,3104229,30.45552531,-97.76978019,"(30.45552531, -97.76978019)"
20142160079,POSSESSION OF MARIJUANA,1803,N,08/04/2014 04:36:00 AM,08/04/2014,436,08/04/2014 04:36:00 AM,08/04/2014,436,STREETS / HWY / ROAD / ALLEY,1803 INVERNESS BLVD,78745,5,DA,3,507,,N,08/08/2014,,,3098417,3098417,30.21698419,-97.79451651,"(30.21698419, -97.79451651)"
2003924290069,BURGLARY OF VEHICLE,601,N,05/18/2003 10:00:00 PM,05/18/2003,2200,05/19/2003 11:56:00 AM,05/19/2003,1156,STREETS / HWY / ROAD / ALLEY,1506 ESTRELLAS DR,78617,2,HE,8,500,,N,,23F,Theft,3137812,3137812,30.224295,-97.66955667,"(30.224295, -97.66955667)"
200670279,CRIMINAL MISCHIEF,1400,N,01/07/2006 02:30:00 AM,01/07/2006,230,01/07/2006 02:30:00 AM,01/07/2006,230,RESIDENCE / HOME,3506 SPEEDWAY,78705,9,BA,1,346,,,01/11/2006,,,3116746,3116746,30.30005911,-97.73423629,"(30.30005911, -97.73423629)"
20085002372,CRIMINAL MISCHIEF,1400,N,01/13/2008 10:30:00 PM,01/13/2008,2230,01/13/2008 11:02:00 PM,01/13/2008,2302,PARKING LOTS / GARAGE,13831 N US HWY 183 NB SVC RD,78729,6,AD,6,153,,,02/08/2008,,,3095926,3095926,30.46704151,-97.79583612,"(30.46704151, -97.79583612)"
20161630588,FAMILY DISTURBANCE,3400,N,06/11/2016 08:57:00 AM,06/11/2016,857,06/11/2016 08:57:00 AM,06/11/2016,857,RESIDENCE / HOME,1401 E RUNDBERG LN,78753,4,ED,3,251,,N,06/23/2016,,,3133940,3133940,30.35162962,-97.67831952,"(30.35162962, -97.67831952)"
20112051084,RUNAWAY CHILD,4100,N,07/23/2011 06:00:00 PM,07/23/2011,1800,07/24/2011 02:50:00 PM,07/24/2011,1450,RESIDENCE / HOME,1724 WOODWARD ST,78741,3,HE,2,482,,N,08/18/2011,,,3114181,3114181,30.22066659,-97.74449592,"(30.22066659, -97.74449592)"
20195023381,THEFT,600,N,06/07/2019 09:30:00 AM,06/07/2019,930,06/07/2019 07:29:00 PM,06/07/2019,1929,OTHER / UNKNOWN,9060 N MOPAC EXPY SB,78759,10,BA,8,231,17.07,N,06/10/2019,23H,Theft,3114776,3114776,30.37892093,-97.73835992,"(30.37892093, -97.73835992)"
2017141487,TERRORISTIC THREAT,2704,N,01/14/2017 09:29:00 PM,01/14/2017,2129,01/14/2017 09:29:00 PM,01/14/2017,2129,COMMERCIAL / OFFICE BUILDING,705 WALLINGFORD BEND DR,78752,4,ID,6,278,,N,01/23/2017,,,3121105,3121105,30.33527138,-97.71946639,"(30.33527138, -97.71946639)"
20195039351,SUSPICIOUS PERSON,3403,N,09/23/2019 10:30:00 PM,09/23/2019,2230,09/24/2019 11:48:00 AM,09/24/2019,1148,RESIDENCE / HOME,4701 CLAWSON RD,78745,5,DA,3,489,20.02,,,,,3100968,3100968,30.2221539,-97.78630165,"(30.2221539, -97.78630165)"
20192641826,ASSAULT ON PEACE OFFICER,903,N,09/21/2019 09:51:00 PM,09/21/2019,2151,09/21/2019 11:56:00 PM,09/21/2019,2356,HOTEL / MOTEL / ETC.,1901 AIRPORT COMMERCE DR,78741,3,HE,5,444,23.12,C,09/22/2019,,,3130656,3130656,30.21987398,-97.69234153,"(30.21987398, -97.69234153)"
20115003671,THEFT OF SERVICE,608,N,01/14/2011 02:30:00 PM,01/14/2011,1430,01/20/2011 10:09:00 AM,01/20/2011,1009,RESIDENCE / HOME,10709 RATHDOWNEY CV,78717,6,AD,5,574,,N,03/07/2011,,,3099546,3099546,30.49739537,-97.78353916,"(30.49739537, -97.78353916)"
20158003897,IDENTITY THEFT,4022,N,09/15/2015 09:10:00 PM,09/15/2015,2110,10/30/2015 09:18:00 PM,10/30/2015,2118,OTHER / UNKNOWN,1512 PAYTON FALLS DR,78754,1,ED,5,242,,N,11/03/2015,,,3139669,3139669,30.37300924,-97.65955841,"(30.37300924, -97.65955841)"
20131121588,CRIMINAL MISCHIEF,1400,N,04/22/2013 07:45:00 PM,04/22/2013,1945,04/22/2013 07:45:00 PM,04/22/2013,1945,STREETS / HWY / ROAD / ALLEY,1607 CHICON ST,78702,1,CH,3,392,,C,04/29/2013,,,3121294,3121294,30.27699755,-97.72044539,"(30.27699755, -97.72044539)"
20205008977,FRAUD - OTHER,1199,N,02/29/2020 12:00:00 PM,02/29/2020,1200,03/03/2020 11:05:00 AM,03/03/2020,1105,RESIDENCE / HOME,7716 CROFTWOOD DR,78749,8,DA,7,86,,N,03/03/2020,,,3085163,3085163,30.20696186,-97.83674831,"(30.20696186, -97.83674831)"
20191521743,CRUELTY TO ANIMALS,2717,N,06/01/2019 10:40:00 PM,06/01/2019,2240,06/01/2019 10:40:00 PM,06/01/2019,2240,RESIDENCE / HOME,12906 WIDGE DR,78727,7,AD,3,828,18.47,N,06/13/2019,,,3130513,3130513,30.41884576,-97.68734375,"(30.41884576, -97.68734375)"
20171131230,BURGLARY OF VEHICLE,601,N,04/23/2017 06:14:00 PM,04/23/2017,1814,04/23/2017 06:14:00 PM,04/23/2017,1814,STREETS / HWY / ROAD / ALLEY,5709 CHINA BERRY RD,78744,2,FR,6,519,,N,05/04/2017,23F,Theft,3117900,3117900,30.19101566,-97.73351605,"(30.19101566, -97.73351605)"
2019931271,AUTO THEFT,700,N,03/29/2019 03:50:00 PM,03/29/2019,1550,04/03/2019 04:15:00 PM,04/03/2019,1615,STREETS / HWY / ROAD / ALLEY,10401 N LAMAR BLVD,78753,4,ED,1,240,18.23,N,06/11/2019,240,Auto Theft,3129714,3129714,30.37276709,-97.69114246,"(30.37276709, -97.69114246)"
2003920451938,DISTURBANCE - OTHER,3401,N,02/14/2003 11:18:00 PM,02/14/2003,2318,02/14/2003 11:19:00 PM,02/14/2003,2319,STREETS / HWY / ROAD / ALLEY,400 BLOCK COLORADO ST,78701,9,GE,1,380,,N,,,,3113624,3113624,30.26684977,-97.74502235,"(30.26684977, -97.74502235)"
2019351397,BURGLARY OF RESIDENCE,500,N,02/04/2019 07:30:00 AM,02/04/2019,730,02/04/2019 08:12:00 PM,02/04/2019,2012,RESIDENCE / HOME,8312 N IH 35 SVRD SB,78753,4,ED,1,250,,N,02/05/2019,220,Burglary,3128227,3128227,30.34664576,-97.69657342,"(30.34664576, -97.69657342)"
20053241116,CUSTODY ARREST TRAFFIC WARR,3722,N,11/20/2005 02:00:00 PM,11/20/2005,1400,11/20/2005 02:00:00 PM,11/20/2005,1400,STREETS / HWY / ROAD / ALLEY,1400 NUECES ST,78701,9,BA,2,374,,,,,,3113366,3113366,30.27768299,-97.74554944,"(30.27768299, -97.74554944)"
