APCASEINSPKEY,INSPTYPE,CASENO,SCHEDDTTM,COMPDTTM,RESULTDTTM,RESULT,INSPBY,COMMENTS,ADDRESS NUMBER,STREET NAME,ADDRESS,CITY,STATE,ZIP,SBL,LATITUDE,LONGITUDE,LOCATION,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK,NEIGHBORHOOD
10219425,INITIAL,GEN20-9483586,07/27/2020 12:00:00 AM +0000,07/27/2020 12:00:00 AM +0000,07/27/2020 12:00:00 AM +0000,VIOLATION,Daniel Purcell,sent lov,888,SYCAMORE,888 SYCAMORE,BUFFALO,NY,14212,1008400006032000,42.897882135069516,-78.83867007071122,POINT (-78.838670070711 42.89788213507),FILLMORE,District C,27.02,2,2007,Broadway Fillmore
10203519,INITIAL,GEN20-9475495,01/27/2020 12:00:00 AM +0000,01/27/2020 12:00:00 AM +0000,01/27/2020 12:00:00 AM +0000,VIOLATION,DANIEL PURCELL,lov,402,WYOMING,402 WYOMING,BUFFALO,NY,14215,0906200003023000,42.925627423108246,-78.82436243667104,POINT (-78.824362436671 42.925627423108),MASTEN,District E,170,2,2020,Delavan Grider
10219427,INITIAL,GEN20-9483589,,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,VIOLATION,Jeorge Dawkins,07-28-20 WARNED OCCUPANT,175,WAVERLY,175 WAVERLY,BUFFALO,NY,14208,1002500003046100,42.9168049414783,-78.85753934241134,POINT (-78.857539342411 42.916804941478),MASTEN,District E,168,3,3008,Masten Park
10219452,INITIAL,GEN20-9483600,07/15/2020 12:00:00 AM +0000,07/15/2020 12:00:00 AM +0000,07/15/2020 12:00:00 AM +0000,VIOLATION,ANGELA   WHITE,17 at alley,228,DELAVAN WEST,228 DELAVAN WEST,BUFFALO,NY,14213,0888300002002000,42.92208656298396,-78.89112542593205,POINT (-78.891125425932 42.922086562984),NIAGARA,District D,171,3,3003,Upper West Side
10219454,INITIAL,GEN20-9483601,07/15/2020 12:00:00 AM +0000,07/15/2020 12:00:00 AM +0000,07/15/2020 12:00:00 AM +0000,VIOLATION,ANGELA   WHITE,311 Complaint,25,POOLEY,25 POOLEY,BUFFALO,NY,14213,0886700003006100,42.92674814932369,-78.89346060384545,POINT (-78.893460603845 42.926748149324),NIAGARA,District D,171,2,2005,Upper West Side
10021768,PROGRESS,235917,06/18/2015 12:00:00 AM +0000,,08/22/2016 12:00:00 AM +0000,FAILED,DAVID ZAFUTO,,247,MASTEN,247 MASTEN,BUFFALO,NY,14209,100217681005700001080000,,,,,,,,,
10219457,PROGRESS,GEN17-9433959,07/06/2020 12:00:00 AM +0000,07/06/2020 12:00:00 AM +0000,07/06/2020 12:00:00 AM +0000,FAILED,Mike Dillon,grass and debris,20,ARMIN,20 ARMIN,BUFFALO,NY,14210,1236500001069000,42.85993181804484,-78.81460030963865,POINT (-78.814600309639 42.859931818045),SOUTH,District A,11,1,1010,Seneca-Cazenovia
10219461,PROGRESS,GEN19-9461410,07/07/2020 12:00:00 AM +0000,07/07/2020 12:00:00 AM +0000,07/07/2020 12:00:00 AM +0000,NOPROGRESS,Mike Dillon,half the house painted progress stopped,209,CUMBERLAND,209 CUMBERLAND,BUFFALO,NY,14220,1332400002012000,42.8542723175363,-78.81727450358204,POINT (-78.817274503582 42.854272317536),SOUTH,District A,9,2,2003,South Park
10219465,PROGRESS,GEN19-9459099,07/07/2020 12:00:00 AM +0000,07/07/2020 12:00:00 AM +0000,07/07/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,windows repaired no permits filed for interior,76,SAGE,76 SAGE,BUFFALO,NY,14210,1235600003005000,42.86197315554262,-78.81542759814717,POINT (-78.815427598147 42.861973155543),SOUTH,District A,11,3,3022,Seneca-Cazenovia
10219468,PROGRESS,GEN19-9458592,07/22/2020 12:00:00 AM +0000,07/22/2020 12:00:00 AM +0000,07/22/2020 12:00:00 AM +0000,FAILED,Michael J Kelly,Ticket Issued,59,NORWAY,59 NORWAY,BUFFALO,NY,14208,1006700003042000,42.904812787359404,-78.84696182267099,POINT (-78.846961822671 42.904812787359),ELLICOTT,District C,33.02,2,2013,Masten Park
10203533,INITIAL,GEN20-9475497,01/27/2020 12:00:00 AM +0000,01/27/2020 12:00:00 AM +0000,01/27/2020 12:00:00 AM +0000,VIOLATION,DANIEL PURCELL,lov,1077,FERRY EAST,1077 FERRY EAST,BUFFALO,NY,14211,1013900001001000,42.914397774486226,-78.82417028698849,POINT (-78.824170286988 42.914397774486),FILLMORE,District C,36,3,3007,Genesee-Moselle
10203547,INITIAL,GEN20-9475498,01/28/2020 12:00:00 AM +0000,01/28/2020 12:00:00 AM +0000,01/28/2020 12:00:00 AM +0000,VIOLATION,DANIEL PURCELL,lov,149,FREUND,149 FREUND,BUFFALO,NY,14215,0908300002044000,42.92040492437459,-78.80216892671915,POINT (-78.802168926719 42.920404924375),LOVEJOY,District E,38,1,1002,Schiller Park
10203549,INITIAL,GEN20-9475499,01/28/2020 12:00:00 AM +0000,01/28/2020 12:00:00 AM +0000,01/28/2020 12:00:00 AM +0000,VIOLATION,DANIEL PURCELL,lov,91,ERICSON,91 ERICSON,BUFFALO,NY,14215,0908100002030000,42.92119521212388,-78.81250018732271,POINT (-78.812500187323 42.921195212124),LOVEJOY,District E,37,5,5003,Schiller Park
10219472,INITIAL,GEN20-9483604,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,VIOLATION,Daniel Purcell,sent lov,326,CARLTON,326 CARLTON,BUFFALO,NY,14204,1008100009023000,42.898482000395724,-78.85676159175807,POINT (-78.856761591758 42.898482000396),ELLICOTT,District B,31,2,2007,Fruit Belt
10219479,PROGRESS,GEN19-9457806,,05/27/2020 12:00:00 AM +0000,05/27/2020 12:00:00 AM +0000,TOCRT,Michael J Kelly,2 Tickets Issued,76,LANDON,76 LANDON,BUFFALO,NY,14208,1005000001049000,42.91018384982377,-78.85115564331167,POINT (-78.851155643312 42.910183849824),ELLICOTT,District C,33.02,1,1003,Masten Park
10219480,PROGRESS,GEN19-9457806,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,TOCRT,Michael J Kelly,Neighbor Call,76,LANDON,76 LANDON,BUFFALO,NY,14208,1005000001049000,42.91018384982377,-78.85115564331167,POINT (-78.851155643312 42.910183849824),ELLICOTT,District C,33.02,1,1003,Masten Park
10219481,INITIAL,GEN20-9483608,07/28/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,VIOLATION,Sean Myers,&nbsp;c311 comp. ticket hg weeds in 7,267,BARNARD,267 BARNARD,BUFFALO,NY,14206,1233400004018000,42.87232672657642,-78.80576807956781,POINT (-78.805768079568 42.872326726576),LOVEJOY,District A,167,2,2002,Kaisertown
10219485,INITIAL,GEN20-9483610,07/28/2020 12:00:00 AM +0000,07/28/2020 12:00:00 AM +0000,07/28/2020 12:00:00 AM +0000,VIOLATION,Daniel Purcell,in court,70,GRAPE,70 GRAPE,BUFFALO,NY,14204,1112500003007000,42.89774365690699,-78.85676268693415,POINT (-78.856762686934 42.897743656907),ELLICOTT,District B,31,2,2008,Fruit Belt
10219488,INITIAL,GEN20-9483611,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,VIOLATION,Sean Myers,311,17,KRAKOW,17 KRAKOW,BUFFALO,NY,14206,1233300005019000,42.872335115850966,-78.80961568136128,POINT (-78.809615681361 42.872335115851),LOVEJOY,District A,167,3,3028,Kaisertown
10219497,INITIAL,GEN20-9483612,07/28/2020 12:00:00 AM +0000,07/28/2020 12:00:00 AM +0000,07/28/2020 12:00:00 AM +0000,VIOLATION,Daniel Purcell,lov,198,LOCUST,198 LOCUST,BUFFALO,NY,14204,1008000005016000,42.899122218186456,-78.86041971851444,POINT (-78.860419718514 42.899122218186),ELLICOTT,District B,31,3,3014,Fruit Belt
10219506,PROGRESS,GEN17-9426211,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,LOV REVISED,103,BARNARD,103 BARNARD,BUFFALO,NY,14206,1235000003039000,42.86778692396172,-78.80589152092786,POINT (-78.805891520928 42.867786923962),LOVEJOY,District A,19,1,1010,Kaisertown
10219508,INITIAL,GEN20-9483614,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,VIOLATION,Daniel Purcell,in court,26,LATHROP,26 LATHROP,BUFFALO,NY,14212,1122200001024000,42.89548548783118,-78.83000172014697,POINT (-78.830001720147 42.895485487831),FILLMORE,District C,27.02,3,3010,Broadway Fillmore
10203599,INITIAL,GEN20-9475504,01/29/2020 12:00:00 AM +0000,01/29/2020 12:00:00 AM +0000,01/29/2020 12:00:00 AM +0000,VIOLATION,DANIEL PURCELL,lov,230,HAGEN,230 HAGEN,BUFFALO,NY,14215,0908100006018000,42.92104405428945,-78.807841726842,POINT (-78.807841726842 42.921044054289),LOVEJOY,District E,37,1,1002,Schiller Park
10203601,INITIAL,GEN20-9475505,01/29/2020 12:00:00 AM +0000,01/29/2020 12:00:00 AM +0000,01/29/2020 12:00:00 AM +0000,VIOLATION,DANIEL PURCELL,lov,165,WECKER,165 WECKER,BUFFALO,NY,14215,0908100003018000,42.92074125915795,-78.81129572663058,POINT (-78.811295726631 42.920741259158),LOVEJOY,District E,37,5,5005,Schiller Park
10203605,INITIAL,GEN20-9475508,01/29/2020 12:00:00 AM +0000,01/29/2020 12:00:00 AM +0000,01/29/2020 12:00:00 AM +0000,VIOLATION,DANIEL PURCELL,lov,246,CAMBRIDGE,246 CAMBRIDGE,BUFFALO,NY,14215,0907900002018000,42.92131832727932,-78.82270703109563,POINT (-78.822707031096 42.921318327279),MASTEN,District E,36,2,2001,Genesee-Moselle
10219511,INITIAL,GEN20-9483616,,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,VIOLATION,Mike Dillon,,155,GEARY,155 GEARY,BUFFALO,NY,14210,1237400004005000,42.85739445536334,-78.80862167246241,POINT (-78.808621672462 42.857394455363),SOUTH,District A,10,5,5008,Seneca-Cazenovia
10219515,INITIAL,GEN20-9483617,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,VIOLATION,John C Stephens,Fail LOV sent,418,MASSACHUSETTS,418 MASSACHUSETTS,BUFFALO,NY,14213,0994400001022000,42.913323758105015,-78.88692700152832,POINT (-78.886927001528 42.913323758105),NIAGARA,District B,66.01,3,3005,Elmwood Bryant
10219712,INITIAL,GEN20-9483672,07/27/2020 12:00:00 AM +0000,07/27/2020 12:00:00 AM +0000,07/31/2020 12:00:00 AM +0000,VIOLATION,Thomas Carter,"<FONT face=""Comic Sans MS"">INTERIOR / LOV </FONT>",34,ABBOTT,34 ABBOTT,BUFFALO,NY,14220,1237000002029000,42.85688779681522,-78.82785907824474,POINT (-78.827859078245 42.856887796815),LOVEJOY,District A,2,1,1003,Hopkins-Tifft
10203555,INITIAL,GEN20-9475501,01/28/2020 12:00:00 AM +0000,01/28/2020 12:00:00 AM +0000,01/28/2020 12:00:00 AM +0000,NCA,DANIEL PURCELL,no call&nbsp; for action 311,75,ZELMER,75 ZELMER,BUFFALO,NY,14211,1015000002055000,42.911780677164536,-78.80712633418288,POINT (-78.807126334183 42.911780677165),LOVEJOY,District C,37,2,2007,Schiller Park
10203552,INITIAL,GEN20-9475500,01/28/2020 12:00:00 AM +0000,01/28/2020 12:00:00 AM +0000,01/28/2020 12:00:00 AM +0000,VIOLATION,DANIEL PURCELL,lov,36,ERICSON,36 ERICSON,BUFFALO,NY,14215,1012500002020000,42.919633276179056,-78.81265602775215,POINT (-78.812656027752 42.919633276179),LOVEJOY,District E,36,1,1004,Schiller Park
10203556,INITIAL,GEN20-9475502,01/28/2020 12:00:00 AM +0000,01/28/2020 12:00:00 AM +0000,01/28/2020 12:00:00 AM +0000,VIOLATION,DANIEL PURCELL,lov,33,ROSLYN,33 ROSLYN,BUFFALO,NY,14211,1013300004027000,42.91473214937443,-78.80980691712797,POINT (-78.809806917128 42.914732149374),LOVEJOY,District E,37,4,4006,Schiller Park
10203574,INITIAL,GEN20-9475503,01/28/2020 12:00:00 AM +0000,01/28/2020 12:00:00 AM +0000,01/28/2020 12:00:00 AM +0000,VIOLATION,DANIEL PURCELL,lov,138,WECKER,138 WECKER,BUFFALO,NY,14215,0908100002028000,42.92085038326879,-78.81208418105773,POINT (-78.812084181058 42.920850383269),LOVEJOY,District E,37,5,5003,Schiller Park
10203603,INITIAL,GEN20-9475506,01/29/2020 12:00:00 AM +0000,01/29/2020 12:00:00 AM +0000,01/29/2020 12:00:00 AM +0000,VIOLATION,DANIEL PURCELL,lov,248,CAMBRIDGE,248 CAMBRIDGE,BUFFALO,NY,14215,0907900002017000,42.921371038846196,-78.82270701608088,POINT (-78.822707016081 42.921371038846),MASTEN,District E,36,2,2001,Genesee-Moselle
10203604,PROGRESS,GEN20-9475506,02/28/2020 12:00:00 AM +0000,01/29/2020 12:00:00 AM +0000,01/29/2020 12:00:00 AM +0000,WAIVED,DANIEL PURCELL,,248,CAMBRIDGE,248 CAMBRIDGE,BUFFALO,NY,14215,0907900002017000,42.921371038846196,-78.82270701608088,POINT (-78.822707016081 42.921371038846),MASTEN,District E,36,2,2001,Genesee-Moselle
10203607,INITIAL,GEN20-9475509,01/29/2020 12:00:00 AM +0000,01/29/2020 12:00:00 AM +0000,01/29/2020 12:00:00 AM +0000,VIOLATION,DANIEL PURCELL,lov,27,MOELLER,27 MOELLER,BUFFALO,NY,14211,1014900007005000,42.910459116118915,-78.81268306480156,POINT (-78.812683064802 42.910459116119),LOVEJOY,District C,37,3,3007,Genesee-Moselle
10203612,INITIAL,GEN20-9475510,,01/24/2020 12:00:00 AM +0000,01/24/2020 12:00:00 AM +0000,VIOLATION,TRACY KRUG,,47,WYOMING,47 WYOMING,BUFFALO,NY,14215,1013100003039000,42.915821651434726,-78.8236603222726,POINT (-78.823660322273 42.915821651435),MASTEN,District E,36,4,4005,Genesee-Moselle
10203638,INITIAL,GEN20-9475524,01/17/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,VIOLATION,ANGELA   WHITE,LOV,97,DORCHESTER,97 DORCHESTER,BUFFALO,NY,14213,0887600005031000,42.92326341869461,-78.88204165457317,POINT (-78.882041654573 42.923263418695),NIAGARA,District D,63.01,3,3000,Elmwood Bidwell
10203642,INITIAL,GEN20-9475525,01/17/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,VIOLATION,ANGELA   WHITE,lov address,145,DORCHESTER,145 DORCHESTER,BUFFALO,NY,14213,0887600005043000,42.92324030369469,-78.88370643978942,POINT (-78.883706439789 42.923240303695),NIAGARA,District D,63.01,3,3000,Elmwood Bidwell
10203644,INITIAL,GEN20-9475526,01/17/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,NCA,ANGELA   WHITE,tenant called 311 complain of tree at apt 880.&nbsp; upon inspection there were no city owned trees that needed attention.&nbsp; sent complainant letter stating non city owned trees are a civil matter.&nbsp;,844,RICHMOND,844 RICHMOND,BUFFALO,NY,14222,0896100001002000,,,,,,,,,
10203645,INITIAL,GEN20-9475527,01/03/2020 12:00:00 AM +0000,01/03/2020 12:00:00 AM +0000,01/03/2020 12:00:00 AM +0000,VIOLATION,John Rossi,"<P>NO PERMITS NEED PLUM/ELECT/ROOF</P><P>DID PULL PERMITS 1/7,1/15 &amp; 1/20/20&nbsp;&nbsp; ROOF/ELECT/PLUMB</P><P>JOHN ROSSI 716-316-7751 CELL</P>",21,KIMBERLY,21 KIMBERLY,BUFFALO,NY,14220,1337300001002000,42.83810001420951,-78.81418906757253,POINT (-78.814189067573 42.83810001421),SOUTH,District A,6,2,2004,South Park
10203646,PROGRESS,GEN20-9475527,01/30/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,PASSED,John Rossi,OWNER PULLED 3 PERMITS CLOSED OUT LOV ROSSI 1/30/2020,21,KIMBERLY,21 KIMBERLY,BUFFALO,NY,14220,1337300001002000,42.83810001420951,-78.81418906757253,POINT (-78.814189067573 42.83810001421),SOUTH,District A,6,2,2004,South Park
10203650,INITIAL,GEN20-9475528,,01/30/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,VIOLATION,PAUL CLIFT,,102,ORLANDO,102 ORLANDO,BUFFALO,NY,14210,1224400002019000,42.86771781498997,-78.83719643457405,POINT (-78.837196434574 42.86771781499),FILLMORE,District A,163,3,3013,Seneca Babcock
10203653,INITIAL,GEN20-9475529,,01/30/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,VIOLATION,PAUL CLIFT,,471,ELK,471 ELK,BUFFALO,NY,14210,1221200001019000,42.86671693901984,-78.83653463135448,POINT (-78.836534631354 42.86671693902),FILLMORE,District A,163,3,3017,Seneca Babcock
10203669,INITIAL,GEN20-9475531,,01/30/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,VIOLATION,Mike Dillon,,1761,SOUTH PARK,1761 SOUTH PARK,BUFFALO,NY,14220,1333100001018000,42.85086655106557,-78.82469593936322,POINT (-78.824695939363 42.850866551066),SOUTH,District A,2,2,2005,Hopkins-Tifft
10203636,INITIAL,GEN20-9475523,01/17/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,VIOLATION,ANGELA   WHITE,LOV address,151,DORCHESTER,151 DORCHESTER,BUFFALO,NY,14213,0887600005044000,42.92323771242563,-78.88389035324057,POINT (-78.883890353241 42.923237712426),NIAGARA,District D,63.01,3,3000,Elmwood Bidwell
10219528,INITIAL,GEN20-9483618,,07/28/2020 12:00:00 AM +0000,07/28/2020 12:00:00 AM +0000,VIOLATION,TRACY KRUG,,1551,JEFFERSON,1551 JEFFERSON,BUFFALO,NY,14208,1002600001034000,42.91748714049071,-78.85391035204377,POINT (-78.853910352044 42.917487140491),MASTEN,District E,33.01,4,4001,Hamlin Park
10219530,INITIAL,GEN20-9483620,08/11/2020 12:00:00 AM +0000,07/30/2020 12:00:00 AM +0000,07/30/2020 12:00:00 AM +0000,VIOLATION,Luis Soto,,130,PHILADELPHIA,130 PHILADELPHIA,BUFFALO,NY,14207,0774200004013000,42.957102740975074,-78.89618593230941,POINT (-78.896185932309 42.957102740975),NORTH,District D,57,1,1000,Riverside
10219533,INITIAL,GEN20-9483621,,07/28/2020 12:00:00 AM +0000,07/28/2020 12:00:00 AM +0000,VIOLATION,TRACY KRUG,tickets for grass - electrical requested inspection owner needs to pull all permits to rehab property contact owner 7/28/20,65,SHEPARD,65 SHEPARD,BUFFALO,NY,14212,1122400005042000,42.8985266092609,-78.8158990297949,POINT (-78.815899029795 42.898526609261),FILLMORE,District C,28,3,3004,Genesee-Moselle
10219545,INITIAL,GEN20-9483625,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,VIOLATION,Andrew Blersch,,275,NORWALK,275 NORWALK,BUFFALO,NY,14216,0785800001016000,42.952052399534644,-78.85431136356695,POINT (-78.854311363567 42.952052399535),DELAWARE,District D,49,1,1000,North Park
10219546,INITIAL,GEN20-9483626,08/11/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,VIOLATION,Luis Soto,unkept,57,EVELYN,57 EVELYN,BUFFALO,NY,14207,0774200001011000,42.95858242496908,-78.89742651699312,POINT (-78.897426516993 42.958582424969),NORTH,District D,58.02,4,4002,Riverside
10203685,INITIAL,GEN20-9475537,,01/31/2020 12:00:00 AM +0000,01/31/2020 12:00:00 AM +0000,VIOLATION,RICHARD BALESTERI,,14,MONTCLAIR,14 MONTCLAIR,BUFFALO,NY,14215,0904600004007000,42.93309155229766,-78.82720868507052,POINT (-78.827208685071 42.933091552298),MASTEN,District E,39.01,1,1008,Fillmore-Leroy
10203694,PROGRESS,GEN20-9475539,01/30/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,NOPROGRESS,Sean Myers,No progress,125,GREENE,125 GREENE,BUFFALO,NY,14206,1125000001039000,42.888337742974706,-78.8095451666995,POINT (-78.809545166699 42.888337742975),LOVEJOY,District C,23,4,4001,Lovejoy
10203714,INITIAL,GEN20-9475542,01/30/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,VIOLATION,Andrew Blersch,unlicensed contractor,297,COLVIN,297 COLVIN,BUFFALO,NY,14216,0786500002033000,42.94900200773337,-78.85892768533836,POINT (-78.858927685338 42.949002007733),DELAWARE,District D,49,2,2003,North Park
10203725,INITIAL,GEN20-9475546,,01/31/2020 12:00:00 AM +0000,01/31/2020 12:00:00 AM +0000,VIOLATION,Jeorge Dawkins,,97,BLAINE,97 BLAINE,BUFFALO,NY,14208,0897400007025000,42.92364984707939,-78.85037345302565,POINT (-78.850373453026 42.923649847079),MASTEN,District E,52.02,1,1006,Hamlin Park
10203733,INITIAL,GEN20-9475549,01/22/2020 12:00:00 AM +0000,01/24/2020 12:00:00 AM +0000,01/24/2020 12:00:00 AM +0000,VIOLATION,Michael J Kelly,<P>Fallen tree damaged porch</P>,552,NORTHAMPTON,552 NORTHAMPTON,BUFFALO,NY,14208,1005900001046000,42.9074134853409,-78.84649882711759,POINT (-78.846498827118 42.907413485341),ELLICOTT,District C,33.02,2,2011,Masten Park
10203747,INITIAL,GEN20-9475552,01/30/2020 12:00:00 AM +0000,01/31/2020 12:00:00 AM +0000,01/30/2020 12:00:00 AM +0000,VIOLATION,DANIEL PURCELL,lov,55,WENDE,55 WENDE,BUFFALO,NY,14211,1014100001033100,42.91375023220464,-78.81463805576414,POINT (-78.814638055764 42.913750232205),LOVEJOY,District C,37,4,4010,Genesee-Moselle
10203761,PROGRESS,GEN19-9471107,01/16/2020 12:00:00 AM +0000,01/16/2020 12:00:00 AM +0000,01/31/2020 12:00:00 AM +0000,PASSED,PAUL BANYI,,341,COLVIN,341 COLVIN,BUFFALO,NY,14216,0785700007013000,42.950163423112514,-78.85891353798334,POINT (-78.858913537983 42.950163423113),DELAWARE,District D,49,2,2003,North Park
10203782,INITIAL,GEN20-9475561,01/17/2020 12:00:00 AM +0000,01/17/2020 12:00:00 AM +0000,01/17/2020 12:00:00 AM +0000,VIOLATION,Robert Roman,patrol,39,VAN RENSSELAER,39 VAN RENSSELAER,BUFFALO,NY,14210,1223400003023000,42.871197862002845,-78.85195723490081,POINT (-78.851957234901 42.871197862003),FILLMORE,District A,164,2,2021,Ellicott
10219559,INITIAL,GEN20-9483627,07/30/2020 12:00:00 AM +0000,07/30/2020 12:00:00 AM +0000,07/30/2020 12:00:00 AM +0000,VIOLATION,Luis Soto,weeds /&nbsp;ext walls,25,REVIEW,25 REVIEW,BUFFALO,NY,14207,0777300001024000,42.946490721393594,-78.90320711850848,POINT (-78.903207118508 42.946490721394),NORTH,District D,57,2,2005,Riverside
10219563,INITIAL,GEN20-9483628,,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,VIOLATION,TRACY KRUG,,118,SOUTH PARK,118 SOUTH PARK,BUFFALO,NY,14203,1220500004003000,42.87355831103535,-78.87466428487605,POINT (-78.874664284876 42.873558311035),FILLMORE,District B,165,1,1141,Central
10219565,INITIAL,GEN20-9483629,08/11/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,07/28/2020 12:00:00 AM +0000,VIOLATION,Luis Soto,debris strewn,51,ULLMAN,51 ULLMAN,BUFFALO,NY,14207,0773300002043000,42.95931116289309,-78.90359342861142,POINT (-78.903593428611 42.959311162893),NORTH,District D,58.01,1,1008,Riverside
10219583,INITIAL,GEN20-9483630,,07/30/2020 12:00:00 AM +0000,07/30/2020 12:00:00 AM +0000,VIOLATION,Jeorge Dawkins,07-30-20 311,41,BRUNSWICK,41 BRUNSWICK,BUFFALO,NY,14208,1003400001009000,42.91696297126828,-78.8524183720265,POINT (-78.852418372026 42.916962971268),MASTEN,District E,33.01,4,4004,Hamlin Park
10219585,INITIAL,GEN20-9483635,,07/30/2020 12:00:00 AM +0000,07/30/2020 12:00:00 AM +0000,VIOLATION,Jeorge Dawkins,,38,DONALDSON,38 DONALDSON,BUFFALO,NY,14208,1002600002050000,42.91855870642049,-78.85072413962378,POINT (-78.850724139624 42.91855870642),MASTEN,District E,33.01,4,4000,Hamlin Park
10219587,INITIAL,GEN20-9483636,,07/30/2020 12:00:00 AM +0000,07/30/2020 12:00:00 AM +0000,VIOLATION,Jeorge Dawkins,,44,DONALDSON,44 DONALDSON,BUFFALO,NY,14208,1002600002048000,42.91855623951344,-78.85050206157531,POINT (-78.850502061575 42.918556239513),MASTEN,District E,33.01,4,4000,Hamlin Park
10219593,INITIAL,GEN20-9483641,,07/30/2020 12:00:00 AM +0000,07/30/2020 12:00:00 AM +0000,VIOLATION,PAUL CLIFT,,46,BAITZ,46 BAITZ,BUFFALO,NY,14206,1233000001003000,42.87376715675633,-78.82690026418713,POINT (-78.826900264187 42.873767156756),FILLMORE,District A,163,2,2015,Seneca Babcock
10219599,INITIAL,GEN20-9483643,08/31/2020 12:00:00 AM +0000,07/30/2020 12:00:00 AM +0000,07/30/2020 12:00:00 AM +0000,VIOLATION,BRIAN HIGGINS,,108,WENDE,108 WENDE,BUFFALO,NY,14211,1013200004020000,42.91523137690029,-78.81478476608501,POINT (-78.814784766085 42.9152313769),FILLMORE,District E,36,1,1007,Genesee-Moselle
10219601,INITIAL,GEN20-9483644,08/31/2020 12:00:00 AM +0000,07/30/2020 12:00:00 AM +0000,07/30/2020 12:00:00 AM +0000,VIOLATION,BRIAN HIGGINS,,978,NORTHLAND,978 NORTHLAND,BUFFALO,NY,14215,1012300002005000,42.91894472706053,-78.82314821178119,POINT (-78.823148211781 42.918944727061),MASTEN,District E,36,2,2001,Genesee-Moselle
10219603,INITIAL,GEN20-9483645,09/10/2020 12:00:00 AM +0000,07/30/2020 12:00:00 AM +0000,07/30/2020 12:00:00 AM +0000,VIOLATION,BRIAN HIGGINS,,113,WENDE,113 WENDE,BUFFALO,NY,14211,1013300008022000,42.91521811045668,-78.81463551079607,POINT (-78.814635510796 42.915218110457),FILLMORE,District E,36,1,1006,Genesee-Moselle
10203799,INITIAL,GEN20-9475571,,01/31/2020 12:00:00 AM +0000,01/31/2020 12:00:00 AM +0000,VIOLATION,VINCE FERRARACCIO,,146,SHUMWAY,146 SHUMWAY,BUFFALO,NY,14206,1115900003008000,42.887294571169505,-78.84506941844116,POINT (-78.845069418441 42.88729457117),FILLMORE,District C,15,1,1001,Broadway Fillmore
10219732,INITIAL,GEN20-9483675,,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,VIOLATION,DAVID GILSON,,134,HEATH,134 HEATH,BUFFALO,NY,14214,0794600011010000,42.95437026650876,-78.82895667160042,POINT (-78.8289566716 42.954370266509),UNIVERSITY,District E,46.01,2,2003,University Heights
10219735,INITIAL,GEN20-9483676,,07/29/2020 12:00:00 AM +0000,07/29/2020 12:00:00 AM +0000,VIOLATION,DAVID GILSON,,153,HEATH,153 HEATH,BUFFALO,NY,14214,0794600002026000,42.95473801732845,-78.82948632647613,POINT (-78.829486326476 42.954738017328),UNIVERSITY,District E,46.01,2,2002,University Heights
