RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,Link,Latitude,Longitude,Location1
008305-20CP,Complaint,Request,Construction,"The builder of the home currently being constructed on this site, Winfield Homes, is now submitting a request 6712805-CN-006 to increase the garage from a 1 car to a 2 car garage""due to a hazardous tree being removed"" (refer to letter from CW Design, Inc. dated 9/10/20).   The 1-car garage on the plans originally approved by the city was on the SW corner of the lot, while the new proposed garage is on the NW corner of the lot, where said tree originally stood.  A city inspecto",2020-09-18,,,Completed,6853 51ST AVE NE,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008305-20CP,47.67910696,-122.27326333,"6853 51ST AVE NE
SEATTLE, WA 98115
(47.67910696, -122.27326333)"
008412-20CP,Complaint,Request,Land Use,Per Online; Multiple unpermitted ADU and other structures on lot. Clearly visible using Property Finder https://aduniverse-seattlecitygis.hub.arcgis.com/pages/feasibilityLot coverage is much higher than 16%,2020-09-24,,,Under Investigation,9734 4th AVE NW,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008412-20CP,47.70079084,-122.36176891,"9734 4th AVE NW
(47.70079084, -122.36176891)"
008456-20CP,Complaint,Request,Land Use,"PER CSB: Garbage, vegetation, nusance, fence damagedCall vacant land owners- Clarify owner responsibility regarding items dumped on property",2020-09-22,,,Under Investigation,3803 S HOLLY ST,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008456-20CP,47.54232381,-122.2846643,"3803 S HOLLY ST
SEATTLE, WA 98118
(47.54232381, -122.2846643)"
003547-19CP,Complaint,Request,Vacant Building,"Unmaintained, open to entry. Complainant locked door today.",2019-05-09,2020-09-23,Completed,Completed,5518 S DAWSON ST,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003547-19CP,47.55500596,-122.26388263,"5518 S DAWSON ST
SEATTLE, WA 98118
(47.55500596, -122.26388263)"
008317-20CP,Complaint,Request,Construction,Per Online; Dirt and mud remaining in the street on Summit Avenue and Spring Street following construction.,2020-09-20,,,Completed,1103 Summit AVE,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008317-20CP,47.61100985,-122.32403312,"1103 Summit AVE
(47.61100985, -122.32403312)"
008384-20CP,Complaint,Request,Land Use,The retaining wall below the chain link fence is in need of serious repair or replacement.  I'm concerned that it hasn't been maintained for many years.  I'm also concerned that it will collapse and affect my property.,2020-09-22,,,Completed,8400 5TH AVE NE,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008384-20CP,47.68987216,-122.32279972,"8400 5TH AVE NE
SEATTLE, WA 98115
(47.68987216, -122.32279972)"
008473-20CP,Complaint,Request,Land Use,"PER CSB: Per SPU: MULTIPLE VIOLATIONS AT THIS LOCATION - POSSIBLE CHOP SHOP, JUNK STORAGE ON THE ROW AND JUNK STORAGE ON PRIVATE PROPERTY. ALL ACTIVITIES RELATED TO RESIDENTS OF 8655 39TH AVE SPrivate property - Auto parts. Car batteries are being taken out of abandoned/stolen? cars and a large amount of junk is being stored under a large tarp on the Greenbelt side of 39th Ave South.SDOT/SDCI - Inspect street use violation and  junk storage violationPHOTOS:gjkohtfwg2",2020-09-23,,,Under Investigation,8637 39TH AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008473-20CP,47.52494457,-122.28396455,"8637 39TH AVE S
SEATTLE, WA 98118
(47.52494457, -122.28396455)"
1034702-CT,Citation,Case,Land Use,"Violation of Land Use- the outdoor junk storage and parking in the required setback05-15-15- md- Observed the outdoor junk storage including but not limited to appliance (refrigerator, mircrowave), shopping carts, inop vehicle (a red one covered partially with tarp and on jacks), furnitures and other items on the bakc of the truck, at north side yard, tv set and other items in front porch, a couple vehicles parked in the required front setback.",2015-05-19,2020-09-18,Completed,Citation Issued,1112 21ST AVE S,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034702-CT,47.59265462,-122.30457459,"1112 21ST AVE S
SEATTLE, WA 98144
(47.59265462, -122.30457459)"
008460-20CP,Complaint,Request,Weeds,Cant hardly walk through the sidewalk,2020-09-17,,,Completed,7859 A RENTON AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008460-20CP,47.53193754,-122.27866359,"7859 A RENTON AVE S
SEATTLE, WA 98118
(47.53193754, -122.27866359)"
001397-19CP,Complaint,Request,Shoreline,Shoreline--per online--Non-permitted bouy placed in water in front of house.,2019-02-26,2019-05-21,Completed,Completed,8428 Island DR S,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001397-19CP,47.52779262,-122.26050875,"8428 Island DR S
(47.52779262, -122.26050875)"
008277-20CP,Complaint,Request,Vacant Building,"vacant building, homeless on site and property is overgrown",2020-09-18,2020-09-24,Completed,Completed,2721 NE 127TH ST,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008277-20CP,47.72097958,-122.29828708,"2721 NE 127TH ST
SEATTLE, WA 98125
(47.72097958, -122.29828708)"
004721-19CP,Complaint,Request,Shoreline,SHORELINE--per online--illegal waterfront short term rental possible duplexhttps://www.airbnb.com/rooms/1696194,2019-06-11,2020-09-25,Completed,Completed,3049 W GALER ST,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004721-19CP,47.63211632,-122.39782497,"3049 W GALER ST
(47.63211632, -122.39782497)"
008482-20CP,Complaint,Request,Weeds,Overgrown vegetation,2020-09-24,,,Completed,7616 41ST AVE SW,SEATTLE,WA,98136,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008482-20CP,47.53380283,-122.3843308,"7616 41ST AVE SW
SEATTLE, WA 98136
(47.53380283, -122.3843308)"
1050737-VI,Notice of Violation,Case,,Per Online; Giant bright lights on top of this property light up our neighborhood like a prison. The lights run from 9PM until 6AM every day and there isn't anyone in the building yet. Really obnoxiously bright lights,2020-08-12,2020-09-25,Compliance Achieved,Completed,323 BELLEVUE AVE E,SEATTLE,WA,98102,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050737-VI,47.62148685,-122.32704375,"323 BELLEVUE AVE E
SEATTLE, WA 98102
(47.62148685, -122.32704375)"
1046922-VI,Notice of Violation,Case,Vacant Building,"No one living in house, Rodents living in attack/roof, non-working vehicle abandoned in driveway.",2019-06-25,2020-09-24,Admin Closure,Completed,817 NE 95TH ST,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1046922-VI,47.69752363,-122.31957999,"817 NE 95TH ST
SEATTLE, WA 98115
(47.69752363, -122.31957999)"
008471-20CP,Complaint,Request,,per voicemail left with SDCI Director: tenant is complaining about ventilation issues within his residence,2020-09-25,,,Under Investigation,12348 28TH AVE NE,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008471-20CP,47.71884220,-122.29756825,"12348 28TH AVE NE
SEATTLE, WA 98125
(47.7188422, -122.29756825)"
008212-20CP,Complaint,Request,Construction,There is construction project in unit 104.  we suspect permit violation.  Contractor illegally park every day on our parking space.,2020-09-16,,,Completed,601 14th AVE E,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008212-20CP,47.62450625,-122.31504089,"601 14th AVE E
(47.62450625, -122.31504089)"
006168-20CP,Complaint,Request,,"Residental housing with multiple housing and building code violations; an active exposed live wire in attic space, roof detached in areas and leaking, sewage backup and smells from the piping, windows and doors have damaged and worn away wood letting in air drafts, no carbon monoxide detector, no working smoke detector, no fire escape route, inoperable light fixtures, recycling and garbage accumulated in outside receptacles, inadequate ventilation in bathrooms, a damaged e",2020-07-21,,,Closed,914 N 38TH ST,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006168-20CP,47.65286090,-122.3464733,"914 N 38TH ST
SEATTLE, WA 98103
(47.6528609, -122.3464733)"
005539-20CP,Complaint,Request,Construction,owner building 3RD house working outside of issued permit,2020-07-02,,,Completed,1610 N 143RD ST,SEATTLE,WA,98133,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005539-20CP,47.73249320,-122.33925788,"1610 N 143RD ST
SEATTLE, WA 98133
(47.7324932, -122.33925788)"
007362-20CP,Complaint,Request,Construction,Per Online - EMERGENCY - construction materials are falling off the building and crashing down onto occupied property on our adjacent building located at 219 1st Avenue North.,2020-08-21,2020-09-01,Completed,Completed,215 1ST AVE N,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007362-20CP,47.62033222,-122.35575266,"215 1ST AVE N
SEATTLE, WA 98109
(47.62033222, -122.35575266)"
1050993-VI,Notice of Violation,Case,,"Vacant building with strong, nauseating mold smell. Site not secure, dangerous conditions, open to elements. Requesting immediate demolition.",2020-09-25,,,Initiated,7711 15TH AVE NW,SEATTLE,WA,98117,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050993-VI,47.68553034,-122.37709017,"7711 15TH AVE NW
SEATTLE, WA 98117
(47.68553034, -122.37709017)"
008392-20CP,Complaint,Request,Noise,"Per Online; extremely loud jackhammer noise from construction around the 17th floor of the Cabrini Tower (901 Boren, Seattle).  Businesses have been forced to close because of the noise levels and employees believe that the noise level creates an unsafe work environment.",2020-09-22,,,Completed,901 BOREN AVE,SEATTLE,WA,98104,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008392-20CP,47.60883459,-122.32495216,"901 BOREN AVE
SEATTLE, WA 98104
(47.60883459, -122.32495216)"
008468-20CP,Complaint,Request,Land Use,Per CSB; SDCI - Enforce junk storage violation. The backyard is littered with construction debris and garbage.,2020-09-25,,,Under Investigation,1553 S SHELTON ST,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008468-20CP,47.55767323,-122.31107934,"1553 S SHELTON ST
SEATTLE, WA 98108
(47.55767323, -122.31107934)"
008798-19CP,Complaint,Request,Construction,Slide concerns,2019-09-12,,,Closed,335 25TH AVE E,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008798-19CP,47.62236238,-122.30042489,"335 25TH AVE E
SEATTLE, WA 98112
(47.62236238, -122.30042489)"
008779-19CP,Complaint,Request,Construction,"Per Online; We are on 329 25th Ave E, the neighboring lot to construction on 333 and 335 25th Ave E. The neighbors working on the 333 & 335 25th Ave E lots excavated last week and while the shoring wall went up they did not back fill it till today. Therefore, our hillside was sitting unsupported for over a week and through the heavy rains over the weekend. Our planters each sunk between 6-12in and are totally sideways now.  Even though they were pushed back to our side,",2019-09-12,,,Completed,335 25TH AVE E,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008779-19CP,47.62236238,-122.30042489,"335 25TH AVE E
SEATTLE, WA 98112
(47.62236238, -122.30042489)"
1045532-CT,Citation,Case,Land Use,Vacant Building,2018-12-05,2018-12-04,Completed,Completed,8457 ISLAND DR S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045532-CT,47.52702959,-122.26165344,"8457 ISLAND DR S
SEATTLE, WA 98118
(47.52702959, -122.26165344)"
008462-20CP,Complaint,Request,Noise,"high level noise from lawn mowing above 90 decibels, they continue to blow directly into the street",2020-09-25,,,Completed,1200 12TH AVE S,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008462-20CP,47.59280695,-122.31600169,"1200 12TH AVE S
SEATTLE, WA 98144
(47.59280695, -122.31600169)"
007921-19CP,Complaint,Request,"Construction , Noise",Pile driving 12 inches from DADU west of property. Noise and vibration are safety concerns for occupant of DADU.Would like Noise and Construction feedback on how close this work is allowed to surrounding properties.,2019-08-22,,,Completed,335 25TH AVE E,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007921-19CP,47.62236238,-122.30042489,"335 25TH AVE E
SEATTLE, WA 98112
(47.62236238, -122.30042489)"
1050997-TR,Tenant Relocation,Request,,TRAO: Owner's Certification of No Displacement - Project will not result in the displacement of a residential tenant.  Remove TRAO hold on permits 6705551-CN and 6771726-DM.,2020-09-25,,,Closed,800 E DENNY WAY,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050997-TR,47.61890767,-122.32188446,"800 E DENNY WAY
SEATTLE, WA 98122
(47.61890767, -122.32188446)"
008043-20CP,Complaint,Request,LandLord/Tenant,"tenant rights, received 90 day notice to vacate",2020-09-11,,,Closed,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008043-20CP,,,
008454-20CP,Complaint,Request,Noise,Per Online; why are LOUD TRUCKS PAINTING THE ROAD AT 4:30 IN THE MORNING this is an UNNECESSARY PUBLIC DISTURBANCE,2020-09-25,,,Completed,400 WALL ST,SEATTLE,WA,98121,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008454-20CP,47.61706951,-122.34625738,"400 WALL ST
SEATTLE, WA 98121
(47.61706951, -122.34625738)"
007731-20CP,Complaint,Request,Construction,"Demolition of a single family residence has been proceeding off and on for over a week, and no effort is being made to control airborne dispersal of construction materials. Particles of who knows what are readily observed blowing around the neighborhood.",2020-09-02,,,Closed,7902 3rd AVE NW,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007731-20CP,47.68636717,-122.36032892,"7902 3rd AVE NW
(47.68636717, -122.36032892)"
006310-20CP,Complaint,Request,Tree,Trees cut in an ECA within thelast 2 months.  Owner is nowgetting rid of the evidence.  Complainant will allowaccess to view from herproperty.,2020-07-27,2020-08-04,No Violation,Completed,4435 1ST AVE NW,SEATTLE,WA,98107,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006310-20CP,47.66088674,-122.35749168,"4435 1ST AVE NW
SEATTLE, WA 98107
(47.66088674, -122.35749168)"
007145-20CP,Complaint,Request,Construction,"We filed a complaint a few months ago regarding the property line between our house and the new development to our north at 1134 26th ave.  They have made a grade cut between our properties with out retaining it and, according to the results of our complaint, were supposed to construct a wall to hold back the grade not using the cedar fence as  the wall.  They have filled some of this  grade in with gravel but have loaded it against the cedar fence leaving a gap betwee",2020-08-18,2020-09-16,Completed,Completed,1134 26TH AVE,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007145-20CP,47.61260595,-122.29854593,"1134 26TH AVE
SEATTLE, WA 98122
(47.61260595, -122.29854593)"
007642-20CP,Complaint,Request,Construction,"The three buildings taken down on Federal have come down in an extremely dangerous and haphazard fashion. On Saturday August 29th the final building came down (601) with debris going into the sidewalk, onto parked cars below, dust covered the neighborhood. The smell is bad and has now. The other two houses have been rubble for over a week.",2020-08-30,2020-09-22,Completed,Completed,601 FEDERAL AVE E,SEATTLE,WA,98102,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007642-20CP,47.62439196,-122.31908597,"601 FEDERAL AVE E
SEATTLE, WA 98102
(47.62439196, -122.31908597)"
007751-20CP,Complaint,Request,Construction,"This is a further addendum to the original complaint 007141-20CP. **Appears to reference wrong complaint per 007141-20CPis a light trespass issue. Relating to 007145-20CP - JH""Though the developer has addressed most of the issue along the southern property line by installing concrete block, there is still an 8 foot section along the property line of the back residence (at the steps) where the cedar fence boards are being used as a retaining wall for the gravel and landsc",2020-09-02,2020-09-15,Completed,Completed,1134 26TH AVE,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007751-20CP,47.61260595,-122.29854593,"1134 26TH AVE
SEATTLE, WA 98122
(47.61260595, -122.29854593)"
1050058-CT,Citation,Case,Weeds,Vegetation overgrowth  Blocking sidewalk .,2020-03-13,2020-09-24,Compliance Achieved,Completed,5907 44th AVE S,SEATTLE,WA,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050058-CT,47.54945666,-122.27831184,"5907 44th AVE S
SEATTLE, WA
(47.54945666, -122.27831184)"
007873-20CP,Complaint,Request,Construction,"This a further addendum to the original complaint 007145-20CP.  The developer of 1134/1136 26th Ave. has installed concrete block along a portion of the south (shared) property line between our two properties (ours being 1130 26th Ave.)  In doing so we believe they have installed the concrete block over the property line.  While putting in the concrete block, workers excavated more of our property in order to set back the concrete block onto our property to align the wall with",2020-09-05,2020-09-15,Completed,Completed,1134 26th AVE,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007873-20CP,47.61260595,-122.29854593,"1134 26th AVE
(47.61260595, -122.29854593)"
007535-20CP,Complaint,Request,Land Use,"garbage, junk cars, furniture this place is a mess squatters have taken over the property, our neighborhood is being effected by all this garbage",2020-08-27,,,Completed,6968 24TH AVE SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007535-20CP,47.53968229,-122.3626239,"6968 24TH AVE SW
SEATTLE, WA 98106
(47.53968229, -122.3626239)"
005657-20CP,Complaint,Request,Land Use,PER CSB: In the street on Charles in the cul-de-sac.An old engine (6 month)An old small-ish boat with large hole (3 months)A 60 gallon rain barrel (2 months)A old metal shelf (1 week),2020-07-08,2020-09-28,Completed,Completed,828 26TH AVE S,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005657-20CP,47.59469275,-122.29878685,"828 26TH AVE S
SEATTLE, WA 98144
(47.59469275, -122.29878685)"
004068-20CP,Complaint,Request,"Emergency , Vacant Building","Open to entry, overgrown and junk storage",2020-05-19,2020-09-23,Completed,Completed,2324 YALE AVE E,SEATTLE,WA,98102,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004068-20CP,47.64051764,-122.32668863,"2324 YALE AVE E
SEATTLE, WA 98102
(47.64051764, -122.32668863)"
007213-20CP,Complaint,Request,"Land UseWeeds ,",Blocking sidewalk or stairway Overgrown thorny weeds blocking sidewalk all along block.,2020-08-14,2020-09-22,Completed,Completed,5201 39TH AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007213-20CP,47.55531959,-122.28374911,"5201 39TH AVE S
SEATTLE, WA 98118
(47.55531959, -122.28374911)"
005583-20CP,Complaint,Request,Land Use,junk storage,2020-07-06,2020-09-03,Completed,Completed,5306 M L KING JR WAY S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005583-20CP,47.55405724,-122.28906218,"5306 M L KING JR WAY S
SEATTLE, WA 98118
(47.55405724, -122.28906218)"
006621-20CP,Complaint,Request,Weeds,Overgrown laurel encroaching streetPedestrian and visibility issues,2020-07-30,2020-09-10,Completed,Under Investigation,8535 12TH AVE NW,SEATTLE,WA,98117,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006621-20CP,47.69171255,-122.37171851,"8535 12TH AVE NW
SEATTLE, WA 98117
(47.69171255, -122.37171851)"
005353-20CP,Complaint,Request,Land Use,"The owner of 832 31st Ave. S, Seattle, WA 98144 has constructed a pole carport structure on the public right away located at the base of the S. Charles St. public stairs directly adjacent to 3107 S Charles St., Seattle, WA 98144. Cars belonging to 832 31st Ave. S have also been parked on this public right away from time to time and, in general, this public property is treated as the private property of 832 31st Ave. S. Relevant photos are attached. Thank you for your time.",2020-06-29,2020-09-28,Completed,Completed,832 31ST AVE S,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005353-20CP,47.59474046,-122.29237204,"832 31ST AVE S
SEATTLE, WA 98144
(47.59474046, -122.29237204)"
008355-20CP,Complaint,Request,LandLord/Tenant,Rights inquiry.,2020-09-21,,,Under Investigation,5002 GREEN LAKE WAY N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008355-20CP,47.66521268,-122.33982735,"5002 GREEN LAKE WAY N
SEATTLE, WA 98103
(47.66521268, -122.33982735)"
007230-20CP,Complaint,Request,,"Overgrown berry sticker bushes out to the middle of the alley, making an unsafe condition for vehicles and pedestrians alike, Recycling trucks hot exhaust stack could ignite fire.",2020-08-18,2020-09-22,Completed,Completed,4432 11TH AVE S,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007230-20CP,47.56376065,-122.31826427,"4432 11TH AVE S
SEATTLE, WA 98108
(47.56376065, -122.31826427)"
007614-20CP,Complaint,Request,"Construction , Noise","Per Online; I live in the 5th and Madison condominiums.  I believe there to be remodeling construction being done without a permit. Further, they have repeatedly violated the city ordinance by working until 10pm at night. They have been asked to stop and continue to do it. Since Monday of this week they have worked until 9/10pm at night every night.  They also worked over the prior weekend which is not allowed by our condo association and during times outside o",2020-08-28,,,Completed,909 5TH AVE,SEATTLE,WA,98164,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007614-20CP,47.60634824,-122.33184994,"909 5TH AVE
SEATTLE, WA 98164
(47.60634824, -122.33184994)"
008524-20CP,Complaint,Request,LandLord/Tenant,"Notice to vacate, rights inquriy",2020-09-28,,,Under Investigation,14027 LAKE CITY WAY NE,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008524-20CP,47.73124006,-122.29308362,"14027 LAKE CITY WAY NE
SEATTLE, WA 98125
(47.73124006, -122.29308362)"
007560-20CP,Complaint,Request,Land Use,"Per CSB ; per SPU: This is Private Property. The old Money Tree site, under construction. Last time the construction workers at the pushed the garbage on to the sidewalk. Every week I receive reports regarding garbage in this property. - LTC",2020-08-21,,,Completed,1001 BOYLSTON AVE,SEATTLE,WA,98104,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007560-20CP,47.61074717,-122.32260224,"1001 BOYLSTON AVE
SEATTLE, WA 98104
(47.61074717, -122.32260224)"
007553-20CP,Complaint,Request,Land Use,PER CSB: Money tree site. Garbage is ones the stairs and creeping over onto sidewalk,2020-08-27,,,Completed,1001 BOYLSTON AVE,SEATTLE,WA,98104,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007553-20CP,47.61074717,-122.32260224,"1001 BOYLSTON AVE
SEATTLE, WA 98104
(47.61074717, -122.32260224)"
008492-20CP,Complaint,Request,Noise,There is loud jack hammering disrupting hotel guests past 5pm (it is now about 8pm) at the intersection of 2nd Ave and Cherry St.,2020-09-25,,,Completed,612 2ND AVE,SEATTLE,WA,98104,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008492-20CP,47.60295050,-122.33264599,"612 2ND AVE
SEATTLE, WA 98104
(47.6029505, -122.33264599)"
008486-20CP,Complaint,Request,Construction,construction/barriers blocking,2020-09-25,,,Completed,12200 STONE AVE N,SEATTLE,WA,98133,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008486-20CP,47.71864469,-122.34200064,"12200 STONE AVE N
SEATTLE, WA 98133
(47.71864469, -122.34200064)"
007545-20CP,Complaint,Request,Land Use,PER CSB: Money Tree site construction company not maintaining the propertyPrivate property - garbagejunk storage violation,2020-08-27,2020-09-23,Completed,Completed,1010 BOYLSTON AVE,SEATTLE,WA,98104,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007545-20CP,47.61099688,-122.32166914,"1010 BOYLSTON AVE
SEATTLE, WA 98104
(47.61099688, -122.32166914)"
1049785-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units: 4; total units occupied: 4.  Demolition.,2020-02-13,,,Completed,102 HARVARD AVE E,SEATTLE,WA,98102,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1049785-TR,47.61900771,-122.32190049,"102 HARVARD AVE E
SEATTLE, WA 98102
(47.61900771, -122.32190049)"
1051001-CT,Citation,Case,Weeds,HAZARDOUS WEEDS-  Overgrown vegetation into the sidewalk area and roadway.,2020-09-28,2020-09-10,Completed,Warning,8535 12TH AVE NW,SEATTLE,WA,98117,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051001-CT,47.69171255,-122.37171851,"8535 12TH AVE NW
SEATTLE, WA 98117
(47.69171255, -122.37171851)"
1050901-VI,Notice of Violation,Case,,ELECTRICITY OFFHAPPENS OFTENIS BUILDING PROBLEMNOT WORK OR NON-PAYRELATED,2020-09-11,2020-09-28,Compliance Achieved,Completed,315 10TH AVE,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050901-VI,47.60482781,-122.31972297,"315 10TH AVE
SEATTLE, WA 98122
(47.60482781, -122.31972297)"
008499-20CP,Complaint,Request,Construction,"Illegal building, excessive trash, horsing, rats, odors",2020-09-27,,,Under Investigation,1225 S Concord ST,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008499-20CP,47.52372813,-122.31648425,"1225 S Concord ST
(47.52372813, -122.31648425)"
008523-20CP,Complaint,Request,LandLord/Tenant,"Notice to vacate, rights inquiry",2020-09-28,,,Under Investigation,542 S CLOVERDALE ST,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008523-20CP,47.52666921,-122.32639067,"542 S CLOVERDALE ST
SEATTLE, WA 98108
(47.52666921, -122.32639067)"
007449-20CP,Complaint,Request,Land Use,"PER CSB: Customer called  regarding the encampment in the vacant lot next to their apartment on Linden Ave N. He said the empty lot next to them has had campers for the past year but now it has grown to be disruptive to neighbors, with noise at all hours, yelling, screaming, music, building sounds.. He said he has called police multiple times. Please notify property owner that better fencing is needed, fence ripped open on one side.",2020-08-25,,,Completed,13524 LINDEN AVE N,SEATTLE,WA,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007449-20CP,47.72841611,-122.34691863,"13524 LINDEN AVE N
SEATTLE, WA
(47.72841611, -122.34691863)"
1049992-VI,Notice of Violation,Case,Land Use,Per CSB-junk storage,2020-03-06,2020-09-28,Compliance Achieved,Completed,7713 RAINIER AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1049992-VI,47.53328890,-122.27034671,"7713 RAINIER AVE S
SEATTLE, WA 98118
(47.5332889, -122.27034671)"
007390-20CP,Complaint,Request,Weeds,PER CSB: Overgrown bushes make it very hard to pass. Definitely not ADA compliant!PHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5f36acb3e896d7c48c336fce/report.jpg,2020-08-23,,,Completed,4043 20TH AVE SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007390-20CP,47.56705625,-122.35939264,"4043 20TH AVE SW
SEATTLE, WA 98106
(47.56705625, -122.35939264)"
1051003-CT,Citation,Case,,,2020-09-28,2020-09-03,Completed,Warning,5306 M L KING JR WAY S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051003-CT,47.55405724,-122.28906218,"5306 M L KING JR WAY S
SEATTLE, WA 98118
(47.55405724, -122.28906218)"
