PermitNum,PermitClass,PermitClassMapped,PermitType,PermitTypeMapped,Description,EstProjectCost,AppliedDate,IssuedDate,ExpiresDate,CompletedDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1
6795085-RF,Single Family/Duplex,Residential,Refrigeration,Trade,installing a single zone mini split,5000.0000,2020-08-10,2020-08-10,2022-02-10,2020-09-23,Completed,3116 S IRVING ST,SEATTLE,WA,98144,Greenwood Heating & AC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6795085-RF,47.59142974,-122.29176355,"3116 S IRVING ST
SEATTLE, WA 98144
(47.59142974, -122.29176355)"
6796794-RF,Single Family/Duplex,Residential,Refrigeration,Trade,MAGBOO 038091- SINGLE HEAD DUCTLESS,350.0000,2020-08-19,2020-08-19,2022-02-19,2020-09-23,Completed,9326 31ST PL SW,SEATTLE,WA,98126,MM Comfort Systems,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6796794-RF,47.51919419,-122.3731565,"9326 31ST PL SW
SEATTLE, WA 98126
(47.51919419, -122.3731565)"
6802232-ME,Multifamily,Residential,Mechanical,Trade,"Install (1) single head ductless heat pump in main living area of tenant space (Unit A of 4-plex) and (1) new bath fan in bathroom area.  No penetrations to pass through adjacent unit.  Subject to field inspection, STFI.",3400.0000,2020-09-24,2020-09-24,2022-03-24,,Issued,224 MINOR AVE N,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802232-ME,47.62048963,-122.33276173,"224 MINOR AVE N
SEATTLE, WA 98109
(47.62048963, -122.33276173)"
6785077-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Mitsubishi 24k BTU heat pump located on the roof one 12k head located in the master bedroom on the third floor and one 12k head located in the living room on the main floor,7000.0000,2020-06-02,2020-06-02,2021-12-02,2020-09-25,Completed,3551 S FERDINAND ST,SEATTLE,WA,98118,"Truvet Services, LLC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6785077-RF,47.55752711,-122.28656734,"3551 S FERDINAND ST
SEATTLE, WA 98118
(47.55752711, -122.28656734)"
6774517-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Install HVAC system with venting.,3000.0000,2020-03-03,2020-03-03,2021-09-03,2020-09-25,Completed,8603 22ND AVE SW,SEATTLE,WA,98106,BOBS HEATING AND AIR CONDITIONING,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6774517-FR,47.52629468,-122.36216292,"8603 22ND AVE SW
SEATTLE, WA 98106
(47.52629468, -122.36216292)"
6721386-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Install (1) Heat Pump**Please call Home Owner for coordinating access to dwelling**9/25/2020 jnl renewal,11000.0000,2019-04-12,2019-04-12,2021-10-12,,Issued,5205 RENTON AVE S,SEATTLE,WA,98118,Evergreen Home Heating & Energy,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6721386-RF,47.5549531,-122.28710346,"5205 RENTON AVE S
SEATTLE, WA 98118
(47.5549531, -122.28710346)"
6801170-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Emergency repair to existing side sewer.  No work in  the R/W.,5500.0000,2020-09-18,2020-09-22,2022-03-22,2020-09-25,Completed,11514 40th AVE NE,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801170-SS,47.71223219,-122.28503085,"11514 40th AVE NE
(47.71223219, -122.28503085)"
6802501-RF,Commercial,Non-Residential,Refrigeration,Trade,Replace freezer and cooler.,100.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,620 S SPOKANE ST,SEATTLE,WA,98134,ALLPOINTS HEATING AND FIREPLAC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802501-RF,47.5720986,-122.32496189,"620 S SPOKANE ST
SEATTLE, WA 98134
(47.5720986, -122.32496189)"
6802436-SS,Single Family/Duplex,Residential,Side Sewer,Trade,"Repair existing side sewer, Permaliner installaton. Work in ROW.",10000.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,5632 35TH AVE SW,SEATTLE,WA,98126,JAMES JOHNSON LLC PRICE BUSTERS PLUMBING,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802436-SS,47.55097236,-122.37596351,"5632 35TH AVE SW
SEATTLE, WA 98126
(47.55097236, -122.37596351)"
6759021-SS,Multifamily,Residential,Side Sewer,Trade,Onsite Work for New Drainage and Side Sewer for 4 Units per approved plans w/ Building Permit #6563211-CN. Drainage to New Connection to Storm Main.  Sanitary to Existing Side Sewer.  PE Eval/Cert Required. (ROW work to be under separate permit by an RSSC),0.0000,2019-11-18,2019-11-18,2021-05-18,2020-09-25,Completed,925 A 28TH AVE S,SEATTLE,WA,98144,ALL SEWER CONSTRUCTION LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6759021-SS,47.59391506,-122.29708914,"925 A 28TH AVE S
SEATTLE, WA 98144
(47.59391506, -122.29708914)"
6794862-ME,Single Family/Duplex,Residential,Mechanical,Trade,replace existing gas furnace,5500.0000,,,,,Withdrawn,9043 VIEW AVE NW,SEATTLE,WA,98117,KINGS HEATING & AIR CONDITIONING,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6794862-ME,47.69525414,-122.40161696,"9043 VIEW AVE NW
SEATTLE, WA 98117
(47.69525414, -122.40161696)"
6757269-FS,Single Family/Duplex,Residential,Fire Sprinkler,Trade,"Installation of 21 sprinkler heads, riser, and related material per NFPA 13D 2016 and the city of Seattle's expectations and standards.",11076.0000,2019-11-06,2019-12-04,2021-06-04,,Completed,5600 BEACH DR SW,SEATTLE,WA,98136,EMERALD FIRE,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6757269-FS,47.55198925,-122.39762814,"5600 BEACH DR SW
SEATTLE, WA 98136
(47.55198925, -122.39762814)"
6792288-ME,Commercial,Non-Residential,Mechanical,Trade,Interior HVAC rework on L6 to accommodate associated BLDG TI permit per plan.,125000.0000,2020-07-29,2020-09-25,2022-03-25,,Issued,1531 UTAH AVE S,SEATTLE,WA,98134,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6792288-ME,47.58924534,-122.33567914,"1531 UTAH AVE S
SEATTLE, WA 98134
(47.58924534, -122.33567914)"
6789055-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,install heat pump,5000.0000,2020-07-01,2020-07-01,2022-01-01,2020-09-25,Completed,10440 56TH AVE S,SEATTLE,WA,98178,Evergreen Home Heating & Energy,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6789055-FR,47.50703724,-122.2627806,"10440 56TH AVE S
SEATTLE, WA 98178
(47.50703724, -122.2627806)"
6783476-RF,Multifamily,Residential,Refrigeration,Trade,Install mini split heating,8100.0000,2020-05-20,2020-05-20,2021-11-20,2020-09-25,Completed,940 B BROADWAY E,SEATTLE,WA,98102,NORTHSHORE HEATING LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6783476-RF,47.62810626,-122.3210521,"940 B BROADWAY E
SEATTLE, WA 98102
(47.62810626, -122.3210521)"
6802621-BP,Multifamily,Residential,Boiler-Pressure Vessel,Trade,Replace pool heater with Raypack CR266AENX,0.0000,,2020-09-25,2022-03-25,,Issued,2621 2ND AVE,SEATTLE,WA,98121,UMC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802621-BP,47.61612629,-122.34974746,"2621 2ND AVE
SEATTLE, WA 98121
(47.61612629, -122.34974746)"
6765208-ME,Commercial,Non-Residential,Mechanical,Trade,Install (1) Terminal unit.MECH- STFI,8500.0000,2020-01-03,2020-01-03,2021-07-03,2020-09-25,Completed,1501 E MADISON ST,SEATTLE,WA,98122,"PSF Mechanical, Inc.",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6765208-ME,47.61432845,-122.31258672,"1501 E MADISON ST
SEATTLE, WA 98122
(47.61432845, -122.31258672)"
6801979-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Spot repair on side sewer. Onsite work only.,0.0000,2020-09-23,2020-09-24,2022-03-24,2020-09-25,Completed,2914 W Bertona ST,,,,PRICOR TECHNOLOGIES LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801979-SS,47.65074041,-122.39505227,"2914 W Bertona ST
(47.65074041, -122.39505227)"
6802224-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Side sewer repair. Onsite work only.,0.0000,2020-09-24,2020-09-24,2022-03-24,2020-09-25,Completed,3647 48TH AVE SW,SEATTLE,WA,98116,"Sposari inc., dba Mr. Rooter Plumbing",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802224-SS,47.57071632,-122.39374948,"3647 48TH AVE SW
SEATTLE, WA 98116
(47.57071632, -122.39374948)"
6785070-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Mitsubishi 24k BTU Heat pump located on the roof one 12k head located in the master bedroom on the third floor and one 12k head located in the living room on the main floor,7000.0000,2020-06-02,2020-06-02,2021-12-02,2020-09-25,Completed,3553 S FERDINAND ST,SEATTLE,WA,98118,"Truvet Services, LLC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6785070-RF,47.55752774,-122.28648988,"3553 S FERDINAND ST
SEATTLE, WA 98118
(47.55752774, -122.28648988)"
6722783-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Heat pump,14500.0000,2019-04-19,2019-04-19,2021-10-19,,Issued,2503 PERKINS LN W,SEATTLE,WA,98199,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6722783-RF,47.64093865,-122.41444887,"2503 PERKINS LN W
SEATTLE, WA 98199
(47.64093865, -122.41444887)"
6802553-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Mitsubishi ductless mini split addition.,8073.8200,2020-09-25,2020-09-25,2022-03-25,,Issued,1100 30TH AVE,SEATTLE,WA,98122,BelRed Energy Solutions,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802553-FR,47.6118385,-122.29353753,"1100 30TH AVE
SEATTLE, WA 98122
(47.6118385, -122.29353753)"
6800439-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Install (1) ducted furnace. Install exhaust and ventilation.,6000.0000,2020-09-14,2020-09-14,2022-03-14,,Withdrawn,6853 51ST AVE NE,SEATTLE,WA,98115,BOBS HEATING AND AIR CONDITIONING,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6800439-FR,47.67910696,-122.27326333,"6853 51ST AVE NE
SEATTLE, WA 98115
(47.67910696, -122.27326333)"
6802551-ME,Commercial,Non-Residential,Mechanical,Trade,Demo of existing boiler breeching and stack serving SCCA building G. Provide and install new boiler breeching and stack to serve SCCA building G.,200000.0000,,,,,Additional Info Requested,825 EASTLAKE AVE E,SEATTLE,WA,98109,University Mechanical Contractors,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802551-ME,47.62667824,-122.3296652,"825 EASTLAKE AVE E
SEATTLE, WA 98109
(47.62667824, -122.3296652)"
6801559-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Install ductless heat pump,5000.0000,2020-09-21,2020-09-21,2022-03-21,2020-09-25,Completed,7518 20th AVE NW,,,,FISCHER HEATING AND AIR,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801559-FR,47.68377765,-122.38182845,"7518 20th AVE NW
(47.68377765, -122.38182845)"
6762043-SS,Single Family/Duplex,Residential,Side Sewer,Trade,"Connect new SF home to existing shared 6"" combined sewer line on private property for drainage and sanitary.  Associated building permit 6693031-CN.",350000.0000,2019-12-11,2019-12-11,2021-06-11,2020-09-25,Completed,8906 17TH AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6762043-SS,47.69332383,-122.3092828,"8906 17TH AVE NE
SEATTLE, WA 98115
(47.69332383, -122.3092828)"
6802482-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Install ductless heat pump,5000.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,6816 35th AVE NW,,,,FISCHER HEATING AND AIR,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802482-FR,47.67876113,-122.40211398,"6816 35th AVE NW
(47.67876113, -122.40211398)"
6747641-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Installation of Mitsubishi air handler,13000.0000,2019-09-11,2019-09-11,2021-03-11,2020-09-25,Completed,930 N 76TH ST,SEATTLE,WA,98103,BALLARD NATURAL GAS,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6747641-FR,47.68421488,-122.34584679,"930 N 76TH ST
SEATTLE, WA 98103
(47.68421488, -122.34584679)"
6783475-RF,Multifamily,Residential,Refrigeration,Trade,Install mini split heating,8100.0000,2020-05-20,2020-05-20,2021-11-20,2020-09-25,Completed,940 A BROADWAY E,SEATTLE,WA,98102,NORTHSHORE HEATING LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6783475-RF,47.62806786,-122.32105053,"940 A BROADWAY E
SEATTLE, WA 98102
(47.62806786, -122.32105053)"
6789286-RF,Single Family/Duplex,Residential,Refrigeration,Trade,install heat pump,6000.0000,2020-07-02,2020-07-02,2022-01-02,2020-09-25,Completed,10440 56TH AVE S,SEATTLE,WA,98178,Evergreen Home Heating & Energy,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6789286-RF,47.50703724,-122.2627806,"10440 56TH AVE S
SEATTLE, WA 98178
(47.50703724, -122.2627806)"
6802545-RF,Single Family/Duplex,Residential,Refrigeration,Trade,installing an air conditioner,11000.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,1508 8TH AVE W,SEATTLE,WA,98119,Greenwood Heating & AC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802545-RF,47.6326986,-122.36722075,"1508 8TH AVE W
SEATTLE, WA 98119
(47.6326986, -122.36722075)"
6802532-RF,Single Family/Duplex,Residential,Refrigeration,Trade,"This project has two units, each unit has a ductless heat pump of 24k and 3 indoor units, 1-15k and 2-6k",16944.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,927 NW 52nd ST,,,,Legacy One Heating,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802532-RF,47.66627607,-122.36996047,"927 NW 52nd ST
(47.66627607, -122.36996047)"
6785269-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Install (1) heat pump.,7000.0000,2020-06-04,2020-06-04,2021-12-04,2020-09-25,Completed,3551 S FERDINAND ST,SEATTLE,WA,98118,"Truvet Services, LLC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6785269-FR,47.55752711,-122.28656734,"3551 S FERDINAND ST
SEATTLE, WA 98118
(47.55752711, -122.28656734)"
6802576-CY,Commercial,Non-Residential,Conveyance,Trade,Install Hydraulic Elevator,140000.0000,,,,,Initiated,700 DEXTER AVE N,SEATTLE,WA,98109,"MITSUBISHI ELECTRIC US, INC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802576-CY,47.62566868,-122.34182192,"700 DEXTER AVE N
SEATTLE, WA 98109
(47.62566868, -122.34182192)"
6794286-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,TENANT IMPROVEMENT - add new pendents for TI ceilings.  Replace existing ESFR heads with standard spray.  Add/relo heads at deck for full height walls in OTS areas,0.0000,2020-08-04,2020-09-25,2022-03-25,,Issued,6050 EAST MARGINAL WAY S,SEATTLE,WA,98108,PATRIOT FIRE PROTECTION INC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6794286-FS,47.54806005,-122.33134132,"6050 EAST MARGINAL WAY S
SEATTLE, WA 98108
(47.54806005, -122.33134132)"
6801431-SB,Commercial,Non-Residential,"Sign, Awning and Canopy",Trade,Install (1) non-illuminated exterior wall sign onto existing supports for tenant.,2000.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,5021 COLORADO AVE S,SEATTLE,WA,98134,Messenger Corporation,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801431-SB,47.55662143,-122.33729385,"5021 COLORADO AVE S
SEATTLE, WA 98134
(47.55662143, -122.33729385)"
6783412-ME,Multifamily,Residential,Mechanical,Trade,"Install (1) mini-split heat pump in Unit B, subject to field inspection, STFI.",8100.0000,2020-05-20,2020-05-20,2021-11-20,2020-09-25,Completed,940 B BROADWAY E,SEATTLE,WA,98102,NORTHSHORE HEATING LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6783412-ME,47.62810626,-122.3210521,"940 B BROADWAY E
SEATTLE, WA 98102
(47.62810626, -122.3210521)"
6711055-FS,Multifamily,Residential,Fire Sprinkler,Trade,New Fire sprinkler systems and standpipes.North & West Buildings and underground parking of Building Master permit #: 6499720 and North & Permit #: 6570641. 9/25/2020 jnl renewal,531478.0000,2019-02-01,2019-04-25,2021-10-25,,Issued,800 NE 66TH ST,SEATTLE,WA,98115,Fire Protection Systems LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6711055-FS,47.67678422,-122.31991338,"800 NE 66TH ST
SEATTLE, WA 98115
(47.67678422, -122.31991338)"
6795060-RF,Single Family/Duplex,Residential,Refrigeration,Trade,installing an air conditioner,8000.0000,2020-08-10,2020-08-10,2022-02-10,2020-09-25,Completed,4830 S RAYMOND ST,SEATTLE,WA,98118,Greenwood Heating & AC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6795060-RF,47.54862738,-122.27129613,"4830 S RAYMOND ST
SEATTLE, WA 98118
(47.54862738, -122.27129613)"
6802622-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Installation of Mitsubishi heat pump.,3000.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,343 W KINNEAR PL,SEATTLE,WA,98119,BALLARD NATURAL GAS,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802622-RF,47.62751671,-122.36250389,"343 W KINNEAR PL
SEATTLE, WA 98119
(47.62751671, -122.36250389)"
6802606-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Installation of Mitsubishi heat pump.,10000.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,2111 4TH AVE W,SEATTLE,WA,98119,BALLARD NATURAL GAS,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802606-RF,47.63814502,-122.36262036,"2111 4TH AVE W
SEATTLE, WA 98119
(47.63814502, -122.36262036)"
6797003-SS,Multifamily,Residential,Side Sewer,Trade,"New Apartment Building sanitary to existing side sewer, other sanitary sewer not used to be capped. Drainage to curb weep. 2 storm pumps. PE Evaluation and Certification required. Associated building permit 6642790-CN.  Includes work in right of way. (ELD: See revision 6642790-007 for approved revision to OSM)",0.0000,2020-08-21,2020-09-21,2022-03-21,,Issued,1823 13TH AVE,SEATTLE,WA,98122,"Ramex Excavating, LLC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6797003-SS,47.61825946,-122.31588329,"1823 13TH AVE
SEATTLE, WA 98122
(47.61825946, -122.31588329)"
6802616-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Replace Heat Pump System,16138.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,8305 CALIFORNIA AVE SW,SEATTLE,WA,98136,Northwest Mechanical,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802616-RF,47.52911252,-122.38770605,"8305 CALIFORNIA AVE SW
SEATTLE, WA 98136
(47.52911252, -122.38770605)"
6802557-RF,Single Family/Duplex,Residential,Refrigeration,Trade,installing a ducted heat pump,15000.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,7018 32ND AVE NE,SEATTLE,WA,98115,Greenwood Heating & AC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802557-RF,47.68007024,-122.29332313,"7018 32ND AVE NE
SEATTLE, WA 98115
(47.68007024, -122.29332313)"
6802466-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Mech for Air handler and heat pump,25000.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,6814 19TH AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802466-FR,47.67813681,-122.30741418,"6814 19TH AVE NE
SEATTLE, WA 98115
(47.67813681, -122.30741418)"
6783214-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,"Installation Of Daikin High Efficiency VRV heat pump system to include ducting in attic, thermostat, drain pan and safety shut off (wet switch)",12580.0000,2020-05-19,2020-05-19,2021-11-19,2020-09-25,Completed,10748 PHINNEY AVE N,SEATTLE,WA,98133,Complete Comfort Heating & A/C LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6783214-FR,47.70839928,-122.35386317,"10748 PHINNEY AVE N
SEATTLE, WA 98133
(47.70839928, -122.35386317)"
6802566-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,"Evans-Heat Pump, Furnace installation",15700.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,3024 E REPUBLICAN ST,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802566-FR,47.6238761,-122.29216858,"3024 E REPUBLICAN ST
SEATTLE, WA 98112
(47.6238761, -122.29216858)"
6800013-RF,Multifamily,Residential,Refrigeration,Trade,"New 30,000 BTU Heat Pump",3000.0000,2020-09-10,2020-09-10,2022-03-10,2020-09-25,Completed,1128 24TH AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6800013-RF,47.59220742,-122.30104016,"1128 24TH AVE S
SEATTLE, WA 98144
(47.59220742, -122.30104016)"
6800752-SS,Single Family/Duplex,Residential,Side Sewer,Trade,SFR: New storm connection to designated receiving waters. New sanitary connection to P.L. Re-using existing lateral from P.L. to main sanitary only. 1 sanitary pump included. Per approved plans under 6636786-CN.,15000.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,10640 RIVIERA PL NE,SEATTLE,WA,98125,"J&L Enterprises, WA LLC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6800752-SS,47.70678265,-122.27513101,"10640 RIVIERA PL NE
SEATTLE, WA 98125
(47.70678265, -122.27513101)"
6801804-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Side sewer repair. Onsite work onsite.,0.0000,2020-09-23,2020-09-23,2022-03-23,2020-09-25,Completed,4026 52nd AVE SW,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801804-SS,47.56768753,-122.39852853,"4026 52nd AVE SW
(47.56768753, -122.39852853)"
6794998-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Install (1) new mini-split heat pump system.,3000.0000,2020-08-07,2020-08-07,2022-02-07,2020-09-25,Completed,6058 34TH AVE NE,SEATTLE,WA,98115,Vlad Hvac llc,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6794998-FR,47.67382361,-122.29088689,"6058 34TH AVE NE
SEATTLE, WA 98115
(47.67382361, -122.29088689)"
6797568-ME,Commercial,Non-Residential,Mechanical,Trade,"Provide and install new equipment. Relocate equipment as required and perform miscellaneous duct and GRD modifications, per plans.",19570.0000,2020-09-16,2020-09-25,2022-03-25,,Issued,450 ALASKAN WAY S,SEATTLE,WA,98104,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6797568-ME,47.59867342,-122.33520646,"450 ALASKAN WAY S
SEATTLE, WA 98104
(47.59867342, -122.33520646)"
6802607-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Installation of 2 Mitsubishi air handlers.,10000.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,2111 4TH AVE W,SEATTLE,WA,98119,BALLARD NATURAL GAS,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802607-FR,47.63814502,-122.36262036,"2111 4TH AVE W
SEATTLE, WA 98119
(47.63814502, -122.36262036)"
6793974-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Install 15 KW Electric Furnace,4365.0000,2020-08-03,2020-08-03,2022-02-03,2020-09-25,Completed,8245 30TH AVE NE,SEATTLE,WA,98115,BRENNAN HEATING & AIR CONDITIONING,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6793974-FR,47.68972706,-122.29636413,"8245 30TH AVE NE
SEATTLE, WA 98115
(47.68972706, -122.29636413)"
6800175-ME,Multifamily,Residential,Mechanical,Trade,"Replace rooftop heat pump, adding additional indoor head, per plans.",5400.0000,2020-09-22,2020-09-24,2022-03-24,2020-09-25,Completed,1128 24TH AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6800175-ME,47.59220742,-122.30104016,"1128 24TH AVE S
SEATTLE, WA 98144
(47.59220742, -122.30104016)"
6798116-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,replace gas furnace,5000.0000,2020-08-27,2020-08-27,2022-02-27,2020-09-25,Completed,1505 NE 68TH ST,SEATTLE,WA,98115,Greenwood Heating & AC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6798116-FR,47.67741096,-122.31164958,"1505 NE 68TH ST
SEATTLE, WA 98115
(47.67741096, -122.31164958)"
6785270-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Install (1) heat pump.,7000.0000,2020-06-04,2020-06-04,2021-12-04,2020-09-25,Completed,3553 S FERDINAND ST,SEATTLE,WA,98118,"Truvet Services, LLC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6785270-FR,47.55752774,-122.28648988,"3553 S FERDINAND ST
SEATTLE, WA 98118
(47.55752774, -122.28648988)"
6799367-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Side Sewer Repair of existing side sewer.  No ROW work included.,500.0000,2020-09-04,2020-09-15,2022-03-15,2020-09-25,Completed,2229 1st AVE W,,,,Sewer Friendly LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6799367-SS,47.6392868,-122.35849945,"2229 1st AVE W
(47.6392868, -122.35849945)"
6802456-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,install ductless heat pump in new construction,10000.0000,2020-09-25,2020-09-25,2022-03-25,,Issued,9512 12TH AVE NW,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802456-FR,47.69827967,-122.37105585,"9512 12TH AVE NW
SEATTLE, WA 98117
(47.69827967, -122.37105585)"
6783477-RF,Multifamily,Residential,Refrigeration,Trade,Install mini split heating,8100.0000,2020-05-20,2020-05-20,2021-11-20,2020-09-25,Completed,940 C BROADWAY E,SEATTLE,WA,98102,NORTHSHORE HEATING LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6783477-RF,47.62813249,-122.3210538,"940 C BROADWAY E
SEATTLE, WA 98102
(47.62813249, -122.3210538)"
