DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
191213777,05/16/2019,05/16/2019,2130,12,77th Street,1256,997,TRAFFIC COLLISION,3004 3029 3026 3101,34,F,B,101,STREET,FLORENCE                     AV,HARVARD                      BL,"(33.9727, -118.285)"
192010833,05/18/2019,05/18/2019,2238,20,Olympic,2002,997,TRAFFIC COLLISION,0605,30,F,W,101,STREET,N  WESTERN                      AV,MELROSE                      AV,"(34.0835, -118.3091)"
191223534,09/23/2019,09/23/2019,0530,12,77th Street,1233,997,TRAFFIC COLLISION,4025 3026 3036 3004 3101 0605,45,M,B,101,STREET,WESTERN,60TH                         ST,"(33.9859, -118.3089)"
191916850,09/22/2019,09/21/2019,1240,19,Mission,1974,997,TRAFFIC COLLISION,3030 4016 3037 3004 3028 3101 3401 3701,22,F,X,101,STREET,VAN NUYS                     BL,NORDHOFF                     ST,"(34.2354, -118.4502)"
190321705,09/28/2019,09/20/2019,1600,03,Southwest,0395,997,TRAFFIC COLLISION,4025 3036 3004 3028 3030 3101,60,F,X,101,STREET,WESTERN,N  43RD                         ST,"(34.0055, -118.3089)"
190619904,09/26/2019,09/26/2019,1100,06,Hollywood,0645,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4006,28,M,X,101,STREET,HIGHLAND                     AV,HOLLYWOOD                    BL,"(34.1016, -118.3387)"
192017775,10/03/2019,10/02/2019,2335,20,Olympic,2074,997,TRAFFIC COLLISION,3004 3025 3035 3037 3101 3401 3701 4027,23,M,H,101,STREET,ROOSEVELT,WASHINGTON,"(34.04, -118.3018)"
191110756,05/21/2019,05/21/2019,1440,11,Northeast,1162,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026,26,M,O,101,STREET,SUNSET                       BL,FOUNTAIN                     BL,"(34.0958, -118.2862)"
191917394,10/02/2019,10/02/2019,1938,19,Mission,1994,997,TRAFFIC COLLISION,,48,F,W,101,STREET,BRIMFIELD,STRATHERN,"(34.216, -118.4576)"
190410113,05/21/2019,05/21/2019,0900,04,Hollenbeck,0438,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3036,24,M,H,101,STREET,BROADWAY,AVENUE 19,"(34.0757, -118.1711)"
191311852,05/22/2019,05/18/2019,2130,13,Newton,1377,997,TRAFFIC COLLISION,3101 3401 3701 3011 3030 3034 3602,40,M,W,101,STREET,LONG BEACH                   BL,54TH                         ST,"(33.9938, -118.2432)"
191311958,05/24/2019,05/24/2019,1435,13,Newton,1333,997,TRAFFIC COLLISION,3101 3401 3701 3008 3025,28,M,H,101,STREET,JEFFERSON,STANFORD,"(34.0146, -118.2634)"
190510063,05/18/2019,05/18/2019,0655,05,Harbor,0567,997,TRAFFIC COLLISION,4025 3006 3029 3026 3101,26,F,H,101,STREET,19TH                         ST,MESA                         ST,"(33.727, -118.2858)"
191214078,05/20/2019,05/17/2019,2240,12,77th Street,1211,997,TRAFFIC COLLISION,3037 3101 4025 3004 3028 3030,26,M,B,101,STREET,54TH                         ST,ARLINGTON                    AV,"(33.9932, -118.3182)"
191812709,05/24/2019,05/24/2019,0140,18,Southeast,1881,997,TRAFFIC COLLISION,4025 3034 3028 3030 3101,50,M,W,101,STREET,HOOVER                       ST,ALONDRA                      BL,"(33.8854, -118.2871)"
191010050,05/21/2019,05/20/2019,2135,10,West Valley,1006,997,TRAFFIC COLLISION,3004 3036 3029 3026 3101 3401 3701 4026,30,M,H,101,STREET,ROSCOE                       BL,ENCINO                       AV,"(34.2209, -118.5143)"
191010068,05/21/2019,05/21/2019,0650,10,West Valley,1015,997,TRAFFIC COLLISION,4010 3004 3036 3030 3028 3101 3401 3701,24,M,O,101,STREET,SHERMAN                      WY,LINDLEY                      AV,"(34.2011, -118.5273)"
191214234,05/21/2019,05/21/2019,1850,12,77th Street,1269,997,TRAFFIC COLLISION,0605 4012 3036 3004 3028 3030 3101,29,M,H,101,STREET,83RD                         ST,MCKINLEY                     AV,"(33.9638, -118.2608)"
190313292,05/21/2019,05/21/2019,0830,03,Southwest,0315,997,TRAFFIC COLLISION,3026 4003 3037 3004 3025 3101,43,M,B,101,STREET,ARLINGTON,24TH                         ST,"(34.0349, -118.3177)"
190510238,05/22/2019,05/22/2019,1506,05,Harbor,0551,997,TRAFFIC COLLISION,4005 3036 3004 3026 3101,18,F,A,101,STREET,WESTERN                      AV,BYNNER                       DR,"(33.7384, -118.3151)"
191910683,05/19/2019,05/19/2019,1610,19,Mission,1994,997,TRAFFIC COLLISION,3004 3037 3028 3602 3101 3401 3701 4026,55,M,W,101,STREET,ROSCOE                       BL,VAN NUYS                     BL,"(34.2216, -118.4488)"
191910950,05/24/2019,05/24/2019,0700,19,Mission,1924,997,TRAFFIC COLLISION,3004 3036 3026 3101 3401 3701 4019,21,M,H,101,STREET,LAUREL CANYON                BL,HUBBARD                      ST,"(34.2842, -118.4579)"
201713010,09/08/2020,09/08/2020,1510,17,Devonshire,1708,997,TRAFFIC COLLISION,3004 3036 3026 3101 4026,51,M,H,101,STREET,SAN FERNANDO                 RD,SEPULVEDA                    BL,"(34.3151, -118.4907)"
190410195,05/23/2019,05/23/2019,1530,04,Hollenbeck,0491,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3036,42,F,H,101,STREET,BOYLE,8TH,"(34.0286, -118.2206)"
201306368,02/10/2020,02/10/2020,1850,13,Newton,1317,997,TRAFFIC COLLISION,0605 3101 3401 3701 3029 3009 3036,27,F,H,101,STREET,WASHINGTON                   BL,NAOMI                        AV,"(34.022, -118.246)"
190619983,10/01/2019,10/01/2019,1510,06,Hollywood,0645,997,TRAFFIC COLLISION,,29,F,H,101,STREET,SUNSET                       BL,LA BREA                      AV,"(34.098, -118.3441)"
190321900,09/30/2019,09/30/2019,0001,03,Southwest,0394,997,TRAFFIC COLLISION,,40,F,B,101,STREET,MARTIN LUTHER KING           BL,5TH                          AV,"(34.0108, -118.3222)"
191319580,09/29/2019,09/29/2019,1100,13,Newton,1309,997,TRAFFIC COLLISION,0605 3102 3401 3701 3011 3024 3032,23,F,H,101,STREET,15TH,ALAMEDA,"(34.0224, -118.2393)"
191917253,09/30/2019,09/30/2019,1350,19,Mission,1998,997,TRAFFIC COLLISION,4026 3004 3026 3035 3037 3101 3401 3701,49,F,H,101,STREET,KATHERINE                    AV,CALHOUN                      AV,"(34.2185, -118.4417)"
190709887,05/01/2019,04/30/2019,1815,07,Wilshire,0766,997,TRAFFIC COLLISION,3006 3028 3035 3037 3101 3401 3701 4007,61,M,W,101,STREET,VICTORIA                     PL,PICO                         BL,"(34.0461, -118.3291)"
190114271,05/23/2019,05/23/2019,1430,01,Central,0111,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3036,28,F,H,101,STREET,COLLEGE                      ST,HILL                         ST,"(34.0644, -118.2387)"
190710827,05/17/2019,05/17/2019,1600,07,Wilshire,0743,997,TRAFFIC COLLISION,3004 3025 3034 3036 3101 3401 3701 4007,35,M,W,101,STREET,OLYMPIC                      BL,HAUSER                       BL,"(34.0574, -118.3535)"
191518450,10/04/2019,10/04/2019,1830,15,N Hollywood,1549,997,TRAFFIC COLLISION,3037 3034 3011 3028 3101 3401 3701 4016,64,M,H,101,STREET,CLYBOURN                     AV,CHANDLER                     BL,"(34.1697, -118.3568)"
190410013,05/18/2019,05/18/2019,0350,04,Hollenbeck,0478,997,TRAFFIC COLLISION,3101 3401 3701 3011 3034 0605,18,M,X,101,STREET,LORENA                       ST,POMONA                       FY,"(34.0295, -118.1999)"
191214045,05/20/2019,05/19/2019,0430,12,77th Street,1241,997,TRAFFIC COLLISION,4025 3028 3101 3006 3030 3037,66,M,B,101,STREET,HYDE PARK                    BL,CRENSHAW                     BL,"(33.9806, -118.3309)"
191412492,05/18/2019,05/18/2019,1600,14,Pacific,1487,997,TRAFFIC COLLISION,3004 3025 3035 3036 3101 3401 3701 4027,22,F,W,101,STREET,KENTWOOD,MANCHESTER,"(33.9575, -118.3916)"
191812682,05/23/2019,05/23/2019,1250,18,Southeast,1827,997,TRAFFIC COLLISION,4025 3037 3004 3030 3101 3028,65,F,B,101,STREET,CENTURY                      BL,GRAHAM                       AV,"(33.9457, -118.243)"
191910751,05/21/2019,05/21/2019,0808,19,Mission,1985,997,TRAFFIC COLLISION,3008 3036 3025 3101 3401 3701 4026,12,M,H,101,STREET,PARTHENIA,TOBIAS,"(34.2279, -118.4516)"
191511176,05/19/2019,05/19/2019,1330,15,N Hollywood,1521,997,TRAFFIC COLLISION,3004 3037 3025 3101 3401 3701 4026 3602,27,F,H,101,STREET,VANOWEN                      ST,ETHEL                        AV,"(34.194, -118.4181)"
191910856,05/22/2019,05/22/2019,0420,19,Mission,1967,997,TRAFFIC COLLISION,0605 3006 3030 3028 3101 3701 4019,,M,O,101,STREET,14200    PIERCE                       ST,,"(34.2462, -118.4421)"
192011018,05/22/2019,05/22/2019,1140,20,Olympic,2002,997,TRAFFIC COLLISION,3006 3028 3030 3037 3101 3401 3701 4027 3034,18,,,101,STREET,CLINTON                      ST,ST ANDREWS                   PL,"(34.0817, -118.3112)"
190711102,05/24/2019,05/23/2019,1800,07,Wilshire,0701,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4007,38,F,C,101,STREET,3RD,LA CIENEGA,"(34.0847, -118.3686)"
191010166,05/24/2019,05/24/2019,1810,10,West Valley,1005,997,TRAFFIC COLLISION,3004 3036 3025 3101 3401 3701 4026,39,M,H,101,STREET,ROSCOE                       BL,YARMOUTH                     AV,"(34.221, -118.5197)"
191511252,05/21/2019,05/21/2019,1100,15,N Hollywood,1515,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 3401 3701 4026,27,M,H,101,STREET,DEHOUGNE                     ST,LANKERSHIM                   BL,"(34.1962, -118.3911)"
191609349,05/23/2019,05/22/2019,1300,16,Foothill,1687,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 3401 3701 4016 0605,,F,O,101,STREET,8100    SUNLAND                      BL,,"(34.2174, -118.3703)"
190114179,05/22/2019,05/22/2019,1000,01,Central,0132,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,27,M,H,101,STREET,3RD                          ST,FIGUEROA                     ST,"(34.0551, -118.2545)"
190313080,05/16/2019,05/16/2019,2300,03,Southwest,0317,997,TRAFFIC COLLISION,4003 3037 3004 3026 3101,28,M,B,101,STREET,NORMANDIE                    AV,ADAMS                        BL,"(34.0327, -118.3002)"
191311726,05/19/2019,05/19/2019,0145,13,Newton,1325,997,TRAFFIC COLLISION,3101 3701 3006 3030 3401,,F,H,101,STREET,25TH                         ST,NAOMI                        AV,"(34.0174, -118.2494)"
190211571,05/18/2019,05/18/2019,2150,02,Rampart,0239,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3029 3036,23,M,H,101,STREET,BEAUDRY,TEMPLE,"(34.0632, -118.2513)"
201713019,09/09/2020,09/08/2020,2055,17,Devonshire,1774,997,TRAFFIC COLLISION,3004 3037 3026 3101 4026,58,M,W,101,STREET,ZELZAH                       AV,SUPERIOR                     ST,"(34.2468, -118.5233)"
190211614,05/19/2019,05/19/2019,1815,02,Rampart,0269,997,TRAFFIC COLLISION,3101 3401 3701 3011 3034 3030,50,M,O,101,STREET,8TH                          ST,COLUMBIA                     AV,"(34.0506, -118.2699)"
191715579,09/19/2019,09/19/2019,0840,17,Devonshire,1781,997,TRAFFIC COLLISION,4021 3037 3011 3030 3028 3101 3401 3701,35,M,O,301,GAS STATION,DE SOTO                      AV,NORDHOFF                     ST,"(34.2355, -118.5885)"
192017735,09/23/2019,09/21/2019,2200,20,Olympic,2029,997,TRAFFIC COLLISION,0605,22,M,H,101,STREET,600 S  LA FAYETTE PARK              PL,,"(34.0652, -118.2878)"
190313274,05/21/2019,05/21/2019,0105,03,Southwest,0397,997,TRAFFIC COLLISION,4025 3026 3004,40,M,H,101,STREET,KENWOOD                      AV,43RD                         ST,"(34.0055, -118.2991)"
192017737,10/01/2019,09/30/2019,1900,20,Olympic,2031,997,TRAFFIC COLLISION,0605,22,M,C,101,STREET,WILSHIRE                     BL,WILTON                       PL,"(34.0617, -118.3142)"
192010861,05/19/2019,03/17/2019,2300,20,Olympic,2031,997,TRAFFIC COLLISION,,25,M,O,101,STREET,8TH                          ST,NORTON                       AV,"(34.0584, -118.3184)"
190113936,05/19/2019,05/19/2019,1015,01,Central,0147,997,TRAFFIC COLLISION,3101 3401 3701 3003 3026 3036 1218,52,M,B,101,STREET,SAN PEDRO,5TH,"(34.0442, -118.2439)"
190211807,05/22/2019,05/22/2019,1730,02,Rampart,0245,997,TRAFFIC COLLISION,3101 3401 3701 3026 3036,73,M,A,101,STREET,ALVARADO,WILSHIRE,"(34.058, -118.2759)"
191518133,09/28/2019,09/28/2019,1545,15,N Hollywood,1589,997,TRAFFIC COLLISION,3004 3037 3025 3101 3401 3701 4026,19,F,A,101,STREET,FOREST LAWN,BARHAM,"(34.1432, -118.3414)"
190917532,09/29/2019,09/29/2019,0059,09,Van Nuys,0923,997,TRAFFIC COLLISION,4009 3003 3024 3036 3101 3401 3701,26,M,H,101,STREET,VANOWEN                      ST,CEDROS                       AV,"(34.1939, -118.4531)"
190612145,05/20/2019,05/20/2019,1610,06,Hollywood,0676,997,TRAFFIC COLLISION,3004 3026 3035 3037 3101 3401 3701 4006,67,F,W,101,STREET,VINE                         ST,WILLOUGHBY                   AV,"(34.0871, -118.3266)"
191614674,09/29/2019,09/28/2019,1100,16,Foothill,1663,997,TRAFFIC COLLISION,3004 3026 3036 3101 3401 3701 4016,34,F,H,101,STREET,LAUREL CANYON                BL,PAXTON                       ST,"(34.2386, -118.402)"
191716088,09/20/2019,09/16/2019,1430,17,Devonshire,1745,997,TRAFFIC COLLISION,3004 3028 3030 3032 3037 3101 3401 3701 4017,20,F,W,101,STREET,CHATSWORTH                   ST,ZELZAH                       AV,"(34.2649, -118.5234)"
190410137,05/22/2019,05/21/2019,2125,04,Hollenbeck,0423,997,TRAFFIC COLLISION,3101 3401 3701 3004 3025 3036 3034,27,F,W,101,STREET,VALLEY,MISSION,"(34.0651, -118.2116)"
190911034,05/19/2019,05/18/2019,2130,09,Van Nuys,0923,997,TRAFFIC COLLISION,3005 3037 3026 3101 3401 3701 4009,40,M,H,101,STREET,VAN NUYS,VANOWEN,"(34.1939, -118.4487)"
191910668,05/18/2019,05/18/2019,1200,19,Mission,1993,997,TRAFFIC COLLISION,3005 3036 3026 3101 3401 3701 4019,55,M,O,101,STREET,ROSCOE,BURNET,"(34.2215, -118.4634)"
192011058,05/22/2019,05/22/2019,0930,20,Olympic,2046,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4020,40,M,W,101,STREET,NEW HAMPSHIRE                AV,8TH                          ST,"(34.0578, -118.2929)"
190510118,05/19/2019,05/19/2019,1055,05,Harbor,0519,997,TRAFFIC COLLISION,0605 3037 3004 3101 3028,21,M,H,101,STREET,PACIFIC COAST                HY,O                            ST,"(33.7915, -118.2381)"
190510201,05/21/2019,05/20/2019,1330,05,Harbor,0525,997,TRAFFIC COLLISION,4005 3037 3004 3025 3101,20,M,H,101,STREET,WILMINGTON                   BL,D                            ST,"(33.7735, -118.2737)"
191511415,05/23/2019,05/23/2019,1555,15,N Hollywood,1585,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4026,29,F,H,101,STREET,RIVERTON                     AV,VENTURA                      BL,"(34.143, -118.3727)"
190114118,05/21/2019,05/21/2019,1625,01,Central,0128,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,40,F,H,101,STREET,CENTRAL                      AV,2ND                          ST,"(34.0477, -118.2393)"
190313147,05/17/2019,05/17/2019,1730,03,Southwest,0394,997,TRAFFIC COLLISION,3036 3004 3028 3030 3101 4003,34,F,B,101,STREET,ARLINGTON,42ND                         ST,"(34.0073, -118.3182)"
190313179,05/17/2019,05/17/2019,2210,03,Southwest,0327,997,TRAFFIC COLLISION,3037 3008 3026 3101 4003,22,F,H,101,STREET,W  ADAMS                        BL,W  ORCHARD                      AV,"(34.0328, -118.2874)"
191311843,05/21/2019,05/21/2019,1540,13,Newton,1344,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,29,F,H,101,STREET,41ST                         ST,MCKINLEY                     AV,"(34.0092, -118.2612)"
191117555,10/04/2019,10/03/2019,2100,11,Northeast,1195,997,TRAFFIC COLLISION,,43,M,I,101,STREET,1000 W  VIN SCULLY                   AV,,"(34.0726, -118.2447)"
190816399,10/02/2019,10/02/2019,1520,08,West LA,0847,997,TRAFFIC COLLISION,,79,M,O,101,STREET,PICO                         BL,FOX HILLS                    DR,"(34.0474, -118.4153)"
201713030,09/09/2020,09/09/2020,0750,17,Devonshire,1781,997,TRAFFIC COLLISION,3004 3025 3034 3036 3101 4026,47,M,H,101,STREET,DE SOTO                      AV,PARTHENIA                    ST,"(34.2282, -118.5885)"
201306444,02/13/2020,02/13/2020,1435,13,Newton,1321,997,TRAFFIC COLLISION,3701 0605 3101 3401 3029 3004 3026,56,F,O,101,STREET,WASHINGTON                   BL,MAPLE                        AV,"(34.0296, -118.2614)"
201306454,02/13/2020,02/13/2020,1520,13,Newton,1321,997,TRAFFIC COLLISION,0605 3101 3401 3701 3004 3026,18,M,H,101,STREET,FIGUEROA,20TH,"(34.033, -118.2729)"
191110907,05/23/2019,05/23/2019,0900,11,Northeast,1151,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030 3034,99,M,O,101,STREET,FRANKLIN,HILLHURST,"(34.0986, -118.2962)"
191110726,05/21/2019,05/21/2019,1030,11,Northeast,1105,997,TRAFFIC COLLISION,3101 3401 3701 3006 3034,40,M,W,101,STREET,EAGLE ROCK                   BL,HILL                         DR,"(34.1429, -118.2139)"
190211825,05/22/2019,05/22/2019,1745,02,Rampart,0212,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3036,46,F,O,101,STREET,VIRGIL,TEMPLE,"(34.0777, -118.2868)"
190410169,05/22/2019,05/22/2019,1230,04,Hollenbeck,0423,997,TRAFFIC COLLISION,0605 3034 3101 3401 3701 3006 3032,18,M,X,101,STREET,2600 N  MAIN                         ST,,"(34.066, -118.2154)"
190917315,09/24/2019,09/24/2019,0625,09,Van Nuys,0974,997,TRAFFIC COLLISION,3004 3030 3028 3037 3101 3401 3701 4009,24,F,X,101,STREET,VAN NUYS                     BL,VENTURA                      FY,"(34.1569, -118.4487)"
190612138,05/20/2019,05/20/2019,1445,06,Hollywood,0644,997,TRAFFIC COLLISION,3004 3026 3035 3036 3101 3401 3701 4006,34,M,W,101,STREET,SUNSET                       BL,FORMOSA                      AV,"(34.098, -118.3463)"
190322067,10/04/2019,10/02/2019,0720,03,Southwest,0335,997,TRAFFIC COLLISION,3037 3004 3026 3029 3101,19,F,B,101,STREET,30TH                         ST,7TH                          AV,"(34.0276, -118.3248)"
190219166,09/28/2019,09/28/2019,1400,02,Rampart,0279,997,TRAFFIC COLLISION,3101 3401 3701 3004 3025 3036,41,M,H,101,STREET,OLYMPIC,BLAINE,"(34.0473, -118.27)"
190619831,09/29/2019,09/29/2019,0015,06,Hollywood,0638,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,37,M,W,101,STREET,WESTERN                      AV,HOLLYWOOD                    BL,"(34.1017, -118.3093)"
190124306,10/03/2019,10/03/2019,1825,01,Central,0119,997,TRAFFIC COLLISION,0605 3101 3401 3701 3004 3026 3036,,M,H,101,STREET,CESAR E CHAVEZ,VIGNES                       ST,"(34.0563, -118.2309)"
190114244,05/23/2019,05/22/2019,2000,01,Central,0152,997,TRAFFIC COLLISION,3101 3401 3701 3004 0910 3034,63,F,O,101,STREET,7TH                          ST,FLOWER                       ST,"(34.0487, -118.2588)"
191412611,05/20/2019,05/20/2019,1530,14,Pacific,1488,997,TRAFFIC COLLISION,3004 3026 3035 3037 3101 3401 3701 4014,65,M,B,101,STREET,BELLANCA                     AV,MANCHESTER                   AV,"(33.9599, -118.3805)"
190516202,09/30/2019,09/30/2019,0500,05,Harbor,0557,997,TRAFFIC COLLISION,4025 3037 3011 3028 3030 3101 0605,18,X,X,101,STREET,GAFFEY                       ST,SEPULVEDA                    ST,"(33.7412, -118.2924)"
191511210,05/20/2019,05/20/2019,0725,15,N Hollywood,1513,997,TRAFFIC COLLISION,3004 3036 3026 3101 3401 3701 4026,31,F,A,101,STREET,VANOWEN                      ST,RHODES                       AV,"(34.194, -118.403)"
191609244,05/20/2019,05/20/2019,0955,16,Foothill,1675,997,TRAFFIC COLLISION,3006 3025 3102 3401 3701 4026 3037 3032,39,F,H,101,STREET,SUNLAND                      BL,VINELAND                     AV,"(34.2309, -118.3727)"
190717358,09/30/2019,09/30/2019,0907,07,Wilshire,0755,997,TRAFFIC COLLISION,3004 3026 3035 3036 3101 3401 3701 4007,41,M,H,101,STREET,SAN VICENTE                  BL,COCHRAN                      AV,"(34.0528, -118.3509)"
190917656,10/02/2019,10/01/2019,0455,09,Van Nuys,0937,997,TRAFFIC COLLISION,4009 3006 3028 3030 3035 3037 3101 3401 3701,,M,X,101,STREET,WOODMAN                      AV,OXNARD                       ST,"(34.1836, -118.4355)"
191511121,05/18/2019,05/18/2019,1435,15,N Hollywood,1548,997,TRAFFIC COLLISION,3004 3026 3037 3101 3401 3029 3701 4015,50,M,H,101,STREET,WEDDINGTON                   ST,LANKERSHIM                   BL,"(34.167, -118.3752)"
191518349,10/02/2019,10/01/2019,1537,15,N Hollywood,1543,997,TRAFFIC COLLISION,4015 3004 3028 3030 3037 3101 3401 3701,57,F,H,101,STREET,WEDDINGTON                   ST,WHITSETT                     AV,"(34.1668, -118.4052)"
191917342,09/29/2019,09/29/2019,1730,19,Mission,1962,997,TRAFFIC COLLISION,3037 3004 3028 3030 3032 3101 3401 3701 4019,64,M,B,101,STREET,SEPULVEDA                    BL,PLUMMER                      ST,"(34.2428, -118.4675)"
201713048,09/09/2020,09/09/2020,1215,17,Devonshire,1727,997,TRAFFIC COLLISION,3004 3026 3036 3101 4026,19,M,W,101,STREET,WILBUR                       AV,HARNETT                      ST,"(34.2614, -118.5448)"
201400555,02/14/2020,02/14/2020,1240,14,Pacific,1469,997,TRAFFIC COLLISION,3004 3025 3035 3037 3101 3401 3701 4014 3029,32,M,B,101,STREET,CENTINELA                    AV,LA TIJERA                    BL,"(33.9772, -118.3739)"
201306455,02/13/2020,02/13/2020,1705,13,Newton,1346,997,TRAFFIC COLLISION,0605 3101 3401 3701 3029 3004 3026,24,F,W,101,STREET,CENTRAL,43RD,"(34.0058, -118.2565)"
190211551,05/18/2019,05/18/2019,1430,02,Rampart,0205,997,TRAFFIC COLLISION,3101 3401 3701 3004 3025,30,M,W,101,STREET,N  VENDOME                      ST,SILVER LAKE                  BL,"(34.0796, -118.2771)"
190124285,10/03/2019,10/03/2019,1055,01,Central,0111,997,TRAFFIC COLLISION,0605 3101 3401 3701 3003 3025 3036,67,M,B,101,STREET,N  BROADWAY                     BL,ALPINE                       ST,"(34.064, -118.2375)"
191614726,10/01/2019,09/30/2019,2120,16,Foothill,1613,997,TRAFFIC COLLISION,3701 4026 3003 3033 3037 3025 3101 3401 3035,35,M,H,101,STREET,FOOTHILL                     BL,VAN NUYS                     BL,"(34.2809, -118.4018)"
190410049,05/20/2019,05/20/2019,0050,04,Hollenbeck,0437,997,TRAFFIC COLLISION,0605 3101 3401 3701 3006 3025 3801 1402,,X,X,101,STREET,2000 N  HICKS                        AV,,"(34.0667, -118.1907)"
190409990,05/17/2019,05/17/2019,0600,04,Hollenbeck,0415,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3036 0605,34,M,H,101,STREET,BROADWAY,DALY                         ST,"(34.0736, -118.2156)"
190114105,05/21/2019,05/21/2019,1410,01,Central,0195,997,TRAFFIC COLLISION,3101 3401 3701 3004 3034,49,M,H,101,STREET,18TH                         ST,LOS ANGELES                  ST,"(34.0312, -118.2615)"
190917741,10/03/2019,10/03/2019,1220,09,Van Nuys,0964,997,TRAFFIC COLLISION,3004 3025 3032 3037 3102 3401 3701 4026,71,F,H,108,PARKING LOT,VAN NUYS                     BL,HARTSOOK                     ST,"(34.164, -118.4486)"
191518287,10/01/2019,09/27/2019,1950,15,N Hollywood,1585,997,TRAFFIC COLLISION,3003 3026 3036 3101 3401 3701 4015,69,F,W,101,STREET,BLUFFSIDE                    DR,VINELAND                     DR,"(34.1421, -118.3703)"
191910904,05/24/2019,05/24/2019,1445,19,Mission,1982,997,TRAFFIC COLLISION,3006 3030 3028 3101 3401 3701 4026 3037,34,F,H,101,STREET,RAYEN                        ST,COLUMBUS                     AV,"(34.2319, -118.4655)"
190809875,05/17/2019,05/17/2019,0620,08,West LA,0815,997,TRAFFIC COLLISION,3003 3026 3035 3037 3101 3401 3701 4027,64,F,H,101,STREET,SUNSET                       BL,S  GLENROY                      AV,"(34.0731, -118.4612)"
190410150,05/22/2019,05/22/2019,0930,04,Hollenbeck,0443,997,TRAFFIC COLLISION,0605 3101 3401 3701 3003 3025,23,F,A,101,STREET,1400    EASTLAKE                     AV,,"(34.0613, -118.2036)"
190510361,05/25/2019,05/25/2019,0950,05,Harbor,0565,997,TRAFFIC COLLISION,3101 4025 3025 3004 3036,75,M,W,101,STREET,GAFFEY                       ST,7TH                          ST,"(33.7379, -118.2923)"
191214174,05/21/2019,05/08/2019,0930,12,77th Street,1257,997,TRAFFIC COLLISION,4025 3004 3026 3101,70,F,B,101,STREET,FIGUEROA                     ST,79TH                         ST,"(33.9679, -118.2827)"
191812351,05/17/2019,05/17/2019,1350,18,Southeast,1846,997,TRAFFIC COLLISION,1501 4018 3037 3004 3026 3101,18,X,X,101,STREET,IMPERIAL                     HY,COMPTON,"(33.9295, -118.2462)"
191511446,05/24/2019,05/24/2019,0855,15,N Hollywood,1501,997,TRAFFIC COLLISION,3037 3006 3025 3101 3401 3701 4026,35,M,H,101,STREET,SATICOY                      ST,ETHEL                        AV,"(34.2074, -118.4182)"
191609395,05/24/2019,05/24/2019,1215,16,Foothill,1611,997,TRAFFIC COLLISION,3004 3036 3024 3101 3401 3701 4016,51,M,H,101,STREET,BRADLEY                      AV,VAUGHN                       ST,"(34.2778, -118.4277)"
191812423,05/19/2019,05/19/2019,0120,18,Southeast,1842,997,TRAFFIC COLLISION,1501 4018 3037 3006 3028 3030 3101,,M,O,101,STREET,MAIN                         ST,109TH                        ST,"(33.9374, -118.2739)"
190313091,05/17/2019,05/17/2019,1000,03,Southwest,0357,997,TRAFFIC COLLISION,3036 3006 3028 3030 3101 4003,28,M,B,101,STREET,JEFFERSON                    BL,CATALINA                     AV,"(34.0255, -118.2937)"
190510142,05/19/2019,05/19/2019,2130,05,Harbor,0585,997,TRAFFIC COLLISION,4005 3036 3004 3025 3026 3101 0605,17,M,W,101,STREET,GAFFEY                       ST,19TH                         ST,"(33.727, -118.2924)"
190114206,05/17/2019,05/17/2019,1645,01,Central,0159,997,TRAFFIC COLLISION,0605 3101 3401 3701 3004 3030,38,M,O,101,STREET,MATEO                        ST,PALMETTO                     ST,"(34.0402, -118.2329)"
191812425,05/18/2019,05/18/2019,1630,18,Southeast,1804,997,TRAFFIC COLLISION,1501 3036 3004 3026 3025 3101 4018,22,F,B,101,STREET,MCKINLEY                     AV,87TH                         PL,"(33.9584, -118.2608)"
191910762,05/21/2019,05/21/2019,1430,19,Mission,1998,997,TRAFFIC COLLISION,3004 3030 3028 3101 3401 3701 4026 3037,43,M,O,101,STREET,ROSCOE                       BL,VAN NUYS                     BL,"(34.2216, -118.4488)"
