UNIQUE KEY,TOW DATE,AGENCY,VEHICLE YEAR,VEHICLE MAKE,LICENSE PLATE,LICENSE STATE,TOW LOCATION,CITY,STATE,ZIP,TOW REASON,TOW DESCRIPTION,LOCATION,LATITUDE,LONGITUDE,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK,NEIGHBORHOOD
200912125JMA,12/12/2009,JMA,2010,DODG,,NY,VIRGIL LAWRENCE,Buffalo,NY,,AI,ACCIDENT,,,,,,,,,UNKNOWN
200704261DPE,04/26/2007,DPE,1992,TOYO,,NY,18 GARNER,Buffalo,NY,14213,IM,IMPOUNDED,"(42.92494989243, -78.894009027113)",42.92494989243044,-78.8940090271128,NIAGARA,District D,171,4,4000,UNKNOWN
200704262DPE,04/26/2007,DPE,2005,CADI,,NY,MAIN/KENSINGTON,Buffalo,NY,14214,AI,ACCIDENT,"(42.927649012773, -78.851514030224)",42.92764901277336,-78.85151403022397,DELAWARE,District D,53,2,2001,UNKNOWN
200704263DPE,04/26/2007,DPE,1998,JEEP,,NY,118 PADEREWSKI,Buffalo,NY,14212,AI,ACCIDENT,"(42.889689107065, -78.844465480617)",42.88968910706522,-78.84446548061744,FILLMORE,District C,15,2,2000,UNKNOWN
200704264DPE,04/26/2007,DPE,2000,GMC,,NY,GRIDER/WARWICK,Buffalo,NY,14215,IM,IMPOUNDED,"(42.930177999036, -78.82917103452)",42.93017799903619,-78.82917103452036,MASTEN,District E,39.01,1,1012,UNKNOWN
200704265RIV,04/26/2007,RIV,1994,DODG,,,205 HARDING,Buffalo,NY,14220,IL,ILLEGAL VEHICLE,"(42.840248072321, -78.816051337639)",42.840248072320776,-78.81605133763898,SOUTH,District A,6,1,1005,UNKNOWN
200704266DPE,04/26/2007,DPE,2006,GMC,,NY,76 SWINBURNE,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.894181309168, -78.821169695542)",42.894181309167834,-78.82116969554212,FILLMORE,District C,24,2,2002,UNKNOWN
200704267DPE,04/26/2007,DPE,1989,GMC,,NY,316 DEWITT,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.925464829327, -78.894686751752)",42.92546482932694,-78.89468675175178,NIAGARA,District D,171,1,1017,UNKNOWN
200704268DPE,04/26/2007,DPE,1999,FORD,,,BROADWAY/ SMITH,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.891910021618, -78.844298026754)",42.89191002161794,-78.8442980267545,FILLMORE,District C,15,2,2000,UNKNOWN
200704269RIV,04/26/2007,RIV,1994,BUIC,,NY,319 CAMBRIDGE,Buffalo,NY,14215,ST,STOLEN VEHICLE,"(42.923449715001, -78.82298781212)",42.923449715000885,-78.82298781211982,MASTEN,District E,170,1,1010,UNKNOWN
200704271DPE,04/27/2007,DPE,1992,BUIC,,NY,17 ALAMO,Buffalo,NY,14220,IL,ILLEGAL VEHICLE,"(42.855047890005, -78.827130527093)",42.85504789000492,-78.82713052709269,SOUTH,District A,2,1,1009,UNKNOWN
200704272DPE,04/27/2007,DPE,1995,DODG,,NY,100 WOOD,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.903858571695, -78.809558661954)",42.90385857169539,-78.80955866195384,LOVEJOY,District C,30,2,2008,UNKNOWN
200704273DPE,04/27/2007,DPE,2004,DODG,,NY,1 WEST FERRY,UNKNOWN,UNKNOWN,UNKNOWN,IL,ILLEGAL VEHICLE,"(42.915123158456, -78.902655666555)",42.91512315845607,-78.90265566655509,NIAGARA,District D,61,1,1009,UNKNOWN
200704275RIV,04/27/2007,RIV,2005,HYUN,,NY,186 SWEET,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.894892147134, -78.833656403394)",42.89489214713382,-78.83365640339406,FILLMORE,District C,27.02,3,3006,UNKNOWN
200704276DPE,04/27/2007,DPE,1996,CHEV,,NY,1225 BROADWAY,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.894700510741, -78.829574533861)",42.8947005107406,-78.82957453386118,FILLMORE,District C,16,2,2012,UNKNOWN
200704281DPE,04/28/2007,DPE,2006,PONT,,NY,E FERRY/GOODYEAR,Buffalo,NY,14215,AI,ACCIDENT,"(42.91451798053, -78.82230803995)",42.91451798052998,-78.82230803995034,FILLMORE,District E,36,3,3005,UNKNOWN
200704282DPE,04/28/2007,DPE,1996,BUIC,,NY,122 ROMA,Buffalo,NY,14215,ST,STOLEN VEHICLE,"(42.925461700967, -78.801064925799)",42.92546170096729,-78.8010649257988,UNIVERSITY,District E,41,4,4000,UNKNOWN
200704283DPE,04/28/2007,DPE,2005,KIA,,NY,328 WILLIAM ST,Buffalo,NY,14204,IL,ILLEGAL VEHICLE,"(42.885113835652, -78.859367693005)",42.88511383565189,-78.8593676930052,ELLICOTT,District B,14.02,4,4006,UNKNOWN
200704284DPE,04/28/2007,DPE,1991,BUIC,,NY,80 EDNA,Buffalo,NY,14209,AB,ABANDONED VEHICLE,"(42.904916442033, -78.862419790499)",42.904916442032686,-78.86241979049893,ELLICOTT,District B,168,1,1010,UNKNOWN
200704286DPE,04/28/2007,DPE,2002,HYUN,,NY,77 LINCOLN PARKWAY,Buffalo,NY,14222,IL,ILLEGAL VEHICLE,"(42.928600558109, -78.873669056797)",42.92860055810923,-78.8736690567974,DELAWARE,District D,63.02,1,1002,UNKNOWN
200704291DPE,04/29/2007,DPE,1992,DODG,,NY,SENECA/NEWMAN,Buffalo,NY,14210,IL,ILLEGAL VEHICLE,"(42.849508953486, -78.80291205538)",42.849508953485696,-78.80291205537989,SOUTH,District A,10,1,1007,UNKNOWN
200704292DPE,04/29/2007,DPE,1999,FORD,,NY,183 MARYLAND,Buffalo,NY,14201,IL,ILLEGAL VEHICLE,"(42.895224215023, -78.885636894537)",42.89522421502286,-78.88563689453657,ELLICOTT,District B,71.01,3,3010,UNKNOWN
200704293RIV,04/29/2007,RIV,1993,TOYO,,NY,1847 SENECA ST,Buffalo,NY,14210,IL,ILLEGAL VEHICLE,"(42.859986289669, -78.81572912896)",42.85998628966903,-78.81572912895987,SOUTH,District A,11,2,2003,UNKNOWN
200704294RIV,04/29/2007,RIV,1991,FORD,,NY,129 BROADWAY,Buffalo,NY,14203,AI,ACCIDENT,"(42.886600490638, -78.868309579876)",42.88660049063772,-78.86830957987632,ELLICOTT,District B,165,1,1078,UNKNOWN
200704295DPE,04/29/2007,DPE,1997,PONT,,NY,651 EAST FERRY,Buffalo,NY,14211,AI,ACCIDENT,"(42.914573890286, -78.839663732911)",42.914573890285546,-78.83966373291106,MASTEN,District C,35,2,2005,UNKNOWN
2007043010GAR,04/30/2007,GAR,1994,LINC,,NY,820 NIAGARA ST,Buffalo,NY,14213,AB,ABANDONED VEHICLE,"(42.90554796602, -78.896261761823)",42.90554796602023,-78.89626176182342,NIAGARA,District B,70,3,3002,UNKNOWN
2007043011GAR,04/30/2007,GAR,99,FORD,,NY,945 LAFAYETTE AVE,Buffalo,NY,14209,AB,ABANDONED VEHICLE,"(42.920594937805, -78.863188604612)",42.92059493780539,-78.86318860461186,ELLICOTT,District D,169,3,3001,UNKNOWN
2007043012DPE,04/30/2007,DPE,3,CHEV,,NY,1731 BROADWAY,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.897278928557, -78.810889926533)",42.89727892855716,-78.81088992653306,LOVEJOY,District C,24,5,5001,UNKNOWN
2007043013DPE,04/30/2007,DPE,6,CHEV,,MI,1565 BAILEY,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.897032208545, -78.813911677634)",42.89703220854485,-78.81391167763394,LOVEJOY,District C,30,2,2005,UNKNOWN
2007043014DPE,04/30/2007,DPE,6,CHEV,,NY,1731 BROADWAY,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.897278928557, -78.810889926533)",42.89727892855716,-78.81088992653306,LOVEJOY,District C,24,5,5001,UNKNOWN
2007043016RIV,04/30/2007,RIV,87,CHEV,,NY,1729 BROADWAY,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.897269230158, -78.810963759875)",42.897269230158265,-78.81096375987488,LOVEJOY,District C,24,5,5001,UNKNOWN
200704302DPE,04/30/2007,DPE,1998,FORD,,NY,908 SMITH,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.886304338041, -78.844096264863)",42.88630433804053,-78.84409626486263,FILLMORE,District C,15,1,1000,UNKNOWN
200704303JMA,04/30/2007,JMA,2002,CADI,,NY,1345 BAILEY,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.890769583209, -78.814068785311)",42.89076958320947,-78.81406878531119,LOVEJOY,District C,24,5,5013,UNKNOWN
200704304DPE,04/30/2007,DPE,1995,CADI,,NY,STANISLAUS/LATHROP,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.897270026579, -78.829928979475)",42.89727002657949,-78.82992897947489,FILLMORE,District C,27.02,3,3000,UNKNOWN
200704305JMA,04/30/2007,JMA,1999,CHRY,,NY,2289 FILLMORE,Buffalo,NY,14214,IL,ILLEGAL VEHICLE,"(42.936179968644, -78.839151271693)",42.936179968643586,-78.83915127169286,MASTEN,District E,40.01,3,3003,UNKNOWN
200704306DPE,04/30/2007,DPE,2003,FORD,,NY,187 CAZENOVIA,Buffalo,NY,14210,IL,ILLEGAL VEHICLE,"(42.852313501167, -78.807864774634)",42.852313501167075,-78.80786477463437,SOUTH,District A,10,3,3005,UNKNOWN
200704307RON,04/30/2007,RON,1996,ISUZ,,NH,42 GERHARDT,Buffalo,NY,14208,GA,GONE ON ARRIVAL,"(42.906392706085, -78.852828306777)",42.90639270608453,-78.85282830677664,ELLICOTT,District C,33.02,4,4002,UNKNOWN
200704308DPE,04/30/2007,DPE,1993,FORD,,NY,170 GOOD,Buffalo,NY,14220,AB,ABANDONED VEHICLE,"(42.856311351385, -78.827660808535)",42.85631135138508,-78.82766080853547,LOVEJOY,District A,2,1,1011,UNKNOWN
200704309GAR,04/30/2007,GAR,1991,BUIC,,NY,220 BERKSHIRE,Buffalo,NY,14215,AB,ABANDONED VEHICLE,"(42.940953184106, -78.817604091173)",42.9409531841056,-78.8176040911732,UNIVERSITY,District E,47,3,3005,UNKNOWN
2007050110RIV,05/01/2007,RIV,1996,TOYO,,NY,97 W GENESEE,Buffalo,NY,14202,IL,ILLEGAL VEHICLE,"(42.887050768615, -78.876839226863)",42.887050768614785,-78.87683922686281,ELLICOTT,District B,165,1,1049,UNKNOWN
2007050111JMA,05/01/2007,JMA,1999,PONT,,NY,108 WEISS,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.869792489433, -78.808786795739)",42.86979248943297,-78.80878679573854,LOVEJOY,District A,19,3,3004,UNKNOWN
2007050112RIV,05/01/2007,RIV,1998,BUIC,,NY,86 CLARENCE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.936823628081, -78.822729672567)",42.93682362808097,-78.82272967256651,UNIVERSITY,District E,42,4,4002,UNKNOWN
2007050113DPE,05/01/2007,DPE,,FORD,,,341 SENECA,Buffalo,NY,14204,AB,ABANDONED VEHICLE,"(42.878453810596, -78.863984516202)",42.878453810596014,-78.86398451620197,ELLICOTT,District A,164,4,4012,UNKNOWN
2007050114RIV,05/01/2007,RIV,2000,FORD,,NY,115 GREY,Buffalo,NY,14212,ST,STOLEN VEHICLE,"(42.893924126747, -78.849599587624)",42.893924126747116,-78.8495995876236,ELLICOTT,District C,166,4,4009,UNKNOWN
2007050115RON,05/01/2007,RON,1997,MAZD,,NY,75 BARTHEL,Buffalo,NY,14211,AB,ABANDONED VEHICLE,"(42.905750616497, -78.827222715639)",42.905750616497045,-78.82722271563867,FILLMORE,District C,29,4,4003,UNKNOWN
2007050116DPE,05/01/2007,DPE,1992,CADI,,NY,237 MULBERRY,Buffalo,NY,14204,ST,STOLEN VEHICLE,"(42.899717599253, -78.861094456379)",42.89971759925337,-78.86109445637862,ELLICOTT,District B,31,3,3014,UNKNOWN
2007050117DPE,05/01/2007,DPE,1993,CHEV,,NY,94 RICHMOND,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.904909369441, -78.881962448632)",42.90490936944116,-78.88196244863174,NIAGARA,District B,69.02,1,1006,UNKNOWN
200705011DPE,05/01/2007,DPE,85,OLDS,,NY,1847 SO PARK,Buffalo,NY,14220,IL,ILLEGAL VEHICLE,"(42.848454363228, -78.823758859745)",42.84845436322756,-78.82375885974496,SOUTH,District A,2,3,3000,UNKNOWN
200705012DPE,05/01/2007,DPE,91,CHEV,,NY,1847 SO PARK,Buffalo,NY,14220,IL,ILLEGAL VEHICLE,"(42.848454363228, -78.823758859745)",42.84845436322756,-78.82375885974496,SOUTH,District A,2,3,3000,UNKNOWN
200705013JMA,05/01/2007,JMA,93,OLDS,,NY,1731 BROADWAY,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.897278928557, -78.810889926533)",42.89727892855716,-78.81088992653306,LOVEJOY,District C,24,5,5001,UNKNOWN
200705015RIV,05/01/2007,RIV,1996,FORD,,NY,WECKER/ROEBLING,Buffalo,NY,14215,AB,ABANDONED VEHICLE,"(42.920794023499, -78.811593009429)",42.920794023498644,-78.81159300942906,LOVEJOY,District E,37,5,5004,UNKNOWN
200705016RIV,05/01/2007,RIV,1997,OLDS,,NY,91 WILLET PK CT,Buffalo,NY,14204,ST,STOLEN VEHICLE,"(42.886355181947, -78.855906353329)",42.88635518194736,-78.85590635332893,ELLICOTT,District B,14.02,4,4013,UNKNOWN
200705017DPE,05/01/2007,DPE,92,CHEV,,NY,668 BAILEY,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.87304313826, -78.819359315295)",42.87304313825971,-78.8193593152951,FILLMORE,District A,163,2,2005,UNKNOWN
200705018RIV,05/01/2007,RIV,2004,CHEV,,NY,133 BENNETT VILL TER,Buffalo,NY,14214,IL,ILLEGAL VEHICLE,"(42.939110347713, -78.830188607297)",42.939110347712564,-78.83018860729725,MASTEN,District E,40.01,1,1002,UNKNOWN
200705019RIV,05/01/2007,RIV,1999,FORD,,NY,180 STANISLAUS,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.897316214842, -78.832267673118)",42.897316214841595,-78.83226767311831,FILLMORE,District C,27.02,3,3003,UNKNOWN
2007050210DPE,05/02/2007,DPE,1992,BUIC,,NY,1340 MICHIGAN,Buffalo,NY,14209,AI,ACCIDENT,"(42.909796303708, -78.862522709696)",42.909796303707886,-78.86252270969561,ELLICOTT,District B,168,2,2006,UNKNOWN
2007050211GAR,05/02/2007,GAR,1993,FORD,,NY,43 HAYDEN,Buffalo,NY,14210,IP,ILLEGALLY PARKED,"(42.857831613582, -78.811066787048)",42.85783161358239,-78.81106678704755,SOUTH,District A,10,5,5005,UNKNOWN
2007050212GAR,05/02/2007,GAR,,BOAT,,,135 CARLTON,Buffalo,NY,14203,AB,ABANDONED VEHICLE,"(42.898464247417, -78.864426217017)",42.89846424741736,-78.86442621701684,ELLICOTT,District B,31,4,4016,UNKNOWN
2007050213DPE,05/02/2007,DPE,1995,MITS,,NY,175 TOWNSEND,Buffalo,NY,14212,AI,ACCIDENT,"(42.889898159122, -78.840952168609)",42.889898159122005,-78.84095216860874,FILLMORE,District C,16,1,1001,UNKNOWN
2007050214DPE,05/02/2007,DPE,1992,FORD,,NY,497 WEST FERRY,Buffalo,NY,14213,AI,ACCIDENT,"(42.905252154286, -78.890604531225)",42.90525215428558,-78.89060453122457,NIAGARA,District B,69.02,3,3001,UNKNOWN
2007050215GAR,05/02/2007,GAR,1992,BUIC,,NY,54 INWOOD,Buffalo,NY,14209,IP,ILLEGALLY PARKED,"(42.925215193953, -78.870508184828)",42.92521519395255,-78.8705081848281,DELAWARE,District D,63.02,3,3000,UNKNOWN
2007050216DPE,05/02/2007,DPE,1985,MERC,,NY,MICHIGAN/DODGE,Buffalo,NY,14209,IM,IMPOUNDED,"(42.905756957215, -78.862541021567)",42.90575695721539,-78.86254102156695,ELLICOTT,District B,168,2,2013,UNKNOWN
2007050217DPE,05/02/2007,DPE,1999,CHEV,,NY,16 EDSON,Buffalo,NY,14210,IL,ILLEGAL VEHICLE,"(42.849882274445, -78.802615128975)",42.8498822744447,-78.8026151289751,SOUTH,District A,10,1,1006,UNKNOWN
2007050218DPE,05/02/2007,DPE,,DODG,,MD,BAYNES/POTOMAC,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.924104959068, -78.884922969733)",42.92410495906777,-78.8849229697332,NIAGARA,District D,63.01,4,4007,UNKNOWN
200705021DPE,05/02/2007,DPE,1996,DODG,,NY,2756 BAILEY AVE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.929879103186, -78.813722600214)",42.92987910318564,-78.81372260021406,MASTEN,District E,42,3,3004,UNKNOWN
200705023JMA,05/02/2007,JMA,1994,CHEV,,NY,RICHMOND/WEST UTICA,Buffalo,NY,14222,IL,ILLEGAL VEHICLE,"(42.911297029588, -78.882025945287)",42.91129702958843,-78.88202594528732,NIAGARA,District B,67.01,3,3002,UNKNOWN
200705024DPE,05/02/2007,DPE,1999,BUIC,,NY,2767 BAILEY AVE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.930018738718, -78.813573045162)",42.93001873871751,-78.81357304516186,UNIVERSITY,District E,44.02,2,2004,UNKNOWN
200705026DPE,05/02/2007,DPE,1993,GMC,,NY,693 EAST FERRY,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.914534429307, -78.836284156378)",42.91453442930668,-78.83628415637776,MASTEN,District C,34,4,4001,UNKNOWN
200705027DPE,05/02/2007,DPE,1993,CHRY,,NY,410 RHODE ISLAND,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.911248560148, -78.886418887992)",42.911248560148465,-78.88641888799236,NIAGARA,District B,69.01,1,1004,UNKNOWN
200705027GAR,05/02/2007,GAR,1991,PONT,,NY,21 CARL ST,Buffalo,NY,14215,AB,ABANDONED VEHICLE,"(42.915102131525, -78.827708719468)",42.91510213152509,-78.82770871946813,MASTEN,District E,34,2,2004,UNKNOWN
200705028JMA,05/02/2007,JMA,1999,CHEV,,NY,414 LINCOLN PKWY,Buffalo,NY,14216,IP,ILLEGALLY PARKED,"(42.940946039277, -78.872327510566)",42.940946039276525,-78.87232751056595,NORTH,District D,54,2,2003,UNKNOWN
200705029DPE,05/02/2007,DPE,1991,CHEV,,NY,NORWOOD/WEST UTICA,Buffalo,NY,14222,IL,ILLEGAL VEHICLE,"(42.911293026126, -78.880292950293)",42.9112930261256,-78.88029295029264,NIAGARA,District B,67.01,3,3001,UNKNOWN
2007050310DPE,05/03/2007,DPE,2005,NISS,,NY,E AMHERST/CLARENCE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.940096037064, -78.822608001664)",42.94009603706421,-78.82260800166367,UNIVERSITY,District E,47,4,4009,UNKNOWN
2007050311DPE,05/03/2007,DPE,1998,CADI,,NY,E AMHERST/CLARENCE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.940096037064, -78.822608001664)",42.94009603706421,-78.82260800166367,UNIVERSITY,District E,47,4,4009,UNKNOWN
2007050312DPE,05/03/2007,DPE,1999,MERC,,NY,E AMHERST/CLARENCE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.940096037064, -78.822608001664)",42.94009603706421,-78.82260800166367,UNIVERSITY,District E,47,4,4009,UNKNOWN
2007050313DPE,05/03/2007,DPE,2005,PONT,,NY,E AMHERST/CLARENCE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.940096037064, -78.822608001664)",42.94009603706421,-78.82260800166367,UNIVERSITY,District E,47,4,4009,UNKNOWN
2007050315DPE,05/03/2007,DPE,1998,FORD,,NY,E AMHERST/CLARENCE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.940096037064, -78.822608001664)",42.94009603706421,-78.82260800166367,UNIVERSITY,District E,47,4,4009,UNKNOWN
2007050316DPE,05/03/2007,DPE,1993,BUIC,,NY,E AMHERST/CLARENCE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.940096037064, -78.822608001664)",42.94009603706421,-78.82260800166367,UNIVERSITY,District E,47,4,4009,UNKNOWN
2007050317RIV,05/03/2007,RIV,2004,CHEV,,NY,E AMHERST/CLARENCE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.940096037064, -78.822608001664)",42.94009603706421,-78.82260800166367,UNIVERSITY,District E,47,4,4009,UNKNOWN
2007050318DPE,05/03/2007,DPE,1998,FORD,,NY,E AMHERST/CLARENCE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.940096037064, -78.822608001664)",42.94009603706421,-78.82260800166367,UNIVERSITY,District E,47,4,4009,UNKNOWN
2007050319DPE,05/03/2007,DPE,1981,CHEV,,NY,208 ELK,Buffalo,NY,14210,IL,ILLEGAL VEHICLE,"(42.868549627745, -78.846142073487)",42.868549627745324,-78.84614207348717,FILLMORE,District A,164,2,2023,UNKNOWN
200705031DPE,05/03/2007,DPE,1999,BUIC,,NY,MAIN/NORTHRUP,Buffalo,NY,14214,IL,ILLEGAL VEHICLE,"(42.950763965446, -78.826355023467)",42.95076396544557,-78.82635502346731,UNIVERSITY,District E,47,5,5002,UNKNOWN
2007050320DPE,05/03/2007,DPE,1997,DODG,,NY,378 ESSER,Buffalo,NY,14207,IL,ILLEGAL VEHICLE,"(42.960142744953, -78.897903957895)",42.96014274495258,-78.89790395789534,NORTH,District D,58.01,1,1018,UNKNOWN
2007050322DPE,05/03/2007,DPE,1993,OLDS,,NY,678 KENSINGTON,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.932366104144, -78.82760977251)",42.932366104144,-78.82760977250959,MASTEN,District E,39.01,1,1009,UNKNOWN
200705032DPE,05/03/2007,DPE,1999,PONT,,NY,30 WARREN,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.891697310101, -78.832725646765)",42.89169731010119,-78.83272564676543,FILLMORE,District C,16,3,3005,UNKNOWN
200705033RIV,05/03/2007,RIV,,FORD,,,3226 BAILEY,Buffalo,NY,14215,GA,GONE ON ARRIVAL,"(42.942719977363, -78.813722854523)",42.94271997736312,-78.813722854523,UNIVERSITY,District E,47,3,3000,UNKNOWN
200705034DPE,05/03/2007,DPE,2000,OLDS,,NY,1301 HERTEL,Buffalo,NY,14216,IL,ILLEGAL VEHICLE,"(42.947684145827, -78.859947597772)",42.94768414582717,-78.85994759777198,DELAWARE,District D,49,3,3002,UNKNOWN
200705035DPE,05/03/2007,DPE,2001,OLDS,,NY,40 MONTANA,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.910966374115, -78.820409604761)",42.91096637411524,-78.82040960476122,FILLMORE,District C,36,3,3004,UNKNOWN
200705036RIV,05/03/2007,RIV,1998,CHEV,,NY,131 HAWLEY,Buffalo,NY,14213,ST,STOLEN VEHICLE,"(42.930937222745, -78.890130291643)",42.93093722274465,-78.89013029164303,NORTH,District D,171,5,5002,UNKNOWN
200705037RON,05/03/2007,RON,1992,CHEV,,NY,135 CARMEL,Buffalo,NY,14214,IP,ILLEGALLY PARKED,"(42.951280330348, -78.837635240425)",42.95128033034768,-78.83763524042541,UNIVERSITY,District D,45,3,3013,UNKNOWN
200705038JMA,05/03/2007,JMA,1998,FORD,,NY,164 LINCOLN PKWY,Buffalo,NY,14222,IP,ILLEGALLY PARKED,"(42.931606648106, -78.874074980453)",42.93160664810618,-78.87407498045269,DELAWARE,District D,63.02,1,1003,UNKNOWN
200705039DPE,05/03/2007,DPE,2006,CHEV,,NY,E AMHERST/CLARENCE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.940096037064, -78.822608001664)",42.94009603706421,-78.82260800166367,UNIVERSITY,District E,47,4,4009,UNKNOWN
2007050410DPE,05/04/2007,DPE,1990,CADI,,NY,172 CHAPIN PKWY,Buffalo,NY,14222,AB,ABANDONED VEHICLE,"(42.924349084758, -78.872594486955)",42.92434908475848,-78.87259448695497,DELAWARE,District D,63.02,3,3006,UNKNOWN
2007050412RIV,05/04/2007,RIV,2002,JEEP,,NY,2098 FILLMORE,Buffalo,NY,14214,ST,STOLEN VEHICLE,"(42.931036104911, -78.839345410179)",42.93103610491082,-78.839345410179,MASTEN,District E,40.01,4,4009,UNKNOWN
200705041RIV,05/04/2007,RIV,2003,DODG,,NY,78 HALBERT,Buffalo,NY,14214,ST,STOLEN VEHICLE,"(42.932329693022, -78.841929090881)",42.932329693021806,-78.8419290908809,MASTEN,District E,40.01,4,4007,UNKNOWN
200705042RIV,05/04/2007,RIV,1992,CHRY,,NY,169 MERRIMAC,Buffalo,NY,14214,IL,ILLEGAL VEHICLE,"(42.9542924273, -78.830756288892)",42.95429242730033,-78.83075628889175,UNIVERSITY,District E,46.01,2,2004,UNKNOWN
200705043RIV,05/04/2007,RIV,1994,OLDS,,NY,191 NORTH ST,Buffalo,NY,14201,ST,STOLEN VEHICLE,"(42.902300643466, -78.876242129253)",42.902300643466184,-78.87624212925286,ELLICOTT,District B,67.02,2,2002,UNKNOWN
200705048DPE,05/04/2007,DPE,2004,KIA,,NY,19 TONAWANDA ST,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.929921444733, -78.897274089637)",42.92992144473267,-78.89727408963674,NORTH,District D,55,3,3014,UNKNOWN
200705049RIV,05/04/2007,RIV,2001,MITS,,NY,543 BIRD,Buffalo,NY,14222,IP,ILLEGALLY PARKED,"(42.925974936172, -78.878888640497)",42.92597493617159,-78.87888864049698,DELAWARE,District D,63.01,1,1004,UNKNOWN
200705051DPE,05/05/2007,DPE,1996,VOLK,,CA,268 FRANKLIN,Buffalo,NY,14202,IL,ILLEGAL VEHICLE,"(42.891508883876, -78.87492122152)",42.89150888387609,-78.87492122152028,ELLICOTT,District B,165,1,1009,UNKNOWN
200705052DPE,05/05/2007,DPE,2000,FORD,,NY,220 MARYLAND,Buffalo,NY,14201,IL,ILLEGAL VEHICLE,"(42.895902352018, -78.8845553615)",42.89590235201802,-78.88455536149993,ELLICOTT,District B,71.01,3,3004,UNKNOWN
200705053RIV,05/05/2007,RIV,,CHEV,,NY,122 WELKER,Buffalo,NY,14208,IM,IMPOUNDED,"(42.914186298855, -78.854980070795)",42.9141862988546,-78.85498007079477,MASTEN,District E,168,4,4001,UNKNOWN
200705057DPE,05/05/2007,DPE,2005,HOND,,NY,695 MAIN,Buffalo,NY,14203,IL,ILLEGAL VEHICLE,"(42.89284890703, -78.871960670975)",42.89284890703036,-78.87196067097543,ELLICOTT,District B,165,1,1006,UNKNOWN
200705061DPE,05/06/2007,DPE,1999,BUIC,,NY,1081 BROADWAY,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.893905992105, -78.834730805035)",42.89390599210508,-78.83473080503539,FILLMORE,District C,16,3,3003,UNKNOWN
200705063DPE,05/06/2007,DPE,1991,FORD,,NY,EMPIRE/KOONS,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.898052002352, -78.820972035916)",42.89805200235239,-78.82097203591557,FILLMORE,District C,28,2,2003,UNKNOWN
200705064DPE,05/06/2007,DPE,1995,HOND,,NY,14 HAVEN,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.913675782145, -78.8118602062)",42.91367578214535,-78.8118602062001,LOVEJOY,District E,37,4,4008,UNKNOWN
200705065DPE,05/06/2007,DPE,1996,OLDS,,NY,1594 NIAGARA ST,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.927960846877, -78.897680825527)",42.92796084687749,-78.89768082552696,NORTH,District D,171,1,1010,UNKNOWN
